entity_id	valid	rejected	polled	electors	PA	UNP	JVP	SMBP	Ind 2	Liberal	LDA	Ind 1	SLMP	PLSF	Ind 3	DUNF	PFF
EC-02I	77851.99999999997	1758.9999999999993	79611.00000000001	104076.0	44098.00000000001	29725.999999999993	3089.000000000001	236.0	82.00000000000001	72.00000000000001	224.00000000000003	112.00000000000001	82.00000000000001	56.999999999999986	27.0	20.99999999999999	25.999999999999996
EC-02J	79574.00000000003	1808.999999999999	81383.0	107701.00000000003	46703.00000000001	27771.0	3941.0	401.99999999999994	121.99999999999999	103.0	171.0	113.0	98.99999999999997	62.000000000000014	30.000000000000007	30.000000000000007	26.99999999999999
EC-02K	66907.0	1080.9999999999998	67988.00000000001	87239.99999999999	39214.0	23856.999999999993	2794.000000000001	281.0000000000001	137.00000000000003	121.00000000000003	96.99999999999994	141.99999999999997	81.00000000000003	70.99999999999999	34.999999999999986	48.000000000000014	29.0
EC-02L	66441.99999999999	1443.0	67885.0	88034.0	36549.99999999999	26060.999999999996	2824.9999999999995	369.00000000000017	114.00000000000003	78.00000000000001	118.0	110.0	94.00000000000001	53.99999999999998	24.0	26.99999999999999	18.0
EC-02M	57190.00000000001	1582.0	58772.0	77425.0	30947.000000000004	22215.0	2940.0000000000005	511.9999999999999	76.0	52.0	124.0	108.00000000000001	103.00000000000001	59.0	19.0	19.0	15.999999999999996
EC-02P	17912	1040	18952	18952	9764	6471	1214	285	6	8	124	10	2	10	3	12	3
EC-03	531808.9999999998	11795.999999999982	543604.9999999991	694859.9999999994	281217.0000000003	217422.9999999997	23769.999999999978	2720.9999999999986	1278.999999999999	1028.0	1002.9999999999999	1132.9999999999998	795.9999999999997	607.9999999999995	385.9999999999999	215.99999999999991	228.99999999999994
EC-03A	69073.0	2013.9999999999995	71086.99999999999	91768.00000000001	39081.0	24975.999999999993	3647.0000000000005	595.9999999999999	90.0	81.0	241.99999999999997	96.0	144.00000000000003	60.00000000000002	19.000000000000004	25.0	16.0
EC-03B	73354.0	1466.9999999999995	74820.99999999997	93106.99999999999	40384.00000000004	28429.99999999998	3262.0000000000023	384.00000000000006	170.99999999999997	139.00000000000003	153.99999999999994	153.99999999999994	78.0	89.99999999999997	37.0	31.000000000000004	40.00000000000003
EC-03C	69040.0	1417.0000000000002	70457.00000000003	86680.0	37558.999999999985	27699.999999999993	2647.9999999999995	307.9999999999999	182.0	126.00000000000004	130.0	138.99999999999997	76.99999999999997	78.99999999999999	40.00000000000001	21.000000000000004	30.999999999999993
EC-03D	50596.99999999999	991.0000000000001	51587.99999999999	66211.99999999999	25424.000000000004	22879.0	1397.0	184.0	156.00000000000006	127.99999999999999	45.00000000000001	131.00000000000003	69.00000000000003	69.00000000000003	62.999999999999986	24.0	28.000000000000018
EC-03E	62565.0	1492.0	64057.000000000015	84575.00000000006	32351.999999999993	25813.000000000007	3221.000000000001	315.99999999999994	182.99999999999994	161.99999999999997	75.00000000000003	148.0	74.0	83.0	71.00000000000001	35.000000000000014	32.0
EC-03F	67413.00000000001	1540.0	68953.00000000001	90723.0	35751.0	27130.999999999993	3369.0	386.0000000000001	127.00000000000001	111.00000000000006	131.0	135.0	105.0	76.99999999999999	38.000000000000014	21.000000000000004	31.0
EC-03G	67321.0	1144.9999999999998	68465.99999999997	87512.99999999999	34369.0	29585.0	2421.0000000000005	148.0	159.99999999999997	114.0	81.0	150.00000000000006	159.0	69.99999999999999	34.99999999999999	14.000000000000002	14.999999999999996
EC-03H	60812.99999999998	1226.0000000000005	62038.99999999998	82145.00000000001	30128.000000000004	26505.999999999996	3013.9999999999986	226.99999999999997	208.0	162.99999999999997	77.99999999999999	176.0	85.99999999999999	76.00000000000001	82.99999999999999	33.99999999999999	33.99999999999999
EC-03P	11633	504	12137	12137	6169	4403	791	172	2	4	67	4	4	4	0	11	2
EC-04	612811.0000000003	17060.00000000002	629870.9999999994	811606.0000000001	308186.99999999965	276360.0000000001	15512.000000000005	3279.9999999999964	1774.9999999999966	1613.9999999999982	1064.9999999999995	1368.9999999999993	1706.0000000000011	749.0000000000013	638.9999999999999	265.00000000000017	290.0
EC-04A	34774.0	637.0000000000001	35410.999999999985	46621.00000000001	16777.0	16427.999999999996	932.9999999999998	134.00000000000006	115.0	92.99999999999999	46.000000000000014	70.0	56.99999999999999	41.0	48.99999999999998	16.000000000000004	15.0
EC-04B	87198.00000000001	2720.0000000000014	89918.00000000001	120150.0	40995.99999999999	41640.0	2782.0000000000005	384.00000000000017	243.99999999999991	230.0	110.0	165.00000000000006	359.00000000000017	91.00000000000001	113.99999999999999	39.99999999999999	42.999999999999964
EC-04C	52091.00000000001	1338.0000000000002	53429.0	63054.99999999999	32945.0	17372.0	927.9999999999998	167.99999999999997	134.0	118.99999999999999	54.99999999999998	124.99999999999999	122.00000000000003	55.999999999999986	34.99999999999998	11.999999999999996	20.0
EC-04D	35992.999999999985	921.9999999999997	36915.0	46839.99999999999	18216.000000000007	16335.0	631.9999999999994	113.00000000000001	135.0	185.99999999999997	29.000000000000007	133.00000000000006	54.000000000000014	60.00000000000002	47.99999999999999	22.000000000000004	30.00000000000001
EC-04E	27743.000000000004	719.9999999999997	28462.999999999996	36213.99999999998	14497.000000000002	11954.999999999998	668.9999999999999	106.99999999999999	139.00000000000003	87.99999999999996	34.00000000000001	108.99999999999997	33.00000000000002	50.000000000000014	34.00000000000001	13.999999999999998	13.999999999999998
EC-04F	48653.999999999985	1414.9999999999995	50068.99999999999	65316.99999999999	23259.000000000004	22974.000000000004	1569.0000000000002	267.0	131.00000000000003	113.0	60.0	74.00000000000003	78.0	45.00000000000001	43.00000000000001	16.000000000000007	24.999999999999993
EC-04G	41174.00000000003	1058.9999999999998	42232.999999999985	55180.00000000001	19899.999999999996	19808.000000000007	638.0000000000002	107.99999999999997	153.00000000000003	127.99999999999997	42.00000000000001	116.0	149.0	51.0	45.999999999999986	18.999999999999996	15.999999999999996
EC-04H	42865.0	1212.9999999999998	44078.000000000015	59186.99999999999	19893.000000000004	20802.999999999996	1173.0000000000002	431.0	83.0	73.00000000000003	132.99999999999997	66.0	114.00000000000007	38.0	28.999999999999993	16.0	13.0
EC-04I	25291.999999999996	624.0	25916.0	34410.0	10101.0	13809.000000000002	639.0000000000002	349.00000000000006	40.00000000000001	43.0	105.00000000000001	34.0	109.00000000000001	29.000000000000004	14.000000000000002	11.000000000000002	9.000000000000002
EC-04J	46591.99999999999	1463.9999999999995	48055.99999999999	62746.999999999985	23134.999999999993	21219.000000000004	1293.0	301.0000000000001	125.00000000000001	102.00000000000001	102.99999999999999	61.0	105.0	49.0	54.0	24.000000000000004	20.999999999999996
EC-04K	46371.99999999998	1203.9999999999995	47576.00000000001	62497.00000000002	22192.0	21920.000000000007	1198.9999999999998	251.0	139.0	124.00000000000004	68.0	82.99999999999999	240.00000000000003	58.000000000000014	45.0	22.000000000000004	31.00000000000001
EC-04L	55893.0	1626.0000000000005	57519.00000000001	73136.99999999999	29986.0	23928.00000000001	827.9999999999999	243.99999999999997	141.00000000000003	160.99999999999997	94.0	159.00000000000006	163.0	90.0	51.00000000000001	26.0	21.99999999999999
EC-04M	51622.0	1512.9999999999995	53134.99999999999	69098.00000000001	28276.999999999996	20885.0	1353.0000000000002	184.00000000000006	194.99999999999997	149.0	87.99999999999996	165.00000000000009	110.0	85.99999999999996	77.00000000000003	21.99999999999999	30.999999999999986
EC-04P	16548	605	17153	17153	8013	7284	876	239	1	5	98	9	13	5	0	5	0
EC-05	216310.00000000003	6170.999999999997	222480.99999999983	292054.9999999999	111232.00000000013	91944.00000000017	7923.999999999999	902.000000000001	950.9999999999992	859.9999999999998	308.0000000000006	747.0	550.0	343.00000000000006	261.0000000000004	139.00000000000003	149.00000000000006
EC-05A	71767.99999999997	1875.9999999999982	73644.00000000003	97347.99999999996	35811.0	30850.000000000015	3496.0	232.99999999999997	322.9999999999999	269.9999999999999	91.0	214.00000000000003	168.99999999999994	132.0	76.00000000000004	45.99999999999999	57.00000000000003
EC-05B	42179.000000000015	1112.0000000000005	43290.99999999999	53731.99999999999	24073.00000000001	16090.99999999999	1069.0	111.99999999999994	199.99999999999994	180.9999999999999	35.00000000000001	170.9999999999999	63.99999999999996	74.0	47.999999999999986	31.000000000000014	29.999999999999986
EC-05C	44432.99999999998	1322.0	45754.99999999999	64069.00000000001	21709.0	20184.99999999999	1392.0000000000002	239.0	167.99999999999997	172.0	94.00000000000003	122.00000000000003	169.99999999999997	55.99999999999999	59.00000000000001	34.00000000000001	33.00000000000001
EC-05D	52283.0	1627.0	53910.0	71024.99999999997	26959.0	22335.999999999996	1574.0000000000007	263.9999999999999	255.00000000000006	234.99999999999983	75.00000000000001	231.99999999999997	142.00000000000003	77.99999999999999	77.99999999999999	28.0	26.999999999999996
EC-05P	5647	234	5881	5881	2680	2482	393	54	5	2	13	8	5	3	0	0	2
EC-06	313990.0	8996.999999999996	322987.00000000035	402588.9999999999	147210.0000000001	152835.99999999988	5878.999999999998	1021.0000000000003	1697.9999999999995	1566.9999999999995	811.9999999999999	1115.9999999999984	531.0000000000001	554.9999999999999	412.99999999999994	176.00000000000017	176.0
EC-06A	165097.0	4885.000000000001	169982.00000000003	216038.0000000001	70497.0	87653.00000000003	1897.0000000000005	591.0000000000002	1128.0	1074.0000000000002	488.9999999999999	671.9999999999999	321.99999999999983	326.0	244.00000000000003	102.00000000000004	102.00000000000004
EC-06B	44822.99999999997	1193.0	46015.99999999999	59333.00000000002	22067.999999999996	20984.0	826.0000000000001	135.99999999999997	211.0000000000001	164.0	67.0	132.99999999999997	71.00000000000003	75.99999999999997	52.00000000000002	22.0	13.000000000000005
EC-06C	49863.00000000002	1461.000000000001	51324.00000000002	58212.99999999997	29000.0	18426.0	1572.0000000000002	130.99999999999997	158.00000000000009	142.99999999999994	51.00000000000002	139.99999999999997	68.0	70.99999999999999	53.99999999999999	20.999999999999996	27.999999999999993
EC-06D	49421.00000000003	1365.9999999999998	50786.999999999985	64126.999999999985	23311.999999999996	23684.999999999996	1298.9999999999998	141.99999999999997	198.00000000000006	186.0	158.0	168.00000000000003	67.00000000000003	80.00000000000001	63.000000000000014	30.000000000000014	32.99999999999999
EC-06P	4786	92	4878	4878	2333	2088	285	21	3	0	47	3	3	2	0	1	0
EC-07	512019.00000000023	9715.999999999998	521735.0000000003	673785.0000000002	281154.00000000006	195906.0000000001	27257.000000000022	1591.9999999999977	1227.0000000000025	907.0000000000011	952.0000000000003	967.9999999999992	651.0000000000003	663.0	357.00000000000034	175.00000000000003	209.99999999999977
EC-07A	32800.0	539.0000000000001	33339.0	45790.00000000001	17524.000000000004	13372.000000000002	1466.0	100.99999999999999	75.0	52.99999999999999	59.999999999999986	54.00000000000002	36.99999999999999	28.999999999999996	8.999999999999998	12.000000000000002	7.999999999999999
EC-07B	44171.00000000001	880.0	45050.99999999997	58545.0	24641.999999999996	16357.999999999996	2595.0000000000005	140.99999999999994	77.99999999999999	55.0	84.00000000000001	61.99999999999999	55.0	47.00000000000002	32.0	8.999999999999998	12.999999999999996
EC-07C	41133.0	857.0	41990.00000000001	56502.0	22445.000000000007	14882.000000000002	3157.0000000000014	115.0	144.00000000000003	51.0	54.99999999999999	103.00000000000003	51.0	64.99999999999999	30.000000000000007	19.000000000000007	16.0
EC-07D	56795.000000000015	991.0	57785.99999999999	75270.99999999999	31626.000000000007	21195.999999999996	3127.999999999999	169.0	115.00000000000001	118.99999999999994	82.00000000000003	125.00000000000001	69.0	75.99999999999996	43.999999999999986	21.999999999999993	23.999999999999993
EC-07E	65109.0	872.9999999999997	65981.99999999996	78752.0	35711.99999999999	25292.000000000007	3183.0000000000014	95.00000000000003	174.00000000000003	151.99999999999997	50.00000000000003	135.00000000000003	75.00000000000003	110.00000000000001	58.999999999999986	24.00000000000001	48.00000000000002
EC-07F	60495.999999999985	1145.0000000000002	61641.0	76860.0	34097.000000000015	22969.0	2406.0000000000005	167.00000000000003	190.99999999999994	148.00000000000003	90.99999999999996	136.0	81.99999999999994	90.99999999999996	56.00000000000001	22.000000000000004	40.0
EC-07G	50697.99999999999	749.0	51446.99999999997	68503.0	28403.999999999996	19133.999999999993	2496.9999999999995	143.99999999999997	104.0	88.0	78.99999999999996	90.99999999999996	31.999999999999986	73.99999999999996	26.0	9.999999999999998	15.000000000000002
EC-07H	44978.00000000001	1000.0	45978.00000000001	63300.0	22008.0	20042.0	2207.000000000001	224.99999999999997	64.0	60.99999999999999	111.99999999999996	63.0	119.0	37.0	18.000000000000007	15.000000000000004	6.999999999999997
EC-07I	53461.0	1070.0000000000005	54530.99999999997	69228.99999999999	30326.999999999985	19748.999999999993	2601.9999999999986	150.00000000000009	128.99999999999991	81.0	124.0	91.0	68.99999999999996	62.0	41.000000000000014	20.0	15.999999999999998
EC-07J	49704.00000000001	1086.0000000000002	50790.0	67832.99999999999	28136.99999999999	18064.0	2727.0	160.99999999999997	135.0	96.99999999999999	92.00000000000006	93.99999999999999	55.000000000000014	66.99999999999999	39.999999999999986	14.999999999999996	19.999999999999993
EC-07P	12674	526	13200	13200	6232	4848	1289	124	18	2	123	14	7	5	2	7	3
EC-08	378638.0000000002	8583.0	387221.00000000035	524001.9999999999	205685.00000000003	139677.0000000001	26228.999999999993	1539.0000000000002	1041.9999999999989	996.9999999999998	669.9999999999999	890.9999999999993	639.0000000000003	543.0000000000007	331.99999999999994	191.9999999999998	201.99999999999983
EC-08A	55055.00000000001	1464.0	56519.00000000001	74409.0	29229.00000000001	21400.000000000007	3108.000000000001	207.0	251.00000000000009	223.00000000000003	95.0	156.99999999999997	116.00000000000006	111.00000000000004	75.00000000000001	38.0	44.99999999999997
EC-08B	53160.99999999999	982.9999999999998	54144.0	75155.99999999996	29114.99999999999	19463.999999999993	3470.9999999999995	194.0000000000001	198.99999999999994	170.00000000000009	54.000000000000014	191.99999999999997	85.00000000000004	92.0	57.0	35.99999999999998	32.0
EC-08C	56680.000000000015	1090.0	57770.00000000001	76916.00000000001	30039.999999999996	21330.0	4231.0	195.00000000000006	153.99999999999997	182.0	71.99999999999997	145.0	98.99999999999997	100.0	57.99999999999999	34.00000000000001	39.99999999999999
EC-08D	50053.999999999985	887.0000000000001	50940.999999999985	70157.0	28514.999999999996	17689.00000000001	2997.000000000001	200.99999999999997	125.99999999999996	147.0	67.99999999999999	106.00000000000003	67.99999999999999	50.000000000000014	40.99999999999999	21.999999999999993	23.999999999999993
EC-08E	49495.00000000001	962.9999999999995	50458.00000000002	68296.00000000001	25362.999999999996	18843.999999999996	4539.0	155.00000000000003	98.99999999999999	107.00000000000001	83.99999999999999	99.99999999999999	55.99999999999999	61.999999999999986	47.0	24.0	15.000000000000005
EC-08F	51742.99999999999	1790.0000000000005	53532.99999999997	72592.99999999999	28865.0	18742.999999999993	3272.9999999999995	275.99999999999994	85.99999999999996	72.00000000000001	155.99999999999997	72.00000000000001	94.0	54.00000000000002	19.000000000000004	14.999999999999998	18.000000000000004
EC-08G	54674.0	1027.0000000000002	55700.999999999985	78320.0	30938.99999999999	19183.0	3673.9999999999995	219.00000000000003	123.0	86.99999999999999	66.99999999999999	114.0	116.0	71.0	35.0	19.99999999999999	25.999999999999996
EC-08P	7776	379	8155	8155	3619	3024	936	92	4	9	74	5	5	3	0	3	2
EC-09	253678.00000000015	5375.0	259052.99999999985	356393.99999999965	120274.99999999997	95087.99999999994	33738.999999999985	732.9999999999997	699.9999999999997	728.9999999999998	483.0	691.0000000000008	345.9999999999999	420.99999999999966	191.9999999999999	160.0	120.99999999999996
EC-09A	53663.99999999999	1388.9999999999998	55053.000000000015	78596.00000000003	24727.999999999985	21426.0	6297.999999999997	187.00000000000003	227.0000000000001	198.0	125.00000000000003	179.99999999999994	68.00000000000003	107.99999999999996	47.0	37.999999999999986	34.000000000000014
EC-09B	49130.00000000001	918.9999999999999	50049.00000000001	68349.0	24491.999999999996	18139.999999999996	5691.000000000003	135.99999999999994	117.99999999999999	116.00000000000001	81.0	100.99999999999996	68.99999999999999	80.00000000000007	40.000000000000036	37.000000000000014	29.000000000000004
EC-09C	63214.000000000015	1222.0000000000005	64435.99999999997	89147.0	29828.000000000004	22430.999999999993	9887.000000000005	170.99999999999997	174.00000000000003	180.99999999999997	118.99999999999999	149.00000000000003	72.00000000000001	98.0	43.0	38.99999999999998	21.999999999999996
EC-09D	82255.00000000001	1674.9999999999993	83930.00000000003	114717.00000000004	39021.000000000015	30983.0	10864.999999999998	202.0	179.99999999999997	229.0	121.00000000000001	249.0	134.0	130.00000000000003	61.0	44.99999999999999	35.0
EC-09P	5415	170	5585	5585	2206	2108	998	37	1	5	37	12	3	5	1	1	1
EC-10	111567.99999999984	5980.999999999994	117549.0	613717.9999999991	52043.00000000007	48004.99999999999	413.0	818.0000000000002	1872.9999999999993	1368.0000000000007	3393.999999999998	831.0000000000007	1040.999999999999	487.00000000000006	552.0000000000008	343.0000000000004	402.99999999999955
EC-10A	7616.999999999996	419.0	8035.999999999999	50885.000000000015	3377.0000000000027	3579.9999999999986	50.0	40.00000000000001	108.00000000000004	61.999999999999964	154.0	44.99999999999999	83.99999999999996	34.000000000000014	30.999999999999982	20.000000000000004	32.0
EC-10B	12760.000000000002	767.0000000000001	13527.000000000002	58349.999999999985	6854.0	4232.0	53.0	139.00000000000003	293.0	227.99999999999994	465.99999999999994	127.00000000000001	125.00000000000001	70.99999999999999	77.00000000000001	49.0	49.0
EC-10C	8606.0	321.0	8927.0	61513.99999999999	5324.0	2271.0	24.0	93.0	197.0	158.0	207.99999999999997	81.0	89.99999999999999	58.0	49.0	27.999999999999996	24.999999999999996
EC-10D	15691.000000000002	713.9999999999999	16405.0	62002.00000000001	9194.0	5003.000000000001	56.999999999999986	115.0	311.0	191.00000000000006	386.0000000000001	104.0	125.99999999999997	72.99999999999997	55.0	35.99999999999999	40.0
EC-10E	14273.0	577.0	14849.999999999998	58751.0	6607.0	5941.000000000002	49.0	133.0	335.0	265.0	332.0	122.00000000000001	161.00000000000003	84.0	110.99999999999999	55.000000000000014	78.00000000000001
EC-10F	11669.000000000002	736.9999999999999	12405.999999999998	53545.0	4664.000000000002	5685.000000000002	44.0	71.99999999999999	210.00000000000009	138.00000000000006	417.00000000000006	118.0	88.0	52.999999999999986	88.0	40.99999999999999	50.999999999999986
EC-10G	8117.999999999999	452.99999999999994	8571.000000000002	42304.0	3062.0000000000005	4269.999999999999	32.99999999999999	57.99999999999999	95.00000000000001	72.00000000000001	258.0	65.0	80.00000000000001	33.99999999999999	32.0	28.0	30.999999999999996
EC-10H	12097.999999999998	1058.9999999999998	13157.000000000004	53246.99999999999	3429.9999999999986	7493.999999999999	68.00000000000003	77.00000000000003	126.99999999999999	109.0	356.0	83.99999999999999	158.00000000000006	32.99999999999999	50.99999999999998	49.000000000000014	62.00000000000002
EC-10I	10778.000000000002	383.99999999999994	11162.0	63799.0	5125.000000000001	4833.999999999999	18.000000000000007	54.0	112.99999999999999	94.99999999999997	328.0000000000001	48.999999999999986	46.99999999999999	28.999999999999996	41.000000000000014	21.0	23.999999999999996
EC-10J	7112.999999999999	314.0	7427.0	51580.99999999999	3471.0000000000005	3263.0	10.999999999999998	21.999999999999996	57.00000000000001	28.0	151.0	25.0	46.00000000000001	14.0	9.999999999999998	8.0	7.0
EC-10K	2016.0	116.99999999999999	2132.9999999999995	56791.99999999999	593.0	1262.0000000000005	6.000000000000003	12.000000000000005	25.999999999999996	21.999999999999996	33.00000000000001	10.999999999999998	31.0	3.0000000000000013	6.000000000000003	8.0	3.0000000000000013
EC-10P	829	119	948	948	342	170	0	3	1	0	305	0	5	1	1	0	1
EC-11	62690.000000000015	1489.9999999999989	64180.00000000003	206175.9999999999	16202.000000000004	43802.999999999985	482.0000000000002	92.99999999999997	420.00000000000006	455.9999999999999	443.99999999999966	234.00000000000003	306.00000000000017	83.0	69.0	40.00000000000001	57.99999999999999
EC-11A	24637.000000000007	446.0	25083.0	65883.00000000004	8445.999999999995	15406.999999999996	33.99999999999998	35.000000000000014	156.00000000000003	127.99999999999996	119.99999999999999	90.99999999999999	113.00000000000006	39.00000000000001	21.000000000000007	15.999999999999995	31.0
EC-11B	36282.0	968.0000000000001	37250.0	86970.0	6844.999999999999	27621.0	427.0	55.000000000000014	257.0	326.00000000000006	292.99999999999994	142.00000000000003	177.99999999999994	41.99999999999999	44.99999999999999	24.00000000000001	26.999999999999986
EC-11C	1182.0000000000005	29.999999999999996	1212.0	52688.00000000004	751.0000000000006	388.9999999999998	14.999999999999998	2.000000000000001	6.000000000000002	1.0000000000000004	4.000000000000002	1.0000000000000004	9.000000000000005	2.000000000000001	2.000000000000001	0.0	0.0
EC-11P	589	46	635	635	160	386	6	1	1	1	27	0	6	0	1	0	0
EC-12	170131.0000000002	3747.000000000002	173878.0	272464.99999999994	58974.99999999991	104100.00000000003	290.0000000000003	250.0000000000001	1527.9999999999995	1837.9999999999995	884.0000000000006	784.0	750.0000000000005	331.0000000000002	234.00000000000014	77.99999999999997	88.99999999999999
EC-12A	47127.00000000001	1042.9999999999998	48170.0	76987.99999999999	21938.999999999993	22614.0	70.0	95.0	623.0000000000002	665.0	182.99999999999997	381.0000000000001	288.00000000000017	130.0	86.0	27.000000000000007	26.000000000000004
EC-12B	81097.99999999999	1750.0000000000002	82848.0	124479.99999999991	29522.999999999978	48700.000000000015	159.00000000000009	100.00000000000004	550.0000000000001	686.9999999999998	406.00000000000017	268.99999999999994	394.0000000000002	148.00000000000006	88.99999999999993	31.99999999999999	40.999999999999986
