entity_id	valid	rejected	polled	electors	UPFA	UNP	DNA	ITAK	UPF	TMVP	SMBP	TULF	AITC	DPLF	SLNF	IG4B	EDF	EPDP	ONF	UNAF	ELPP	LLF	USP	IG4J	PERLF	IG2G	JSP	UDF	IG6B	IG8B	DUA	IG3J	IG6J	__OTHER
EC-02C	78580	5021	83621	127421	49766	22919	5228	0	0	0	0	0	0	0	52	0	0	0	0	22	0	0	0	0	0	418	12	10	0	0	0	0	0	91
EC-02D	60159	4017	64191	99742	38957	18026	2931	0	0	0	0	0	0	0	64	0	0	0	0	12	0	0	0	0	0	65	4	4	0	0	0	0	0	49
EC-02E	68084	3522	71672	114566	45428	17971	4491	0	0	0	0	0	0	0	63	0	0	0	0	12	0	0	0	0	0	15	10	10	0	0	0	0	0	62
EC-02F	73877	3675	77614	120860	49033	19295	5270	0	0	0	0	0	0	0	31	0	0	0	0	13	0	0	0	0	0	91	13	14	0	0	0	0	0	67
EC-02G	72914	3774	76722	120900	51172	15912	5626	0	0	0	0	0	0	0	36	0	0	0	0	22	0	0	0	0	0	5	22	13	0	0	0	0	0	64
EC-02H	83698	3930	87698	133606	58268	17976	7188	0	0	0	0	0	0	0	69	0	0	0	0	21	0	0	0	0	0	47	12	13	0	0	0	0	0	75
EC-02I	77297	4208	81537	127821	43920	26397	6544	0	0	0	0	0	0	0	83	0	0	0	0	16	0	0	0	0	0	223	10	10	0	0	0	0	0	69
EC-02J	82967	3925	86932	134581	55327	20387	7027	0	0	0	0	0	0	0	22	0	0	0	0	19	0	0	0	0	0	83	4	15	0	0	0	0	0	56
EC-02K	64416	3518	67957	104155	46356	14185	3709	0	0	0	0	0	0	0	34	0	0	0	0	15	0	0	0	0	0	23	14	5	0	0	0	0	0	44
EC-02L	67156	2998	70181	107786	41478	20438	5089	0	0	0	0	0	0	0	13	0	0	0	0	14	0	0	0	0	0	47	2	7	0	0	0	0	0	47
EC-02M	52247	2668	54953	83105	30276	16479	5322	0	0	0	0	0	0	0	15	0	0	0	0	20	0	0	0	0	0	37	6	9	0	0	0	0	0	59
EC-02P	30897	939	31855	32505	21975	5892	2930	0	0	0	0	0	0	0	37	0	0	0	0	6	0	0	0	0	0	10	5	8	0	0	0	0	0	25
EC-03	492400	51751	544606	835186	313836	139596	36722	0	0	0	22	0	0	0	172	0	0	0	310	135	0	127	0	0	0	0	40	89	0	0	0	0	0	726
EC-03A	63414	5851	69320	105569	37818	18022	7340	0	0	0	5	0	0	0	21	0	0	0	32	11	0	34	0	0	0	0	2	10	0	0	0	0	0	49
EC-03B	70081	7122	77258	118942	44927	19017	5803	0	0	0	5	0	0	0	16	0	0	0	53	11	0	16	0	0	0	0	6	12	0	0	0	0	0	133
EC-03C	65192	6100	71379	108781	44136	16613	4020	0	0	0	0	0	0	0	123	0	0	0	48	11	0	26	0	0	0	0	7	12	0	0	0	0	0	125
EC-03D	43049	5734	48827	74991	29522	11737	1577	0	0	0	1	0	0	0	0	0	0	0	32	15	0	4	0	0	0	0	3	5	0	0	0	0	0	79
EC-03E	56484	6566	63100	99737	35920	17295	2990	0	0	0	2	0	0	0	5	0	0	0	37	26	0	10	0	0	0	0	5	12	0	0	0	0	0	90
EC-03F	60975	6056	67070	106878	38300	16838	5584	0	0	0	2	0	0	0	3	0	0	0	36	20	0	14	0	0	0	0	1	10	0	0	0	0	0	90
EC-03G	60413	6644	67108	104363	32709	21737	5716	0	0	0	2	0	0	0	0	0	0	0	34	23	0	13	0	0	0	0	12	15	0	0	0	0	0	74
EC-03H	52075	6851	58994	93972	35541	14402	1909	0	0	0	2	0	0	0	1	0	0	0	31	17	0	8	0	0	0	0	3	11	0	0	0	0	0	77
EC-03P	20717	827	21550	21953	14963	3935	1783	0	0	0	3	0	0	0	3	0	0	0	7	1	0	2	0	0	0	0	1	2	0	0	0	0	0	9
EC-04	558804	58333	617559	1000861	339819	192798	23728	0	0	0	25	0	0	0	921	0	0	0	0	245	0	66	0	0	0	0	45	0	0	0	0	0	0	604
EC-04A	28337	3007	31361	52553	18198	8836	1209	0	0	0	1	0	0	0	10	0	0	0	0	15	0	1	0	0	0	0	4	0	0	0	0	0	0	30
EC-04B	79997	8345	88401	147475	46026	30124	3551	0	0	0	0	0	0	0	62	0	0	0	0	38	0	5	0	0	0	0	5	0	0	0	0	0	0	92
EC-04C	41918	5177	47127	78688	23956	16214	1477	0	0	0	3	0	0	0	132	0	0	0	0	34	0	2	0	0	0	0	1	0	0	0	0	0	0	50
EC-04D	29016	4163	33223	55629	20851	7544	521	0	0	0	0	0	0	0	13	0	0	0	0	12	0	2	0	0	0	0	2	0	0	0	0	0	0	48
EC-04E	22916	3540	26479	45144	14275	7732	800	0	0	0	3	0	0	0	39	0	0	0	0	9	0	3	0	0	0	0	1	0	0	0	0	0	0	32
EC-04F	45483	4783	50298	85857	26070	16282	2775	0	0	0	2	0	0	0	205	0	0	0	0	22	0	5	0	0	0	0	5	0	0	0	0	0	0	56
EC-04G	34855	4763	39649	65176	20848	13145	736	0	0	0	0	0	0	0	35	0	0	0	0	23	0	1	0	0	0	0	2	0	0	0	0	0	0	27
EC-04H	40182	2935	43140	72906	21431	15411	2965	0	0	0	2	0	0	0	280	0	0	0	0	13	0	4	0	0	0	0	2	0	0	0	0	0	0	50
EC-04I	20972	1389	22369	36938	9187	10226	1454	0	0	0	1	0	0	0	54	0	0	0	0	5	0	6	0	0	0	0	4	0	0	0	0	0	0	21
EC-04J	43160	3862	47041	76996	26419	14621	1983	0	0	0	2	0	0	0	15	0	0	0	0	11	0	18	0	0	0	0	4	0	0	0	0	0	0	34
EC-04K	43813	4043	47882	76812	26154	15590	1949	0	0	0	1	0	0	0	23	0	0	0	0	16	0	8	0	0	0	0	8	0	0	0	0	0	0	35
EC-04L	48401	6780	55239	91146	27843	19144	1228	0	0	0	1	0	0	0	13	0	0	0	0	31	0	7	0	0	0	0	0	0	0	0	0	0	0	52
EC-04M	51037	4262	55338	85136	38153	11648	1128	0	0	0	8	0	0	0	2	0	0	0	0	11	0	2	0	0	0	0	4	0	0	0	0	0	0	59
EC-04P	28717	1284	30012	30405	20408	6281	1952	0	0	0	1	0	0	0	38	0	0	0	0	5	0	2	0	0	0	0	3	0	0	0	0	0	0	18
EC-05	195564	19310	215060	357063	131069	55737	7636	0	0	0	13	0	0	0	75	0	0	0	163	76	0	20	0	0	0	0	37	36	0	0	0	0	0	574
EC-05A	60858	5932	66830	119453	42847	15080	2645	0	0	0	2	0	0	0	4	0	0	0	57	14	0	4	0	0	0	0	24	13	0	0	0	0	0	140
EC-05B	37141	3217	40421	64696	27777	8478	688	0	0	0	0	0	0	0	19	0	0	0	48	13	0	3	0	0	0	0	4	4	0	0	0	0	0	93
EC-05C	40636	3990	44660	75154	23734	14659	1974	0	0	0	8	0	0	0	34	0	0	0	34	18	0	5	0	0	0	0	2	8	0	0	0	0	0	126
EC-05D	43381	5567	48992	83381	26818	14666	1574	0	0	0	2	0	0	0	11	0	0	0	21	29	0	8	0	0	0	0	3	8	0	0	0	0	0	195
EC-05P	13548	604	14157	14379	9893	2854	755	0	0	0	1	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	4	3	0	0	0	0	0	20
EC-06	265962	37236	303470	467332	149111	96885	3984	0	13189	0	225	0	0	0	20	0	0	0	0	157	0	23	303	0	0	0	39	63	0	0	0	0	0	566
EC-06A	146227	19969	166331	247069	72766	59339	1389	0	10912	0	13	0	0	0	9	0	0	0	0	81	0	12	230	0	0	0	24	37	0	0	0	0	0	278
EC-06B	40340	5327	45711	70730	24790	13553	700	0	1120	0	1	0	0	0	1	0	0	0	0	24	0	4	28	0	0	0	10	8	0	0	0	0	0	42
EC-06C	30769	5146	35959	65969	18866	10362	993	0	236	0	166	0	0	0	5	0	0	0	0	20	0	2	21	0	0	0	1	7	0	0	0	0	0	58
EC-06D	39370	6424	45840	73369	26017	11551	508	0	881	0	28	0	0	0	3	0	0	0	0	25	0	5	24	0	0	0	3	9	0	0	0	0	0	165
EC-06P	9256	370	9629	10195	6672	2080	394	0	40	0	17	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	1	2	0	0	0	0	0	23
EC-07	461388	24013	485401	787139	305307	120101	33663	0	0	0	30	0	0	0	330	0	0	0	0	153	0	0	285	0	0	55	55	95	0	0	0	0	0	1041
EC-07A	26726	1277	28003	50109	17374	7295	1899	0	0	0	1	0	0	0	29	0	0	0	0	4	0	0	24	0	0	2	2	2	0	0	0	0	0	82
EC-07B	39508	2160	41668	68780	26210	8926	4180	0	0	0	3	0	0	0	6	0	0	0	0	14	0	0	19	0	0	0	16	10	0	0	0	0	0	104
EC-07C	38331	1677	40008	67025	27274	8688	2022	0	0	0	5	0	0	0	157	0	0	0	0	11	0	0	11	0	0	2	4	2	0	0	0	0	0	125
EC-07D	48565	2611	51176	84772	32926	12592	2792	0	0	0	5	0	0	0	51	0	0	0	0	17	0	0	18	0	0	6	6	15	0	0	0	0	0	104
EC-07E	58725	3657	62382	94245	40083	15616	2717	0	0	0	5	0	0	0	5	0	0	0	0	32	0	0	56	0	0	10	6	19	0	0	0	0	0	135
EC-07F	52840	3577	56417	89805	35733	14119	2696	0	0	0	2	0	0	0	27	0	0	0	0	17	0	0	41	0	0	9	4	16	0	0	0	0	0	138
EC-07G	41547	2037	43584	74442	28814	9729	2821	0	0	0	2	0	0	0	18	0	0	0	0	14	0	0	25	0	0	9	2	8	0	0	0	0	0	86
EC-07H	40628	1744	42372	71575	20348	14804	5324	0	0	0	2	0	0	0	5	0	0	0	0	13	0	0	27	0	0	5	0	5	0	0	0	0	0	79
EC-07I	49287	2036	51323	84872	31998	13062	4026	0	0	0	3	0	0	0	12	0	0	0	0	11	0	0	33	0	0	3	9	5	0	0	0	0	0	84
EC-07J	41273	2410	43683	76190	27660	10644	2809	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	27	0	0	4	3	8	0	0	0	0	0	75
EC-07P	23958	827	24785	25324	16887	4626	2377	0	0	0	2	0	0	0	8	0	0	0	0	8	0	0	4	0	0	5	3	5	0	0	0	0	0	29
EC-08	327582	14289	341871	594290	213937	91114	20465	0	0	49	19	0	0	0	478	0	0	0	261	0	0	126	240	0	0	0	33	150	0	0	0	0	0	530
EC-08A	45300	2718	48018	86311	30270	12737	1960	0	0	3	2	0	0	0	40	0	0	0	51	0	0	2	50	0	0	0	6	33	0	0	0	0	0	114
EC-08B	45535	2572	48107	85686	33113	9971	2212	0	0	4	2	0	0	0	17	0	0	0	48	0	0	0	25	0	0	0	4	24	0	0	0	0	0	82
EC-08C	47407	2170	49577	87510	30816	13196	3075	0	0	22	3	0	0	0	86	0	0	0	39	0	0	4	37	0	0	0	3	26	0	0	0	0	0	83
EC-08D	41718	1906	43624	77705	28834	10277	2257	0	0	3	4	0	0	0	142	0	0	0	50	0	0	2	28	0	0	0	6	17	0	0	0	0	0	73
EC-08E	39019	1473	40492	74601	26177	9535	3086	0	0	0	2	0	0	0	51	0	0	0	21	0	0	8	45	0	0	0	2	14	0	0	0	0	0	48
EC-08F	48074	1299	49373	80334	24353	19875	3624	0	0	8	2	0	0	0	57	0	0	0	19	0	0	5	28	0	0	0	9	16	0	0	0	0	0	57
EC-08G	45436	1812	47248	86711	29814	12482	2812	0	0	8	1	0	0	0	62	0	0	0	30	0	0	101	23	0	0	0	3	15	0	0	0	0	0	67
EC-08P	15093	339	15432	15432	10560	3041	1439	0	0	1	3	0	0	0	23	0	0	0	3	0	0	4	4	0	0	0	0	5	0	0	0	0	0	6
EC-09	278054	11240	289294	435218	174808	83027	19186	0	0	0	0	0	0	0	81	0	0	0	230	96	0	30	160	0	0	0	22	41	0	0	0	0	0	373
EC-09A	57151	2661	59812	93685	35851	17700	3364	0	0	0	0	0	0	0	22	0	0	0	51	30	0	5	43	0	0	0	8	11	0	0	0	0	0	66
EC-09B	47041	1917	48958	74470	31330	12192	3338	0	0	0	0	0	0	0	4	0	0	0	47	13	0	4	26	0	0	0	3	12	0	0	0	0	0	72
EC-09C	69142	2547	71689	109409	46289	17174	5449	0	0	0	0	0	0	0	10	0	0	0	56	24	0	13	29	0	0	0	2	8	0	0	0	0	0	88
EC-09D	91341	3776	95117	143622	52058	33172	5751	0	0	0	0	0	0	0	44	0	0	0	66	29	0	8	60	0	0	0	7	9	0	0	0	0	0	137
EC-09P	13379	339	13718	14032	9280	2789	1284	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	2	0	0	0	2	1	0	0	0	0	0	10
EC-10	142058	18686	161307	728823	44819	11981	155	62976	0	65	0	2843	6344	0	0	0	824	0	0	0	0	866	277	2147	1819	0	134	0	0	0	695	1159	1038	1354
EC-10A	8931	1326	10273	53111	6441	392	1	1671	0	5	0	33	104	0	0	0	27	0	0	0	0	45	7	9	25	0	5	0	0	0	22	12	2	58
EC-10B	15014	2128	17236	63991	3286	3438	19	5341	0	10	0	388	831	0	0	0	161	0	0	0	0	125	40	252	115	0	24	0	0	0	91	57	171	160
EC-10C	11531	1621	13170	69082	4518	584	13	5018	0	6	0	169	337	0	0	0	54	0	0	0	0	42	9	144	112	0	8	0	0	0	20	57	168	66
EC-10D	16633	2239	18918	71114	5643	1424	17	7194	0	6	0	473	397	0	0	0	96	0	0	0	0	79	21	332	268	0	12	0	0	0	50	115	59	151
EC-10E	15633	2021	17705	65798	4377	1122	28	7467	0	6	0	165	370	0	0	0	104	0	0	0	0	37	28	215	311	0	12	0	0	0	81	223	451	226
EC-10F	10304	1485	11832	56426	2533	717	22	4630	0	3	0	228	760	0	0	0	43	0	0	0	0	314	10	257	34	0	7	0	0	0	29	171	75	210
EC-10G	9894	1194	11112	48613	3402	697	3	3783	0	7	0	98	1123	0	0	0	37	0	0	0	0	49	9	79	9	0	21	0	0	0	21	214	19	59
EC-10H	14439	2180	16656	65141	2777	1248	10	7664	0	9	0	298	445	0	0	0	79	0	0	0	0	30	100	574	563	0	11	0	0	0	19	112	15	170
EC-10I	13675	1334	15091	72558	3467	896	17	7490	0	4	0	188	730	0	0	0	67	0	0	0	0	47	23	194	62	0	16	0	0	0	70	98	46	119
EC-10J	10115	1037	11200	64714	3479	616	12	4713	0	5	0	130	688	0	0	0	92	0	0	0	0	56	15	39	92	0	16	0	0	0	28	22	4	67
EC-10K	9148	1807	11019	90811	3367	386	9	4192	0	4	0	497	85	0	0	0	57	0	0	0	0	3	8	11	201	0	0	0	0	0	255	9	7	32
EC-10P	6741	314	7095	7464	1529	461	4	3813	0	0	0	176	474	0	0	0	7	0	0	0	0	39	7	41	27	0	2	0	0	0	9	69	21	36
EC-11	106811	10208	117185	304111	37522	12783	301	41673	0	25	58	1073	0	5900	29	0	1394	2867	86	0	0	13	0	0	0	0	37	0	0	0	506	0	0	494
EC-11A	28168	2168	30359	85322	7431	3125	15	15026	0	7	4	241	0	982	0	0	89	731	28	0	0	1	0	0	0	0	1	0	0	0	229	0	0	46
EC-11B	44040	4481	48646	112924	13714	3638	230	17372	0	12	45	625	0	4200	22	0	797	1405	39	0	0	10	0	0	0	0	31	0	0	0	92	0	0	198
EC-11C	9744	1610	11362	68729	2238	169	20	5241	0	5	8	124	0	527	4	0	393	593	9	0	0	1	0	0	0	0	4	0	0	0	114	0	0	156
EC-11D	20488	1764	22257	32422	12011	5497	2	2527	0	1	0	12	0	80	2	0	88	85	9	0	0	1	0	0	0	0	1	0	0	0	39	0	0	88
EC-11P	4371	185	4561	4714	2128	354	34	1507	0	0	1	71	0	111	1	0	27	53	1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	6
EC-12	178837	14749	195367	339982	62009	22935	324	66235	0	16886	11	4424	0	136	0	430	1066	0	51	134	0	136	0	0	0	0	40	0	1362	1355	0	0	0	280
EC-12A	48812	4714	53960	97135	16786	9090	61	13709	0	6739	2	303	0	13	0	155	238	0	13	44	0	33	0	0	0	0	5	0	608	632	0	0	0	94
EC-12B	87904	5783	94537	155537	35089	12284	218	32758	0	3756	5	1578	0	92	0	95	568	0	26	49	0	89	0	0	0	0	26	0	300	470	0	0	0	111
EC-12C	36046	4116	40640	80972	7878	890	28	17171	0	6072	4	2402	0	27	0	179	230	0	12	41	0	4	0	0	0	0	9	0	437	251	0	0	0	73
EC-12D	24	0	24	55	2	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-12P	6051	136	6206	6283	2254	671	17	2576	0	318	0	141	0	4	0	1	30	0	0	0	0	10	0	0	0	0	0	0	17	2	0	0	0	2
EC-13	256945	15516	272461	437595	132096	90757	2917	26894	0	1490	6	0	0	0	56	0	391	0	23	75	0	12	0	0	0	0	48	45	0	0	0	0	0	463
EC-13A	84599	6338	90937	145479	51777	29812	2188	14	0	8	0	0	0	0	6	0	140	0	5	24	0	0	0	0	0	0	21	9	0	0	0	0	0	144
EC-13B	43387	2149	45536	71442	28252	10184	131	3972	0	344	0	0	0	0	41	0	83	0	3	5	0	0	0	0	0	0	17	5	0	0	0	0	0	49
EC-13C	37369	1766	39135	66135	8332	20457	23	7947	0	184	0	0	0	0	3	0	22	0	5	10	0	3	0	0	0	0	4	13	0	0	0	0	0	71
EC-13D	76116	4408	80524	137779	32603	27189	183	14248	0	934	5	0	0	0	5	0	134	0	8	33	0	9	0	0	0	0	5	16	0	0	0	0	0	182
EC-13P	15474	855	16329	16760	11132	3115	392	713	0	20	1	0	0	0	1	0	12	0	2	3	0	0	0	0	0	0	1	2	0	0	0	0	0	17
EC-14	139513	10240	149982	253399	59784	39691	2519	33268	0	1712	14	0	1182	0	170	0	0	0	0	76	0	31	150	0	279	0	23	27	0	0	0	0	0	416
EC-14A	35170	2854	38067	69047	22756	6936	1460	3297	0	262	5	0	39	0	140	0	0	0	0	14	0	0	20	0	51	0	1	8	0	0	0	0	0	105
EC-14B	43402	3483	46937	86685	10961	8718	522	20578	0	1106	2	0	956	0	6	0	0	0	0	27	0	29	32	0	205	0	16	5	0	0	0	0	0	193
EC-14C	49559	3246	52927	85401	18576	21963	180	8068	0	302	5	0	161	0	12	0	0	0	0	31	0	0	96	0	9	0	5	13	0	0	0	0	0	100
EC-14D	23	4	27	32	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-14P	11359	653	12024	12234	7487	2074	357	1306	0	42	2	0	26	0	12	0	0	0	0	4	0	2	2	0	14	0	1	1	0	0	0	0	0	18
EC-15	671757	53130	725566	1228044	429316	213713	26440	0	0	0	37	0	0	0	483	0	0	0	393	0	448	24	0	0	0	0	45	277	0	0	0	0	0	581
EC-15A	48054	5319	53417	96354	34119	12267	1503	0	0	0	4	0	0	0	22	0	0	0	35	0	45	1	0	0	0	0	6	15	0	0	0	0	0	37
EC-15B	45063	4975	50098	87897	28687	14677	1486	0	0	0	1	0	0	0	43	0	0	0	19	0	32	0	0	0	0	0	2	20	0	0	0	0	0	96
EC-15C	53508	4884	58466	105779	37429	13036	2586	0	0	0	1	0	0	0	277	0	0	0	39	0	67	2	0	0	0	0	4	20	0	0	0	0	0	47
EC-15D	41880	3832	45758	92150	26911	13181	1673	0	0	0	4	0	0	0	3	0	0	0	22	0	30	1	0	0	0	0	0	24	0	0	0	0	0	31
EC-15E	36936	3118	40073	71905	25701	9828	1303	0	0	0	0	0	0	0	13	0	0	0	24	0	18	2	0	0	0	0	4	16	0	0	0	0	0	27
EC-15F	39603	3092	42727	70131	21953	16847	716	0	0	0	0	0	0	0	24	0	0	0	20	0	12	0	0	0	0	0	0	14	0	0	0	0	0	17
EC-15G	45394	3350	48796	82441	27396	16779	1108	0	0	0	1	0	0	0	8	0	0	0	22	0	20	0	0	0	0	0	1	20	0	0	0	0	0	39
EC-15H	51281	3575	54901	89310	32083	17130	1932	0	0	0	1	0	0	0	3	0	0	0	38	0	27	2	0	0	0	0	2	22	0	0	0	0	0	41
EC-15I	50594	3558	54197	94743	29501	19146	1826	0	0	0	2	0	0	0	9	0	0	0	29	0	31	2	0	0	0	0	4	18	0	0	0	0	0	26
EC-15J	52061	3003	55133	89631	34447	15483	2015	0	0	0	1	0	0	0	5	0	0	0	28	0	19	2	0	0	0	0	7	13	0	0	0	0	0	41
EC-15K	40190	2835	43054	73283	25485	12519	2070	0	0	0	5	0	0	0	4	0	0	0	25	0	34	3	0	0	0	0	0	17	0	0	0	0	0	28
EC-15L	46008	3012	49053	81523	27030	16176	2649	0	0	0	7	0	0	0	36	0	0	0	18	0	24	2	0	0	0	0	2	22	0	0	0	0	0	42
EC-15M	44767	3806	48627	82656	28106	14569	1945	0	0	0	5	0	0	0	14	0	0	0	23	0	36	6	0	0	0	0	6	12	0	0	0	0	0	45
EC-15N	34349	3358	37758	65846	20217	12771	1245	0	0	0	0	0	0	0	4	0	0	0	17	0	27	1	0	0	0	0	2	29	0	0	0	0	0	36
EC-15P	42069	1413	43508	44395	30251	9304	2383	0	0	0	5	0	0	0	18	0	0	0	34	0	26	0	0	0	0	0	5	15	0	0	0	0	0	28
EC-16	258741	21562	280354	503635	167769	81152	8792	0	0	0	14	0	0	0	266	0	0	0	0	68	111	33	0	0	0	0	7	41	0	0	0	0	0	324
EC-16A	49968	4918	54899	102643	28191	20961	654	0	0	0	5	0	0	0	20	0	0	0	0	20	13	7	0	0	0	0	1	7	0	0	0	0	0	49
EC-16B	51031	5232	56275	101696	38413	11109	1269	0	0	0	2	0	0	0	103	0	0	0	0	13	25	3	0	0	0	0	2	8	0	0	0	0	0	78
EC-16C	57590	4288	61884	108244	38073	17555	1759	0	0	0	2	0	0	0	62	0	0	0	0	13	16	5	0	0	0	0	1	4	0	0	0	0	0	89
EC-16D	42856	3159	46023	83218	27518	12864	2246	0	0	0	2	0	0	0	62	0	0	0	0	9	28	9	0	0	0	0	0	12	0	0	0	0	0	48
EC-16E	49809	3675	53495	99774	30075	17105	2457	0	0	0	1	0	0	0	15	0	0	0	0	9	28	9	0	0	0	0	3	9	0	0	0	0	0	51
EC-16P	7487	290	7778	8060	5499	1558	407	0	0	0	2	0	0	0	4	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	9
EC-17	332538	22930	355468	619845	221204	80360	18129	0	0	0	11445	0	0	0	147	0	0	0	0	87	0	48	0	0	0	0	352	66	0	0	0	0	0	700
EC-17A	36345	2759	39104	75683	26178	8404	1596	0	0	0	11	0	0	0	4	0	0	0	0	7	0	4	0	0	0	0	50	3	0	0	0	0	0	88
EC-17B	35832	2268	38100	73590	23499	10186	1790	0	0	0	56	0	0	0	19	0	0	0	0	10	0	2	0	0	0	0	193	7	0	0	0	0	0	70
EC-17C	46287	2807	49094	88157	30497	11019	4541	0	0	0	78	0	0	0	20	0	0	0	0	10	0	15	0	0	0	0	13	10	0	0	0	0	0	84
EC-17D	45827	3636	49463	93534	31803	11370	2436	0	0	0	88	0	0	0	1	0	0	0	0	18	0	5	0	0	0	0	6	9	0	0	0	0	0	91
EC-17E	60465	4124	64589	115275	42905	14662	2583	0	0	0	131	0	0	0	21	0	0	0	0	15	0	15	0	0	0	0	14	12	0	0	0	0	0	107
EC-17F	30175	2370	32545	59137	21291	6645	1752	0	0	0	377	0	0	0	23	0	0	0	0	4	0	2	0	0	0	0	8	4	0	0	0	0	0	69
EC-17G	39518	3412	42930	73885	17029	10850	1298	0	0	0	10121	0	0	0	55	0	0	0	0	11	0	2	0	0	0	0	5	14	0	0	0	0	0	133
EC-17P	38089	1554	39643	40584	28002	7224	2133	0	0	0	583	0	0	0	4	0	0	0	0	12	0	3	0	0	0	0	63	7	0	0	0	0	0	58
EC-18	171398	14798	186269	295186	118694	45732	6457	0	0	53	6	0	0	0	47	0	0	0	130	55	0	1	0	0	0	0	26	17	0	0	0	0	0	137
EC-18A	40766	3643	44428	77084	29597	8890	2166	0	0	0	0	0	0	0	6	0	0	0	34	10	0	0	0	0	0	0	2	3	0	0	0	0	0	46
EC-18B	40681	3613	44313	72402	26794	12572	1199	0	0	2	2	0	0	0	24	0	0	0	34	14	0	0	0	0	0	0	3	3	0	0	0	0	0	30
EC-18C	76280	6804	83116	130851	51998	21579	2453	0	0	50	2	0	0	0	11	0	0	0	55	30	0	1	0	0	0	0	18	9	0	0	0	0	0	53
