entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	ITAK	SLMC	EPDP	ACMC	DP	BJP	AITC	CWC	FSP	UPP	PP	TULF	EDF	ONF	USP	JSP	AITM	IG0	__OTHER
EC-04	792637	37065	830165	1095840	440761	309152	30669	0	0	0	0	2771	2305	0	4400	349	517	0	0	0	0	345	155	0	53	454
EC-04A	38351	1558	39933	54214	19522	17231	1287	0	0	0	0	110	80	0	3	8	15	0	0	0	0	14	9	0	2	19
EC-04B	112564	5126	117748	157463	63853	42799	4459	0	0	0	0	463	455	0	43	100	68	0	0	0	0	50	61	0	10	76
EC-04C	59755	3406	63195	85375	35619	20822	1779	0	0	0	0	196	168	0	944	24	48	0	0	0	0	29	12	0	10	39
EC-04D	42691	2368	45082	58637	19674	21919	876	0	0	0	0	61	25	0	9	3	44	0	0	0	0	8	0	0	2	8
EC-04E	33595	2195	35807	47685	17501	14454	962	0	0	0	0	35	35	0	480	14	34	0	0	0	0	14	4	0	2	15
EC-04F	68134	2695	70865	94870	37355	26637	3250	0	0	0	0	279	197	0	189	24	24	0	0	0	0	31	18	0	2	87
EC-04G	47983	2903	50919	69243	28115	18029	1059	0	0	0	0	98	138	0	415	5	38	0	0	0	0	13	4	0	1	26
EC-04H	57845	1604	59474	81149	32354	21775	3211	0	0	0	0	167	194	0	24	21	31	0	0	0	0	12	6	0	1	23
EC-04I	28551	721	29282	40020	18346	8369	1497	0	0	0	0	119	120	0	28	8	18	0	0	0	0	11	4	0	4	18
EC-04J	57653	2067	59753	80420	29310	24986	2823	0	0	0	0	193	183	0	11	25	22	0	0	0	0	21	4	0	1	23
EC-04K	59313	2365	61722	82298	35580	20808	2307	0	0	0	0	148	265	0	7	47	39	0	0	0	0	24	17	0	5	18
EC-04L	73264	4204	77505	102219	42657	27025	1583	0	0	0	0	154	189	0	1399	21	57	0	0	0	0	54	4	0	7	42
EC-04M	67014	5101	72200	95567	37611	25672	2157	0	0	0	0	469	120	0	719	18	73	0	0	0	0	58	5	0	5	42
EC-04P	45924	752	46680	46680	23264	18626	3419	0	0	0	0	279	136	0	129	31	6	0	0	0	0	6	7	0	1	18
EC-05	277193	21537	298917	398098	138241	126315	10947	0	0	0	0	375	402	0	0	141	179	0	0	0	0	0	26	109	22	366
EC-05A	89957	6671	96686	131831	40378	45550	3562	0	0	0	0	88	62	0	0	72	49	0	0	0	0	0	7	27	5	138
EC-05B	49172	4292	53504	70323	20867	26748	1324	0	0	0	0	30	38	0	0	12	37	0	0	0	0	0	6	32	6	60
EC-05C	57090	4043	61180	84225	33056	21255	2389	0	0	0	0	106	110	0	0	23	29	0	0	0	0	0	3	17	2	84
EC-05D	63069	6014	69124	93296	35313	24872	2419	0	0	0	0	96	144	0	0	17	60	0	0	0	0	0	8	32	9	78
EC-05P	17905	517	18423	18423	8627	7890	1253	0	0	0	0	55	48	0	0	17	4	0	0	0	0	0	2	1	0	6
EC-06	387585	32788	420734	549517	228920	147348	5590	0	0	0	0	1055	313	0	0	59	427	2250	0	605	0	0	90	0	115	166
EC-06A	213259	18101	231597	302836	131952	75267	2011	0	0	0	0	603	149	0	0	29	257	1891	0	305	0	0	42	0	80	113
EC-06B	54925	4482	59454	78068	31373	22031	1034	0	0	0	0	89	54	0	0	4	50	129	0	91	0	0	1	0	13	18
EC-06C	47843	4391	52269	71053	26404	19775	1258	0	0	0	0	47	44	0	0	9	54	121	0	77	0	0	4	0	9	25
EC-06D	56467	5539	62047	82193	30753	24387	664	0	0	0	0	247	34	0	0	15	62	98	0	122	0	0	43	0	11	8
EC-06P	15091	275	15367	15367	8438	5888	623	0	0	0	0	69	32	0	0	2	4	11	0	10	0	0	0	0	2	2
EC-07	624135	15107	639318	852336	265180	312518	37778	0	0	0	0	2967	3041	0	0	1287	324	0	0	0	294	0	75	0	102	225
EC-07A	36049	1002	37061	52852	14524	18237	2099	0	0	0	0	191	867	0	0	63	14	0	0	0	18	0	4	0	11	7
EC-07B	54269	1372	55650	75524	22671	26473	3532	0	0	0	0	1236	160	0	0	104	29	0	0	0	21	0	3	0	5	17
EC-07C	49971	1203	51178	72572	18796	27367	2588	0	0	0	0	91	803	0	0	191	31	0	0	0	34	0	6	0	9	17
EC-07D	65036	1664	66708	89500	26559	34275	3351	0	0	0	0	113	412	0	0	195	42	0	0	0	25	0	2	0	11	15
EC-07E	76697	2094	78800	100757	33999	39237	3020	0	0	0	0	67	80	0	0	109	47	0	0	0	40	0	8	0	12	28
EC-07F	70397	2065	72471	95641	30029	36425	3406	0	0	0	0	120	110	0	0	86	42	0	0	0	54	0	21	0	14	42
EC-07G	54185	1364	55556	78182	20869	29554	2928	0	0	0	0	479	150	0	0	88	30	0	0	0	27	0	10	0	6	16
EC-07H	58667	1133	59804	79685	33798	19613	4777	0	0	0	0	141	139	0	0	78	25	0	0	0	15	0	10	0	4	23
EC-07I	68645	1484	70136	94175	28902	33819	5330	0	0	0	0	262	112	0	0	91	30	0	0	0	25	0	7	0	10	29
EC-07J	57965	1312	59284	80778	22194	32017	3282	0	0	0	0	77	70	0	0	206	24	0	0	0	30	0	3	0	14	17
EC-07P	32254	414	32670	32670	12839	15501	3465	0	0	0	0	190	138	0	0	76	10	0	0	0	5	0	1	0	6	14
EC-08	475340	12692	490409	648201	186675	250505	35270	0	0	0	0	521	0	0	0	254	242	0	0	0	262	0	94	0	95	262
EC-08A	70954	2702	73776	97610	30024	36532	4070	0	0	0	0	31	0	0	0	55	70	0	0	0	39	0	21	0	22	41
EC-08B	66499	2205	68745	91791	21637	40128	3936	0	0	0	0	26	0	0	0	49	36	0	0	0	54	0	23	0	9	43
EC-08C	66953	1796	70466	93769	25643	35582	5358	0	0	0	0	59	0	0	0	29	25	0	0	0	41	0	16	0	24	46
EC-08D	58364	1427	59877	81524	20356	33643	3904	0	0	0	0	34	0	0	0	35	20	0	0	0	29	0	11	0	13	13
EC-08E	55653	1365	57106	78690	21187	29565	4711	0	0	0	0	68	0	0	0	20	17	0	0	0	23	0	3	0	7	32
EC-08F	65365	1240	66716	86984	30832	28364	5910	0	0	0	0	84	0	0	0	18	37	0	0	0	23	0	8	0	7	55
EC-08G	67561	1634	69340	93450	28075	35044	4105	0	0	0	0	155	0	0	0	24	30	0	0	0	41	0	8	0	11	18
EC-08P	23991	323	24383	24383	8921	11647	3276	0	0	0	0	64	0	0	0	24	7	0	0	0	12	0	4	0	2	14
EC-09	365683	10056	375885	480110	130433	196980	36527	0	0	0	0	385	419	0	0	287	129	0	0	0	179	0	97	0	20	87
EC-09A	75164	2314	77505	100711	26429	42503	5854	0	0	0	0	132	46	0	0	41	29	0	0	0	46	0	33	0	4	16
EC-09B	58264	1533	59825	78234	21165	31389	5399	0	0	0	0	104	46	0	0	56	28	0	0	0	26	0	13	0	4	16
EC-09C	90756	2430	93224	120148	28700	50697	10842	0	0	0	0	49	225	0	0	86	30	0	0	0	42	0	29	0	7	26
EC-09D	124589	3494	128132	163818	48184	63950	12031	0	0	0	0	36	73	0	0	91	39	0	0	0	63	0	22	0	5	27
EC-09P	16910	285	17199	17199	5955	8441	2401	0	0	0	0	64	29	0	0	13	3	0	0	0	2	0	0	0	0	2
EC-10	296199	25496	325805	544709	20025	17309	247	207577	0	30232	0	0	0	15022	0	127	0	0	1515	1277	0	303	250	383	67	423
EC-10A	13035	1389	14518	22057	424	421	3	7688	0	3924	0	0	0	329	0	11	0	0	43	51	0	12	12	20	3	45
EC-10B	26057	2679	29132	47621	2678	1311	33	17237	0	2843	0	0	0	1320	0	11	0	0	167	184	0	34	23	25	8	53
EC-10C	22566	1964	24804	63217	2064	1656	10	14756	0	2464	0	0	0	1033	0	4	0	0	99	77	0	21	20	13	4	42
EC-10D	29948	2623	33485	54567	2888	1959	19	20875	0	2129	0	0	0	1498	0	29	0	0	108	100	0	34	20	30	8	30
EC-10E	29885	2938	33227	55891	1983	2699	23	20925	0	2588	0	0	0	1130	0	17	0	0	89	137	0	36	27	64	12	39
EC-10F	18773	1835	21138	39204	925	2192	10	12650	0	1037	0	0	0	1606	0	3	0	0	80	70	0	24	19	18	2	32
EC-10G	19086	1631	20932	36138	1187	1050	5	12678	0	1920	0	0	0	1858	0	4	0	0	173	44	0	19	34	21	5	18
EC-10H	26120	2486	28881	51702	1682	1591	11	20188	0	1469	0	0	0	766	0	4	0	0	79	84	0	30	15	30	7	29
EC-10I	26824	1707	28859	46699	1662	1444	37	18793	0	2005	0	0	0	2420	0	7	0	0	180	111	0	20	25	25	8	36
EC-10J	19838	1283	21402	33050	1414	1110	6	13545	0	2203	0	0	0	1132	0	7	0	0	106	61	0	27	23	69	2	25
EC-10K	49032	4689	53957	79093	1646	1285	69	38155	0	6417	0	0	0	532	0	26	0	0	223	340	0	42	30	61	6	63
EC-10P	15035	272	15470	15470	1472	591	21	10087	0	1233	0	0	0	1398	0	4	0	0	168	18	0	4	2	7	2	11
EC-11	164053	17155	181930	267057	39513	20965	876	89886	5716	2120	0	0	0	1174	0	27	13	2022	596	501	0	0	43	226	17	303
EC-11A	46441	4206	50775	79433	12738	2596	6	27096	2826	333	0	0	0	84	0	0	5	512	20	91	0	0	8	29	1	75
EC-11B	65829	6423	72669	109705	14380	14402	701	31836	629	748	0	0	0	699	0	19	5	1417	462	234	0	0	13	105	7	151
EC-11C	38332	6012	44487	63920	6244	2582	91	27269	359	970	0	0	0	326	0	8	3	51	73	168	0	0	21	89	8	60
EC-11D	7062	315	7401	7401	4707	615	0	4	1717	0	0	0	0	2	0	0	0	2	0	2	0	0	0	1	1	8
EC-11P	6389	199	6598	6598	1444	770	78	3681	185	69	0	0	0	63	0	0	0	40	41	6	0	0	1	2	0	9
EC-12	235042	13551	252397	374711	32359	32232	81	127185	38477	311	0	424	0	865	0	43	46	0	959	790	341	0	18	401	78	205
EC-12A	64126	4234	69348	105056	17142	7990	5	28718	9093	37	0	239	0	188	0	7	23	0	114	244	83	0	4	120	16	72
EC-12B	113190	5525	120384	172499	6179	20258	54	56876	27869	188	0	158	0	166	0	28	11	0	539	296	164	0	7	215	32	86
EC-12C	48323	3706	53121	87612	7937	3276	13	35535	125	82	0	20	0	498	0	7	11	0	236	234	87	0	7	54	28	46
EC-12P	9403	86	9544	9544	1101	708	9	6056	1390	4	0	7	0	13	0	1	1	0	70	16	7	0	0	12	2	1
EC-13	325848	18423	344618	485762	151013	89334	5391	45421	0	237	33102	231	64	439	0	159	157	0	0	0	0	0	16	0	13	190
EC-13A	114762	6963	121766	161999	49751	60506	4029	33	0	102	42	34	38	4	0	118	61	0	0	0	0	0	8	0	1	30
EC-13B	51780	2856	54727	80357	23206	6448	154	7540	0	28	14033	90	8	176	0	0	29	0	0	0	0	0	1	0	3	32
EC-13C	45314	2051	47434	71254	24992	726	31	10847	0	18	8549	27	1	44	0	3	23	0	0	0	0	0	1	0	1	24
EC-13D	94715	5837	100686	152147	43533	15575	407	25147	0	86	9517	58	6	193	0	19	42	0	0	0	0	0	5	0	8	102
EC-13P	19277	716	20005	20005	9531	6079	770	1854	0	3	961	22	11	22	0	19	2	0	0	0	0	0	1	0	0	2
EC-14	180065	10542	190938	267677	83638	38463	2556	45894	0	581	0	279	0	1144	0	243	88	0	380	0	0	0	24	211	44	44
EC-14A	50948	2998	53982	74070	20619	22325	1562	5628	0	86	0	36	0	71	0	174	22	0	18	0	0	0	12	13	7	16
EC-14B	56677	3755	60469	86978	17674	8211	599	27612	0	350	0	15	0	783	0	42	27	0	273	0	0	0	12	149	17	17
EC-14C	61755	3652	65662	95804	40130	5033	94	10555	0	125	0	205	0	260	0	14	36	0	57	0	0	0	0	41	19	9
EC-14P	10685	137	10825	10825	5215	2894	301	2099	0	20	0	23	0	30	0	13	3	0	32	0	0	0	0	8	1	2
EC-15	961972	46036	1008459	1332768	441275	474124	41077	0	0	0	0	3119	788	0	0	256	391	0	0	0	333	0	102	0	63	217
EC-15A	72004	3696	75736	103488	29324	39539	2903	0	0	0	0	117	27	0	0	6	28	0	0	0	39	0	3	0	0	9
EC-15B	64825	3973	68836	94910	28849	33344	2337	0	0	0	0	149	27	0	0	18	24	0	0	0	21	0	9	0	7	24
EC-15C	77782	4431	82272	113858	32483	41149	3882	0	0	0	0	82	41	0	0	12	40	0	0	0	28	0	10	0	4	15
EC-15D	67169	3835	71048	97886	31258	32076	2711	0	0	0	0	937	88	0	0	9	34	0	0	0	13	0	8	0	3	14
EC-15E	54603	2657	57289	76817	23217	29038	2152	0	0	0	0	76	35	0	0	18	24	0	0	0	16	0	2	0	6	9
EC-15F	52672	2538	55228	74100	23883	27006	1511	0	0	0	0	134	51	0	0	11	22	0	0	0	25	0	3	0	6	7
EC-15G	63351	3110	66487	88306	29391	32330	1459	0	0	0	0	46	15	0	0	27	25	0	0	0	17	0	6	0	4	12
EC-15H	70816	3043	73888	94505	31465	36543	2559	0	0	0	0	112	29	0	0	13	24	0	0	0	25	0	4	0	9	15
EC-15I	72896	2901	75818	100474	37037	32951	2299	0	0	0	0	418	24	0	0	72	22	0	0	0	41	0	4	0	5	13
EC-15J	69170	2260	71462	94560	30671	34939	3236	0	0	0	0	145	59	0	0	8	26	0	0	0	17	0	7	0	7	20
EC-15K	54857	2493	57370	77321	25705	26517	2395	0	0	0	0	116	41	0	0	13	22	0	0	0	14	0	8	0	1	12
EC-15L	64832	2804	67669	89332	33086	27644	3738	0	0	0	0	155	108	0	0	7	25	0	0	0	22	0	10	0	4	28
EC-15M	64371	3563	67965	90682	32160	28870	2927	0	0	0	0	155	130	0	0	17	40	0	0	0	25	0	17	0	3	19
EC-15N	47828	3217	51066	70204	21829	23544	2237	0	0	0	0	117	26	0	0	3	24	0	0	0	18	0	4	0	0	15
EC-15P	64796	1515	66325	66325	30917	28634	4731	0	0	0	0	360	87	0	0	22	11	0	0	0	12	0	7	0	4	5
EC-16	347789	23124	380632	562836	180185	153130	12211	0	0	0	0	898	441	0	0	242	197	0	0	0	0	0	29	101	16	309
EC-16A	63979	6290	79597	125702	48466	14058	915	0	0	0	0	37	271	0	0	21	73	0	0	0	0	0	6	16	7	98
EC-16B	73902	5300	79284	112978	28886	42432	2159	0	0	0	0	159	43	0	0	60	40	0	0	0	0	0	11	31	4	73
EC-16C	76647	4710	81433	118171	38482	34701	3077	0	0	0	0	158	46	0	0	52	44	0	0	0	0	0	7	23	0	55
EC-16D	56820	2897	59748	89975	27427	26714	2393	0	0	0	0	167	17	0	0	26	16	0	0	0	0	0	3	13	0	40
EC-16E	67012	3703	70743	106183	32421	31033	3014	0	0	0	0	332	46	0	0	76	22	0	0	0	0	0	1	16	5	38
EC-16P	9429	224	9827	9827	4503	4192	653	0	0	0	0	45	18	0	0	7	2	0	0	0	0	0	1	2	0	5
EC-17	475047	28462	503845	679983	213072	229856	28701	0	0	0	0	1569	285	0	0	198	266	0	0	0	0	0	36	0	28	246
EC-17A	54487	3757	58287	81996	24451	26975	2784	0	0	0	0	143	24	0	0	7	36	0	0	0	0	0	6	0	4	17
EC-17B	54498	3421	57984	81099	26086	25089	2707	0	0	0	0	199	11	0	0	5	40	0	0	0	0	0	6	0	2	23
EC-17C	68276	3224	71533	97576	28944	32314	6497	0	0	0	0	173	88	0	0	43	33	0	0	0	0	0	8	0	6	45
EC-17D	70110	4593	74757	102691	30873	35082	3542	0	0	0	0	392	39	0	0	16	42	0	0	0	0	0	3	0	2	50
EC-17E	85639	5485	91177	125162	35318	45236	4623	0	0	0	0	218	53	0	0	52	51	0	0	0	0	0	6	0	6	33
EC-17F	43993	2837	46857	64778	19395	21495	2746	0	0	0	0	106	23	0	0	45	22	0	0	0	0	0	5	0	3	39
EC-17G	56077	3888	60000	83431	27163	26372	2359	0	0	0	0	73	17	0	0	13	30	0	0	0	0	0	1	0	4	19
EC-17P	41967	1257	43250	43250	20842	17293	3443	0	0	0	0	265	30	0	0	17	12	0	0	0	0	0	1	0	1	20
EC-18	236279	8654	245116	322285	118845	103172	13497	0	0	0	0	0	160	0	0	404	0	0	0	0	0	0	0	93	30	28
EC-18A	59243	2274	61553	83395	25748	29090	4175	0	0	0	0	0	44	0	0	144	0	0	0	0	0	0	0	21	8	1
EC-18B	56216	1919	58176	77505	28256	25151	2647	0	0	0	0	0	44	0	0	57	0	0	0	0	0	0	0	33	5	13
EC-18C	106109	4017	110227	146225	56387	43900	5502	0	0	0	0	0	51	0	0	181	0	0	0	0	0	0	0	36	16	10
EC-18P	14711	444	15160	15160	8454	5031	1173	0	0	0	0	0	21	0	0	22	0	0	0	0	0	0	0	3	1	4
EC-19	472166	24167	496849	651406	258844	179459	21445	0	0	0	0	500	688	0	10259	323	419	0	0	0	0	0	0	0	58	41
EC-19A	69427	2707	72202	95715	34447	31159	3622	0	0	0	0	36	37	0	2	31	74	0	0	0	0	0	0	0	1	2
EC-19B	35339	2309	37712	51295	17092	16639	1076	0	0	0	0	11	56	0	380	25	42	0	0	0	0	0	0	0	2	4
EC-19C	43112	3015	46197	62901	25691	13885	947	0	0	0	0	103	24	0	2346	23	56	0	0	0	0	0	0	0	8	8
EC-19D	40490	1522	42044	55185	22526	15023	2251	0	0	0	0	37	218	0	366	32	24	0	0	0	0	0	0	0	3	2
EC-19E	49518	3204	52785	69909	28486	17599	2070	0	0	0	0	30	77	0	1167	17	45	0	0	0	0	0	0	0	10	7
EC-19F	45078	2234	47357	62689	24636	17564	2048	0	0	0	0	22	38	0	653	65	30	0	0	0	0	0	0	0	7	4
EC-19G	53655	2384	56076	74436	30086	20127	2497	0	0	0	0	69	99	0	687	33	42	0	0	0	0	0	0	0	6	2
EC-19H	60237	2924	63231	83147	33115	22618	2642	0	0	0	0	49	53	0	1650	34	46	0	0	0	0	0	0	0	8	5
EC-19I	44945	3325	48325	65209	26813	13539	1413	0	0	0	0	70	31	0	2949	28	55	0	0	0	0	0	0	0	13	7
EC-19P	30365	543	30920	30920	15952	11306	2879	0	0	0	0	73	55	0	59	35	5	0	0	0	0	0	0	0	0	0
EC-20	262988	9291	272279	357353	110372	138136	13626	0	0	0	0	227	0	0	0	211	137	0	0	0	0	0	29	0	38	123
EC-20A	57843	2442	60285	83003	25220	29867	2557	0	0	0	0	28	0	0	0	77	36	0	0	0	0	0	4	0	12	20
EC-20B	75958	3181	79139	107678	32972	39432	3278	0	0	0	0	106	0	0	0	26	52	0	0	0	0	0	8	0	12	38
EC-20C	111894	3405	115299	149116	43677	61527	6378	0	0	0	0	51	0	0	0	101	45	0	0	0	0	0	16	0	13	55
EC-20P	17293	263	17556	17556	8503	7310	1413	0	0	0	0	42	0	0	0	7	4	0	0	0	0	0	1	0	1	10
EC-21	631998	23026	655222	833465	284117	323636	21525	0	0	0	0	787	413	0	0	263	465	0	0	0	379	0	49	0	58	181
EC-21A	71692	2272	73989	96170	31211	38162	2057	0	0	0	0	51	56	0	0	26	40	0	0	0	42	0	9	0	2	28
EC-21B	92031	2677	94725	121108	40943	47596	3111	0	0	0	0	94	75	0	0	27	70	0	0	0	57	0	7	0	5	36
EC-21C	64198	2799	67020	83934	32747	29864	1303	0	0	0	0	104	28	0	0	11	57	0	0	0	39	0	5	0	7	21
EC-21D	77791	3940	81771	106575	38039	37015	2307	0	0	0	0	167	51	0	0	37	60	0	0	0	50	0	1	0	14	17
EC-21E	76876	3323	80219	102618	39172	35587	1838	0	0	0	0	48	40	0	0	28	69	0	0	0	49	0	8	0	10	16
EC-21F	75012	2851	77886	96156	33353	40125	1305	0	0	0	0	40	35	0	0	15	51	0	0	0	40	0	3	0	5	11
EC-21G	48534	1638	50182	62773	19889	27405	1034	0	0	0	0	65	9	0	0	34	33	0	0	0	37	0	4	0	5	12
EC-21H	102884	3125	106047	140748	39090	56515	6762	0	0	0	0	160	86	0	0	69	76	0	0	0	62	0	10	0	8	33
EC-21P	22980	401	23383	23383	9673	11367	1808	0	0	0	0	58	33	0	0	16	9	0	0	0	3	0	2	0	2	7
EC-22	499730	18770	518674	680283	247467	227208	18394	0	0	0	0	739	1530	0	2448	570	237	0	0	0	234	494	44	0	29	60
EC-22A	64331	2218	66567	87800	30495	30511	2765	0	0	0	0	138	93	0	144	47	21	0	0	0	25	47	5	0	5	7
EC-22B	48559	1795	50364	67375	22724	23663	1716	0	0	0	0	60	73	0	110	99	16	0	0	0	27	32	5	0	3	7
EC-22C	51245	1635	52889	71183	22643	25562	2587	0	0	0	0	62	141	0	28	100	30	0	0	0	20	35	9	0	1	7
EC-22D	46533	1774	48312	65337	22447	21491	2249	0	0	0	0	116	88	0	1	29	11	0	0	0	21	43	2	0	0	7
EC-22E	63598	2348	65968	90627	37910	22446	2282	0	0	0	0	98	623	0	8	36	30	0	0	0	37	84	4	0	1	8
EC-22F	37447	1458	38928	53207	19192	16457	1250	0	0	0	0	47	273	0	45	84	18	0	0	0	16	35	5	0	1	0
EC-22G	54813	2743	57602	74244	27123	25250	997	0	0	0	0	16	37	0	1139	27	39	0	0	0	26	100	1	0	5	12
EC-22H	54336	1885	56238	73498	25993	26191	1460	0	0	0	0	83	59	0	336	60	36	0	0	0	27	44	4	0	3	5
EC-22I	49095	2286	51401	66607	24468	22674	1049	0	0	0	0	15	33	0	608	56	32	0	0	0	31	70	6	0	8	4
EC-22P	29773	628	30405	30405	14472	12963	2039	0	0	0	0	104	110	0	29	32	4	0	0	0	4	4	3	0	2	3
LK	11140333	516926	11684111	15601119	5098916	4732664	544154	515963	44193	33481	33102	28587	20377	18644	17107	7349	5353	4272	4173	3173	2868	1895	1728	1628	1159	5779
