entity_id	timestamp	electors	polled	valid	rejected	NPP	SJB	NDF	SLPP	ITAK	SB	SLMC	UDV	UNP	DTNA	DLF	DNA	ACTC	TMVP	ACMC	PSA	EPDP	IND17-10	JPF	UNA	SLLP	DP	IND11-04	TMK	JSP	NFGG	UNFF	APP	IND14-10	IND07-11	NIF	IND06-06	IND03-19	NPPT	AJP	IND01-02	TULF	IND02-18	DUNF	SBP	IND02-21	IND13-12	IND08-09	PPP	IND23-11	IND01-06	IND11-06	IND08-04	IND04-21	IND03-10	IND02-20	IND02-22	IND06-03	ERDF	IND02-10	IND04-07	IND02-08	IND06-02	IND06-16	IND10-03	IND02-02	IND01-04	IND04-15	DUA	IND07-21	IND06-15	IND02-05	IND13-10	SLSP	IND05-10	IND01-09	IND11-10	JSWP	IND01-22	USP	IND07-01	IND16-10	IND15-01	IND04-04	IND07-03	IND03-13	IND01-05	IND18-12	IND10-06	IND01-16	IND05-21	IND03-04	IND07-10	IND05-12	IND22-11	IND18-10	IND01-19	IND05-16	IND02-06	IND02-09	IND07-06	IND03-06	IND01-07	IND03-21	IND04-06	IND10-12	IND04-17	IND03-01	IND08-02	IND20-13	IND17-02	IND14-13	IND19-11	IND09-14	IND04-03	IND06-14	IND02-14	IND07-17	IND20-10	SEP	IND11-03	IND17-01	FPF	IND01-20	IND24-11	UPA	IND03-11	IND02-12	IND12-11	IND09-01	LJP	IND03-05	IND08-01	IND06-21	IND06-10	IND01-10	IND05-08	IND20-11	ELPP	IND14-14	IND05-19	LDP	IND02-19	IND12-12	IND02-04	IND16-01	IND06-08	NLNP	IND15-12	IND02-07	IND12-14	IND03-20	IND19-10	IND08-06	IND13-13	IND04-12	IND04-22	IND19-01	IND31-13	IND05-07	IND09-06	IND24-12	IND12-01	IND08-17	IND10-04	IND14-01	NSSP	IND15-02	IND01-21	IND03-09	IND08-03	IND07-08	IND16-13	IND13-14	IND04-11	IND30-13	IND02-13	IND09-11	IND14-11	IND09-03	IND10-11	AITM	IND03-02	IND04-19	IND09-02	IND01-15	IND05-04	IND04-02	IND05-15	IND02-15	IND09-10	IND07-15	IND07-04	IND11-12	IND08-15	IND06-04	IND17-11	IND02-03	IND10-10	IND18-11	IND24-13	IND25-11	IND12-02	IND14-12	IND01-01	IND10-02	IND07-16	IND12-04	IND04-10	IND03-16	IND02-17	IND02-11	IND08-10	IND09-04	IND12-10	IND05-11	IND06-01	IND20-12	IND21-10	IND11-14	IND04-09	IND07-02	IND05-09	IND03-03	IND03-22	IND14-16	IND01-03	IND27-12	IND01-14	IND08-13	IND05-02	IND15-13	IND39-13	IND05-06	PP	IND09-09	IND06-17	IND07-05	IND05-03	IND09-12	IND11-02	SLMP	IND13-02	IND06-05	IND01-11	IND17-13	IND04-01	IND11-01	IND13-01	IND14-02	IND09-15	IND03-14	IND03-12	IND23-12	IND05-01	IND06-11	IND17-12	IND02-16	IND02-01	IND06-09	IND03-17	IND08-12	IND13-11	IND05-05	IND01-17	IND18-01	IND08-11	IND15-10	IND21-12	IND11-16	IND07-14	IND07-09	IND03-07	IND35-13	IND04-08	IND01-18	IND11-11	IND43-13	IND01-08	IND04-14	IND03-08	IND23-13	IND04-13	IND04-05	IND16-02	IND09-17	IND11-13	IND19-12	IND15-16	IND03-15	IND10-16	IND06-12	IND05-17	IND10-01	IND12-13	IND18-13	IND15-11	IND10-14	IND09-16	IND19-13	IND13-16	IND05-14	IND21-13	IND22-12	IND01-13	IND27-13	IND22-13	IND41-13	IND26-13	IND16-12	IND07-12	IND10-13	IND06-13	IND08-16	IND04-16	IND29-13	IND25-13	IND38-13	IND12-16	IND09-13	IND21-11	IND01-12	IND16-11	IND25-12	IND28-13	IND36-13	IND34-13	IND42-13	IND26-12	IND05-13	IND07-13	IND08-14	IND32-13	IND40-13	IND37-13	IND33-13
EC-01K	2024-11-15 08:00:25:670	129295	89360	83492	5868	55620	15263	3994	4390	0	1257	0	378	0	0	387	188	0	0	0	235	78	0	56	47	0	81	0	0	70	0	27	49	0	0	0	0	0	69	73	0	0	0	31	44	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	196	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	14	0	43	48	0	0	0	0	0	0	26	49	0	90	0	0	0	0	0	17	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	28	0	0	41	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	20	22	0	0	0	0	0	18	0	0	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01L	2024-11-15 08:11:34:709	206966	142237	136084	6153	102122	17139	4127	5541	0	3534	0	507	0	0	407	151	0	0	0	255	52	0	102	49	0	224	0	0	106	0	94	49	0	0	0	0	0	110	224	0	0	0	62	41	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	204	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	24	0	82	28	0	0	0	0	0	0	21	81	0	59	0	0	0	0	0	44	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	32	0	0	34	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	30	19	0	0	0	0	0	17	0	0	0	16	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01M	2024-11-15 07:41:37:549	140579	95128	91776	3352	67927	11123	3912	3223	0	3160	0	343	0	0	192	108	0	0	0	231	26	0	36	39	0	221	0	0	79	0	88	35	0	0	0	0	0	128	81	0	0	0	26	26	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	87	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	14	0	43	14	0	0	0	0	0	0	10	81	0	55	0	0	0	0	0	23	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	27	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	12	0	0	0	0	0	6	0	0	0	16	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01N	2024-11-15 08:10:16:890	189874	133270	127885	5385	95302	14579	7229	3810	0	3712	0	541	0	0	314	104	0	0	0	211	42	0	41	57	0	273	0	0	92	0	74	37	0	0	0	0	0	167	137	0	0	0	26	50	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	166	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	22	0	51	20	0	0	0	0	0	0	19	75	0	108	0	0	0	0	0	39	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	45	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	33	33	0	0	0	0	0	18	0	0	0	24	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01O	2024-11-15 06:37:18:618	120462	86357	82631	3726	56550	14395	4324	2707	0	1720	0	560	0	0	435	90	0	0	0	198	43	0	38	56	0	118	0	0	73	0	134	29	0	0	0	0	0	105	107	0	0	0	21	35	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	136	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	19	0	31	32	0	0	0	0	0	0	13	82	0	61	0	0	0	0	0	13	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	36	0	0	41	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	21	0	0	0	0	0	14	0	0	0	12	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01P	2024-11-14 23:36:14:130	37069	36466	35502	964	28475	2985	1814	934	0	728	0	82	0	0	30	10	0	0	0	81	16	0	15	11	0	83	0	0	15	0	16	8	0	0	0	0	0	27	24	0	0	0	10	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	6	5	0	11	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02A	2024-11-15 08:18:32:611	138827	93800	87372	6428	60364	14665	3964	1947	0	1440	0	1354	0	0	560	333	0	0	0	251	0	0	48	92	0	86	0	0	97	0	74	92	0	0	61	0	0	106	61	371	0	0	17	57	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	158	0	0	0	0	0	0	0	27	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	20	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	56	0	20	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02B	2024-11-15 07:44:13:394	115928	75320	70088	5232	52237	8068	3882	1085	0	481	0	1853	0	0	474	153	0	0	0	219	0	0	13	48	0	37	0	0	52	0	108	29	0	0	39	0	0	57	45	310	0	0	14	51	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	189	0	0	0	0	0	0	0	18	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	29	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	25	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02C	2024-11-15 08:36:30:989	167610	113440	106063	7377	75180	12932	4047	4848	0	2234	0	3316	0	0	498	479	0	0	0	227	0	0	41	70	0	61	0	0	73	0	77	56	0	0	54	0	0	92	89	424	0	0	29	57	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	248	0	0	0	0	0	0	0	21	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	60	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02D	2024-11-15 08:02:40:653	118644	82770	77601	5169	50590	11390	1876	8451	0	1180	0	1592	0	0	367	70	0	0	0	165	0	0	40	41	0	74	0	0	71	0	49	62	0	0	79	0	0	46	64	415	0	0	35	54	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	170	0	0	0	0	0	0	0	27	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	38	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	23	0	25	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02E	2024-11-15 07:30:52:174	132703	90987	85745	5242	61619	12058	3560	2632	0	1676	0	1240	0	0	403	114	0	0	0	219	0	0	86	42	0	112	0	0	73	0	52	57	0	0	94	0	0	70	73	408	0	0	147	62	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	214	0	0	0	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	35	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	18	0	30	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02F	2024-11-15 08:15:41:979	149358	104644	98517	6127	71822	13033	3192	3777	0	1774	0	1912	0	0	370	148	0	0	0	257	0	0	87	49	0	137	0	0	92	0	83	48	0	0	87	0	0	78	77	417	0	0	67	61	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	185	0	0	0	0	0	0	0	20	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	25	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02G	2024-11-15 09:29:51:076	145326	101257	95538	5719	70026	11187	4958	2581	0	1750	0	1287	0	0	424	111	0	0	0	316	0	0	238	56	0	234	0	0	108	0	44	44	0	0	51	0	0	99	137	489	0	0	209	50	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	227	0	0	0	0	0	0	0	16	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	44	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	17	0	50	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02H	2024-11-15 07:34:09:898	162843	112796	107687	5109	82357	9020	3075	5231	0	2730	0	2040	0	0	394	117	0	0	0	462	0	0	60	44	0	167	0	0	77	0	54	42	0	0	44	0	0	112	163	343	0	0	53	40	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	189	0	0	0	0	0	0	0	14	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02I	2024-11-15 07:45:11:757	163256	109932	104714	5218	77507	12813	3451	3752	0	1884	0	2013	0	0	413	242	0	0	0	193	0	0	38	54	0	105	0	0	102	0	55	103	0	0	40	0	0	209	75	409	0	0	34	53	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	142	0	0	0	0	0	0	0	21	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	38	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02J	2024-11-15 07:45:59:000	169650	116798	111443	5355	83376	11853	4610	3592	0	2741	0	1883	0	0	427	168	0	0	0	378	0	0	89	54	0	151	0	0	102	0	59	42	0	0	76	0	0	99	136	468	0	0	34	58	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	170	0	0	0	0	0	0	0	24	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	35	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02K	2024-11-15 07:35:12:282	127591	89686	84969	4717	59891	12088	1948	4259	0	2698	0	1107	0	0	457	75	0	0	0	284	0	0	37	66	0	126	0	0	134	0	75	48	0	0	71	0	0	69	70	495	0	0	31	54	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	198	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	25	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
