entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMC	TULF	INDI	USA	MEP	ELJP	IND 1	DPLF	USP	IND	ACTC	IND 2	USF	IND1	IND2	__OTHER
EC-02	712437	32497	744934	969658	385733	294490	0	0	0	21665	0	10549	0	0	0	0	0	0	0	0	0	0
EC-02A	48611	2200	50811	67601	28841	17229	0	0	0	2029	0	512	0	0	0	0	0	0	0	0	0	0
EC-02B	46296	2403	48699	67618	30610	12566	0	0	0	1810	0	1310	0	0	0	0	0	0	0	0	0	0
EC-02C	53967	2457	56424	75135	28660	22318	0	0	0	2656	0	333	0	0	0	0	0	0	0	0	0	0
EC-02D	51799	2536	54335	67159	27430	23286	0	0	0	850	0	233	0	0	0	0	0	0	0	0	0	0
EC-02E	58339	2713	61052	77242	33179	22985	0	0	0	557	0	1618	0	0	0	0	0	0	0	0	0	0
EC-02F	58853	2436	61289	76279	32021	25061	0	0	0	1015	0	756	0	0	0	0	0	0	0	0	0	0
EC-02G	56701	2677	59378	77198	25194	28576	0	0	0	1166	0	1765	0	0	0	0	0	0	0	0	0	0
EC-02H	60426	2297	62723	82689	30376	27765	0	0	0	1426	0	859	0	0	0	0	0	0	0	0	0	0
EC-02I	55936	2640	58576	80113	34415	19230	0	0	0	1901	0	390	0	0	0	0	0	0	0	0	0	0
EC-02J	56296	2631	58927	78192	28310	25361	0	0	0	2112	0	513	0	0	0	0	0	0	0	0	0	0
EC-02K	54725	2401	57126	71255	27777	25746	0	0	0	857	0	345	0	0	0	0	0	0	0	0	0	0
EC-02L	46644	2507	49151	65038	25435	18521	0	0	0	1435	0	1253	0	0	0	0	0	0	0	0	0	0
EC-02M	45767	2190	47957	65066	23549	18716	0	0	0	3064	0	438	0	0	0	0	0	0	0	0	0	0
EC-02P	18077	409	18486	19073	9936	7130	0	0	0	787	0	224	0	0	0	0	0	0	0	0	0	0
EC-03	321193	20139	341332	570193	160069	131510	12971	0	0	12342	2690	1611	0	0	0	0	0	0	0	0	0	0
EC-03A	50510	2162	52672	76836	20473	23778	2428	0	0	3025	641	165	0	0	0	0	0	0	0	0	0	0
EC-03B	52364	2550	54914	72270	24894	23202	1968	0	0	1764	369	167	0	0	0	0	0	0	0	0	0	0
EC-03C	46277	2883	49160	67915	25770	17658	129	0	0	1778	839	103	0	0	0	0	0	0	0	0	0	0
EC-03D	29321	2463	31784	57111	16360	12024	321	0	0	207	253	156	0	0	0	0	0	0	0	0	0	0
EC-03E	27069	2621	29690	68955	13643	12156	436	0	0	414	108	312	0	0	0	0	0	0	0	0	0	0
EC-03F	38142	2407	40549	73971	17840	14374	2248	0	0	3311	122	247	0	0	0	0	0	0	0	0	0	0
EC-03G	38502	2214	40716	72355	19298	12976	5250	0	0	642	112	224	0	0	0	0	0	0	0	0	0	0
EC-03H	28821	2545	31366	69937	16311	11397	158	0	0	679	101	175	0	0	0	0	0	0	0	0	0	0
EC-03P	10187	294	10481	10843	5480	3945	33	0	0	522	145	62	0	0	0	0	0	0	0	0	0	0
EC-04	332109	22374	354483	628317	204973	105977	14697	0	0	5147	0	1315	0	0	0	0	0	0	0	0	0	0
EC-04A	25327	1298	26625	38747	16777	7686	495	0	0	288	0	81	0	0	0	0	0	0	0	0	0	0
EC-04B	34497	2519	37016	92300	21218	10538	2476	0	0	157	0	108	0	0	0	0	0	0	0	0	0	0
EC-04C	26299	1897	28196	47713	17031	6979	1740	0	0	476	0	73	0	0	0	0	0	0	0	0	0	0
EC-04D	26085	2585	28670	36923	16255	9373	84	0	0	263	0	110	0	0	0	0	0	0	0	0	0	0
EC-04E	10561	758	11319	27254	6019	4146	249	0	0	113	0	34	0	0	0	0	0	0	0	0	0	0
EC-04F	14896	1225	16121	47758	9594	4206	685	0	0	295	0	116	0	0	0	0	0	0	0	0	0	0
EC-04G	32335	2025	34360	42178	20917	10307	800	0	0	192	0	119	0	0	0	0	0	0	0	0	0	0
EC-04H	25245	1357	26602	46746	14471	8853	1018	0	0	774	0	129	0	0	0	0	0	0	0	0	0	0
EC-04I	15375	768	16143	28267	9513	3911	1263	0	0	556	0	132	0	0	0	0	0	0	0	0	0	0
EC-04J	20620	1062	21682	50598	11064	8661	500	0	0	334	0	61	0	0	0	0	0	0	0	0	0	0
EC-04K	15204	1048	16252	48915	9012	3352	2682	0	0	106	0	52	0	0	0	0	0	0	0	0	0	0
EC-04L	38652	2642	41294	54611	23262	13450	1555	0	0	288	0	97	0	0	0	0	0	0	0	0	0	0
EC-04M	34840	2784	37624	53327	22315	10425	1065	0	0	921	0	114	0	0	0	0	0	0	0	0	0	0
EC-04P	12173	406	12579	12980	7525	4090	85	0	0	384	0	89	0	0	0	0	0	0	0	0	0	0
EC-05	139280	11927	151207	214938	88869	45717	0	0	0	2344	0	2350	0	0	0	0	0	0	0	0	0	0
EC-05A	43494	3818	47312	71722	23381	18786	0	0	0	445	0	882	0	0	0	0	0	0	0	0	0	0
EC-05B	27489	2453	29942	40656	19839	7143	0	0	0	350	0	157	0	0	0	0	0	0	0	0	0	0
EC-05C	31112	2445	33557	47520	21422	8553	0	0	0	773	0	364	0	0	0	0	0	0	0	0	0	0
EC-05D	33866	3079	36945	51452	22019	10225	0	0	0	710	0	912	0	0	0	0	0	0	0	0	0	0
EC-05P	3319	132	3451	3588	2208	1010	0	0	0	66	0	35	0	0	0	0	0	0	0	0	0	0
EC-06	173424	13600	187024	229519	109853	47128	1720	0	0	4214	0	0	0	10509	0	0	0	0	0	0	0	0
EC-06A	73464	5937	79401	100139	44252	15928	1078	0	0	3488	0	0	0	8718	0	0	0	0	0	0	0	0
EC-06B	29349	2439	31788	38688	18712	9175	492	0	0	260	0	0	0	710	0	0	0	0	0	0	0	0
EC-06C	34442	2457	36899	43844	24140	9890	49	0	0	262	0	0	0	101	0	0	0	0	0	0	0	0
EC-06D	33148	2687	35835	43624	20699	11236	97	0	0	155	0	0	0	961	0	0	0	0	0	0	0	0
EC-06P	3021	80	3101	3224	2050	899	4	0	0	49	0	0	0	19	0	0	0	0	0	0	0	0
EC-07	365005	23536	388541	571146	183962	152096	4014	0	0	18160	2676	4097	0	0	0	0	0	0	0	0	0	0
EC-07A	24184	2191	26375	40345	13052	4130	188	0	0	6475	142	197	0	0	0	0	0	0	0	0	0	0
EC-07B	30664	2505	33169	48725	15386	12248	58	0	0	2365	234	373	0	0	0	0	0	0	0	0	0	0
EC-07C	20799	1777	22576	47426	9516	10402	134	0	0	410	66	271	0	0	0	0	0	0	0	0	0	0
EC-07D	38412	3152	41564	64529	18482	15849	205	0	0	3465	258	153	0	0	0	0	0	0	0	0	0	0
EC-07E	48926	2954	51880	64452	25466	22597	92	0	0	311	298	162	0	0	0	0	0	0	0	0	0	0
EC-07F	46979	2705	49684	64390	23790	22325	114	0	0	461	115	174	0	0	0	0	0	0	0	0	0	0
EC-07G	40003	2729	42732	59508	21511	14593	85	0	0	3100	534	180	0	0	0	0	0	0	0	0	0	0
EC-07H	36498	1587	38085	54738	17547	13523	2899	0	0	469	281	1779	0	0	0	0	0	0	0	0	0	0
EC-07I	40286	1856	42142	56408	19615	19613	160	0	0	285	161	452	0	0	0	0	0	0	0	0	0	0
EC-07J	28768	1792	30560	60474	14840	12857	55	0	0	303	472	241	0	0	0	0	0	0	0	0	0	0
EC-07P	9486	288	9774	10151	4757	3959	24	0	0	516	115	115	0	0	0	0	0	0	0	0	0	0
EC-08	81505	5128	86633	451926	45734	28752	0	0	0	4225	1313	1481	0	0	0	0	0	0	0	0	0	0
EC-08A	6157	567	6724	58008	3556	2301	0	0	0	104	105	91	0	0	0	0	0	0	0	0	0	0
EC-08B	469	43	512	64833	218	149	0	0	0	2	3	97	0	0	0	0	0	0	0	0	0	0
EC-08C	9081	836	9917	66310	5454	2902	0	0	0	481	82	162	0	0	0	0	0	0	0	0	0	0
EC-08D	2672	235	2907	62577	1231	1136	0	0	0	103	24	178	0	0	0	0	0	0	0	0	0	0
EC-08E	8013	149	8162	61452	6622	1369	0	0	0	18	2	2	0	0	0	0	0	0	0	0	0	0
EC-08F	31423	1835	33258	62612	16505	11094	0	0	0	2879	240	705	0	0	0	0	0	0	0	0	0	0
EC-08G	17816	1237	19053	69515	9141	7508	0	0	0	262	754	151	0	0	0	0	0	0	0	0	0	0
EC-08P	5874	226	6100	6619	3007	2293	0	0	0	376	103	95	0	0	0	0	0	0	0	0	0	0
EC-09	56575	4339	60914	295120	31639	22459	143	0	0	1686	0	0	0	648	0	0	0	0	0	0	0	0
EC-09A	14454	404	14858	66111	8653	5581	24	0	0	111	0	0	0	85	0	0	0	0	0	0	0	0
EC-09B	10916	204	11120	61466	6235	4418	3	0	0	18	0	0	0	242	0	0	0	0	0	0	0	0
EC-09C	3647	961	4608	69327	1640	1948	5	0	0	25	0	0	0	29	0	0	0	0	0	0	0	0
EC-09D	24500	2589	27089	94234	13406	9273	105	0	0	1492	0	0	0	224	0	0	0	0	0	0	0	0
EC-09P	3058	181	3239	3982	1705	1239	6	0	0	40	0	0	0	68	0	0	0	0	0	0	0	0
EC-10	239855	25203	265058	592210	5460	0	8439	60013	150340	0	0	0	0	7993	0	0	7610	0	0	0	0	0
EC-10A	22597	2577	25174	49401	354	0	466	3706	17108	0	0	0	0	572	0	0	391	0	0	0	0	0
EC-10B	26384	3217	29601	58770	470	0	682	5827	17814	0	0	0	0	1050	0	0	541	0	0	0	0	0
EC-10C	26493	2817	29310	60282	388	0	500	9073	14801	0	0	0	0	1199	0	0	532	0	0	0	0	0
EC-10D	27444	2453	29897	58166	496	0	592	6048	18521	0	0	0	0	1252	0	0	535	0	0	0	0	0
EC-10E	27724	2954	30678	56413	421	0	815	6717	17846	0	0	0	0	1073	0	0	852	0	0	0	0	0
EC-10F	3193	380	3573	51943	46	0	84	1178	1587	0	0	0	0	171	0	0	127	0	0	0	0	0
EC-10G	9858	894	10752	40060	569	0	275	2428	5860	0	0	0	0	384	0	0	342	0	0	0	0	0
EC-10H	16659	3254	19913	51374	339	0	553	6350	7851	0	0	0	0	581	0	0	985	0	0	0	0	0
EC-10I	27732	1375	29107	61624	320	0	410	4211	21123	0	0	0	0	531	0	0	1137	0	0	0	0	0
EC-10J	29687	1649	31336	49068	470	0	3387	5323	18688	0	0	0	0	409	0	0	1410	0	0	0	0	0
EC-10K	20922	3603	24525	53421	1522	0	669	8850	8576	0	0	0	0	740	0	0	565	0	0	0	0	0
EC-10P	1162	30	1192	1688	65	0	6	302	565	0	0	0	0	31	0	0	193	0	0	0	0	0
EC-11	43188	4462	47650	141448	8525	1568	7945	17271	0	0	0	0	0	0	0	7879	0	0	0	0	0	0
EC-11A	14981	1301	16282	46990	2507	91	4419	5492	0	0	0	0	0	0	0	2472	0	0	0	0	0	0
EC-11B	20123	1827	21950	53733	5423	1398	2073	8750	0	0	0	0	0	0	0	2479	0	0	0	0	0	0
EC-11C	7722	1307	9029	40224	426	37	1440	2937	0	0	0	0	0	0	0	2882	0	0	0	0	0	0
EC-11P	362	27	389	501	169	42	13	92	0	0	0	0	0	0	0	46	0	0	0	0	0	0
EC-12	155361	13923	169284	216574	11317	4130	36867	55131	0	0	0	0	46419	0	0	0	0	1497	0	0	0	0
EC-12A	43259	4401	47660	60149	1916	445	15522	13383	0	0	0	0	11589	0	0	0	0	404	0	0	0	0
EC-12B	71058	4487	75545	99096	7186	3162	21172	17194	0	0	0	0	21445	0	0	0	0	899	0	0	0	0
EC-12C	39845	5003	44848	56079	1943	505	134	24064	0	0	0	0	13007	0	0	0	0	192	0	0	0	0
EC-12P	1199	32	1231	1250	272	18	39	490	0	0	0	0	378	0	0	0	0	2	0	0	0	0
EC-13	213714	10727	224441	265768	62600	45400	61325	43424	0	0	0	0	0	0	0	0	0	0	965	0	0	0
EC-13A	67137	4104	71241	92901	37611	28602	190	124	0	0	0	0	0	0	0	0	0	0	610	0	0	0
EC-13B	39393	1429	40822	44453	6163	971	23820	8303	0	0	0	0	0	0	0	0	0	0	136	0	0	0
EC-13C	35312	1413	36725	43579	6513	2241	15144	11369	0	0	0	0	0	0	0	0	0	0	45	0	0	0
EC-13D	69627	3533	73160	82231	11475	13012	21631	23352	0	0	0	0	0	0	0	0	0	0	157	0	0	0
EC-13P	2245	248	2493	2604	838	574	540	276	0	0	0	0	0	0	0	0	0	0	17	0	0	0
EC-14	101578	4878	106456	152289	22450	22966	17884	12755	25239	0	284	0	0	0	0	0	0	0	0	0	0	0
EC-14A	28568	1993	30561	47331	11481	11695	1848	2011	1456	0	77	0	0	0	0	0	0	0	0	0	0	0
EC-14B	34376	1299	35675	55236	2881	2950	5164	7325	15915	0	141	0	0	0	0	0	0	0	0	0	0	0
EC-14C	37309	1547	38856	48260	7681	8036	10804	3160	7565	0	63	0	0	0	0	0	0	0	0	0	0	0
EC-14P	1325	39	1364	1462	407	285	68	259	303	0	3	0	0	0	0	0	0	0	0	0	0	0
EC-15	537916	34212	572128	784991	314724	195526	0	0	0	11059	2848	13759	0	0	0	0	0	0	0	0	0	0
EC-15A	40104	3540	43644	60359	20412	16976	0	0	0	1232	311	1173	0	0	0	0	0	0	0	0	0	0
EC-15B	32769	2539	35308	55823	19342	10653	0	0	0	1022	437	1315	0	0	0	0	0	0	0	0	0	0
EC-15C	38915	3511	42426	65948	23615	12187	0	0	0	2707	177	229	0	0	0	0	0	0	0	0	0	0
EC-15D	36856	2632	39488	59043	25073	10734	0	0	0	275	164	610	0	0	0	0	0	0	0	0	0	0
EC-15E	35757	1811	37568	47374	20526	14411	0	0	0	238	124	458	0	0	0	0	0	0	0	0	0	0
EC-15F	29721	1573	31294	47509	16853	11417	0	0	0	272	108	1071	0	0	0	0	0	0	0	0	0	0
EC-15G	42057	1589	43646	54522	22496	18535	0	0	0	208	104	714	0	0	0	0	0	0	0	0	0	0
EC-15H	44609	2531	47140	61031	25786	16903	0	0	0	1043	219	658	0	0	0	0	0	0	0	0	0	0
EC-15I	41945	2459	44404	61316	24386	15487	0	0	0	441	183	1448	0	0	0	0	0	0	0	0	0	0
EC-15J	45324	2777	48101	63024	28242	14595	0	0	0	1305	188	994	0	0	0	0	0	0	0	0	0	0
EC-15K	37474	1964	39438	50258	19458	15847	0	0	0	232	250	1687	0	0	0	0	0	0	0	0	0	0
EC-15L	35419	2088	37507	51885	21692	11849	0	0	0	508	284	1086	0	0	0	0	0	0	0	0	0	0
EC-15M	37467	2592	40059	51935	22899	12270	0	0	0	854	128	1316	0	0	0	0	0	0	0	0	0	0
EC-15N	28990	2344	31334	43674	16774	10744	0	0	0	532	82	858	0	0	0	0	0	0	0	0	0	0
EC-15P	10509	262	10771	11290	7170	2918	0	0	0	190	89	142	0	0	0	0	0	0	0	0	0	0
EC-16	222475	13205	235680	318755	139309	71687	6253	0	0	3398	0	1137	0	0	0	0	0	0	0	107	584	0
EC-16A	36926	2552	39478	56582	22541	10331	3661	0	0	150	0	147	0	0	0	0	0	0	0	22	74	0
EC-16B	45923	2799	48722	66912	29291	15208	450	0	0	505	0	329	0	0	0	0	0	0	0	24	116	0
EC-16C	49685	2832	52517	69743	30573	17456	699	0	0	430	0	333	0	0	0	0	0	0	0	32	162	0
EC-16D	39440	2236	41676	56794	22957	13763	1276	0	0	1136	0	176	0	0	0	0	0	0	0	11	121	0
EC-16E	47384	2712	50096	65347	31912	14006	120	0	0	1090	0	128	0	0	0	0	0	0	0	17	111	0
EC-16P	3117	74	3191	3377	2035	923	47	0	0	87	0	24	0	0	0	0	0	0	0	1	0	0
EC-17	164445	14245	178690	334073	92726	64010	0	0	0	1724	531	1397	0	0	0	4057	0	0	0	0	0	0
EC-17A	23635	1505	25140	46968	15324	7228	0	0	0	183	116	228	0	0	0	556	0	0	0	0	0	0
EC-17B	18540	1121	19661	42195	10563	7275	0	0	0	134	37	67	0	0	0	464	0	0	0	0	0	0
EC-17C	18082	1309	19391	49059	10763	6552	0	0	0	376	50	201	0	0	0	140	0	0	0	0	0	0
EC-17D	32110	3024	35134	51510	19461	11437	0	0	0	274	110	329	0	0	0	499	0	0	0	0	0	0
EC-17E	30716	3557	34273	65472	14940	14522	0	0	0	438	79	333	0	0	0	404	0	0	0	0	0	0
EC-17F	10202	1238	11440	33289	4961	3786	0	0	0	112	37	89	0	0	0	1217	0	0	0	0	0	0
EC-17G	26759	2316	29075	40606	14020	11670	0	0	0	150	57	97	0	0	0	765	0	0	0	0	0	0
EC-17P	4401	175	4576	4974	2694	1540	0	0	0	57	45	53	0	0	0	12	0	0	0	0	0	0
EC-18	69744	5266	75010	163745	43473	23221	0	0	0	1117	0	1933	0	0	0	0	0	0	0	0	0	0
EC-18A	19483	1866	21349	49700	10576	7431	0	0	0	765	0	711	0	0	0	0	0	0	0	0	0	0
EC-18B	12230	959	13189	48477	8631	3384	0	0	0	67	0	148	0	0	0	0	0	0	0	0	0	0
EC-18C	36744	2376	39120	64163	23469	11973	0	0	0	250	0	1052	0	0	0	0	0	0	0	0	0	0
EC-18P	1287	65	1352	1405	797	433	0	0	0	35	0	22	0	0	0	0	0	0	0	0	0	0
EC-19	229094	19704	248798	329321	135089	81011	0	0	0	5712	1693	5589	0	0	0	0	0	0	0	0	0	0
EC-19A	34837	2341	37178	46406	25158	9120	0	0	0	124	75	360	0	0	0	0	0	0	0	0	0	0
EC-19B	21651	2248	23899	30170	12581	8067	0	0	0	673	86	244	0	0	0	0	0	0	0	0	0	0
EC-19C	23520	2079	25599	31156	13791	8475	0	0	0	583	112	559	0	0	0	0	0	0	0	0	0	0
EC-19D	20619	1360	21979	30982	10874	7154	0	0	0	1704	171	716	0	0	0	0	0	0	0	0	0	0
EC-19E	24712	2228	26940	34666	14240	8454	0	0	0	1122	223	673	0	0	0	0	0	0	0	0	0	0
EC-19F	26426	3429	29855	38268	15835	9739	0	0	0	171	337	344	0	0	0	0	0	0	0	0	0	0
EC-19G	27607	2424	30031	41334	14743	10521	0	0	0	380	135	1828	0	0	0	0	0	0	0	0	0	0
EC-19H	25810	1958	27768	41805	14078	10444	0	0	0	493	363	432	0	0	0	0	0	0	0	0	0	0
EC-19I	19763	1509	21272	30052	11495	7444	0	0	0	333	93	398	0	0	0	0	0	0	0	0	0	0
EC-19P	4149	128	4277	4482	2294	1593	0	0	0	129	98	35	0	0	0	0	0	0	0	0	0	0
EC-20	88352	12317	100669	161927	46313	38640	450	0	0	2149	451	0	0	0	0	349	0	0	0	0	0	0
EC-20A	27882	4002	31884	42671	16362	10361	161	0	0	815	87	0	0	0	0	96	0	0	0	0	0	0
EC-20B	31302	4396	35698	51157	13141	16700	195	0	0	990	121	0	0	0	0	155	0	0	0	0	0	0
EC-20C	27896	3896	31792	66645	16136	11018	94	0	0	325	226	0	0	0	0	97	0	0	0	0	0	0
EC-20P	1272	23	1295	1454	674	561	0	0	0	19	17	0	0	0	0	1	0	0	0	0	0	0
EC-21	339122	20248	359370	457224	196323	123360	0	0	0	0	0	1337	0	0	17323	0	0	0	0	779	0	0
EC-21A	45405	2919	48324	60466	26165	8628	0	0	0	0	0	235	0	0	10285	0	0	0	0	92	0	0
EC-21B	52979	2847	55826	68694	26289	25112	0	0	0	0	0	117	0	0	1359	0	0	0	0	102	0	0
EC-21C	34098	2033	36131	43236	19493	13752	0	0	0	0	0	104	0	0	678	0	0	0	0	71	0	0
EC-21D	45832	3201	49033	58861	27987	16662	0	0	0	0	0	130	0	0	931	0	0	0	0	122	0	0
EC-21E	44484	2849	47333	57842	29204	14610	0	0	0	0	0	133	0	0	428	0	0	0	0	109	0	0
EC-21F	43259	2277	45536	53422	24875	17457	0	0	0	0	0	98	0	0	732	0	0	0	0	97	0	0
EC-21G	27666	1680	29346	36117	16118	9494	0	0	0	0	0	90	0	0	1909	0	0	0	0	55	0	0
EC-21H	40028	2350	42378	72897	22885	15843	0	0	0	0	0	416	0	0	757	0	0	0	0	127	0	0
EC-21P	5371	92	5463	5689	3307	1802	0	0	0	0	0	14	0	0	244	0	0	0	0	4	0	0
EC-22	285254	18362	303616	437131	174334	80668	0	0	0	15168	1028	14056	0	0	0	0	0	0	0	0	0	0
EC-22A	44140	2629	46769	60616	23006	13722	0	0	0	508	70	6834	0	0	0	0	0	0	0	0	0	0
EC-22B	28363	1530	29893	47312	16931	10311	0	0	0	637	91	393	0	0	0	0	0	0	0	0	0	0
EC-22C	29806	1689	31495	46828	16984	11304	0	0	0	685	153	680	0	0	0	0	0	0	0	0	0	0
EC-22D	21409	1361	22770	42695	13525	6803	0	0	0	362	86	633	0	0	0	0	0	0	0	0	0	0
EC-22E	33438	2375	35813	54137	20193	9066	0	0	0	235	113	3831	0	0	0	0	0	0	0	0	0	0
EC-22F	25702	2191	27893	36713	16302	8682	0	0	0	171	68	479	0	0	0	0	0	0	0	0	0	0
EC-22G	35104	2573	37677	48126	24062	6377	0	0	0	4248	112	305	0	0	0	0	0	0	0	0	0	0
EC-22H	34872	1822	36694	49325	22644	4828	0	0	0	6865	142	393	0	0	0	0	0	0	0	0	0	0
EC-22I	24816	1999	26815	43230	15959	7421	0	0	0	1101	133	202	0	0	0	0	0	0	0	0	0	0
EC-22P	7604	193	7797	8149	4728	2154	0	0	0	356	60	306	0	0	0	0	0	0	0	0	0	0
LK	5596468	365563	5962031	9374164	2838005	1785369	202016	188594	175579	141983	90480	67723	46419	19150	17323	12285	7610	1497	965	886	584	0
