entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	ITAK	SLMC	EPDP	ACMC	DP	BJP	AITC	CWC	FSP	UPP	PP	TULF	EDF	ONF	USP	JSP	AITM	IG0	IG1	OWORS	NSSP	SLMP	NSU	UPF	ELPP	MJP	SEP	SLNF	TLP	DUA	SLLP	SLVP	DNM	IG3	MNA	IG2
EC-02C	103166.99999999999	5522.0	108802.00000000003	143885.0000000001	50393.0	45581.999999999985	6662.0	0	0	0	0	297.0	102.0	0	0	41.00000000000001	30.999999999999986	0	0	0	0	0	17.000000000000004	0	1.9999999999999996	8.999999999999998	7.999999999999998	7.999999999999998	0	0	5.0	0	5.0	0	0	0	0	0	0	0	0	0	0
EC-02D	78454.0	3706.999999999998	82203.00000000001	108529.0	35724.999999999985	38471.0	3951.0	0	0	0	0	120.00000000000003	76.0	0	0	49.00000000000001	21.0	0	0	0	0	0	6.999999999999999	0	3.9999999999999996	10.0	5.0	6.999999999999999	0	0	3.9999999999999996	0	0.0	0	0	0	0	0	0	0	0	0	0
EC-02E	87554.00000000001	3997.0000000000005	91661.99999999994	124679.00000000004	39793.99999999999	41014.0	6255.000000000003	0	0	0	0	248.00000000000006	106.00000000000001	0	0	25.000000000000004	37.999999999999986	0	0	0	0	0	31.99999999999999	0	2.999999999999999	8.999999999999996	5.999999999999998	3.9999999999999987	0	0	5.000000000000002	0	6.999999999999999	0	0	0	0	0	0	0	0	0	0
EC-02F	97235.99999999999	4667.000000000002	102001.00000000001	132981.00000000012	43373.00000000001	45898.00000000001	7399.999999999999	0	0	0	0	290.99999999999994	146.00000000000003	0	0	36.99999999999998	22.000000000000004	0	0	0	0	0	10.000000000000005	0	3.0000000000000027	7.000000000000001	7.9999999999999964	28.99999999999999	0	0	6.000000000000005	0	1.9999999999999991	0	0	0	0	0	0	0	0	0	0
EC-02G	94855.99999999999	4879.999999999998	99884.99999999991	133023.0	42371.0	44926.00000000001	6973.000000000001	0	0	0	0	326.9999999999997	131.99999999999994	0	0	39.000000000000014	29.999999999999986	0	0	0	0	0	4.999999999999998	0	0.9999999999999998	9.999999999999996	11.000000000000002	12.999999999999998	0	0	9.999999999999996	0	0.9999999999999998	0	0	0	0	0	0	0	0	0	0
EC-02H	106979.00000000004	4457.0	111569.0	147280.0	42585.00000000001	53901.000000000015	9754.0	0	0	0	0	356.0	153.99999999999997	0	0	111.00000000000003	30.000000000000007	0	0	0	0	0	18.99999999999999	0	6.999999999999999	7.999999999999999	11.999999999999998	27.999999999999996	0	0	5.000000000000001	0	0.9999999999999999	0	0	0	0	0	0	0	0	0	0
EC-02I	103841.99999999997	4283.0	108300.99999999999	143843.0000000001	51806.99999999999	43051.00000000001	8333.0	0	0	0	0	419.00000000000006	103.99999999999999	0	0	24.0	33.99999999999999	0	0	0	0	0	16.999999999999996	0	3.0	12.999999999999998	6.0	14.000000000000002	0	0	8.000000000000002	0	5.0	0	0	0	0	0	0	0	0	0	0
EC-02J	109390.0	4646.000000000001	114112.00000000006	149453.00000000003	45446.0	54361.99999999999	8602.999999999998	0	0	0	0	603.0	194.00000000000009	0	0	103.99999999999996	31.000000000000007	0	0	0	0	0	8.999999999999998	0	2.0000000000000004	8.000000000000002	10.0	5.0	0	0	6.999999999999998	0	2.0000000000000004	0	0	0	0	0	0	0	0	0	0
EC-02K	85490.0	3717.0000000000023	89256.00000000001	115356.00000000006	35390.000000000015	44924.99999999999	4557.000000000003	0	0	0	0	317.0	103.00000000000001	0	0	30.000000000000004	32.0	0	0	0	0	0	11.0	0	0.0	12.000000000000004	92.99999999999994	4.0	0	0	6.999999999999999	0	3.000000000000001	0	0	0	0	0	0	0	0	0	0
EC-02L	91562.00000000001	3737.0	95356.00000000001	121702.00000000003	41232.0	42758.99999999999	6742.000000000002	0	0	0	0	443.99999999999994	211.99999999999991	0	0	82.0	38.0	0	0	0	0	0	15.999999999999996	0	1.9999999999999996	11.0	6.0	7.000000000000002	0	0	3.0	0	4.999999999999999	0	0	0	0	0	0	0	0	0	0
EC-02M	65718.00000000001	3024.0	68782.00000000001	90122.0	31501.0	28322.999999999996	5206.000000000001	0	0	0	0	427.00000000000006	168.99999999999994	0	0	31.0	21.0	0	0	0	0	0	22.0	0	0.9999999999999998	4.999999999999998	6.000000000000001	0.0	0	0	0.9999999999999998	0	3.999999999999999	0	0	0	0	0	0	0	0	0	0
EC-02P	39804	1026	40846	40846	17859	17075	4401	0	0	0	0	321	75	0	0	30	9	0	0	0	0	0	9	0	1	6	5	3	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0
EC-03	697461.0	21365.99999999999	719000.9999999999	925355.0000000001	310234.00000000023	338801.00000000023	38474.99999999999	0	0	0	0	1796.0000000000007	5726.999999999998	0	0	749.9999999999985	281.9999999999996	0	0	0	348.99999999999994	324.0000000000004	69.99999999999999	0	76.99999999999996	0	96.0	84.99999999999999	0	0	0	39.99999999999998	42.000000000000014	0	26.999999999999947	0	0	12.0	0	19.999999999999996	0	0	0
EC-03A	87523.00000000003	2232.0000000000005	89773.00000000001	114828.0	39190.0	40809.0	6253.000000000003	0	0	0	0	476.9999999999999	520.0	0	0	100.99999999999997	32.99999999999999	0	0	0	35.00000000000001	36.99999999999999	11.0	0	3.0	0	9.000000000000002	9.999999999999998	0	0	0	3.0	3.0	0	4.0	0	0	1.0	0	1.0	0	0	0
EC-03B	102681.0	2734.0000000000005	105433.00000000001	133887.00000000017	42068.99999999997	53313.99999999999	6180.0	0	0	0	0	340.0000000000001	454.99999999999994	0	0	129.99999999999991	31.999999999999993	0	0	0	60.99999999999997	26.99999999999999	12.000000000000002	0	18.0	0	10.000000000000007	3.999999999999999	0	0	0	0.0	1.9999999999999996	0	1.9999999999999996	0	0	0.9999999999999998	0	0.9999999999999998	0	0	0
EC-03C	92181.00000000001	2760.0000000000005	94960.00000000001	122511.0	36325.0	50024.00000000002	5036.999999999998	0	0	0	0	165.99999999999997	290.0000000000001	0	0	72.00000000000003	52.0	0	0	0	51.000000000000014	33.0	9.000000000000004	0	26.0	0	26.0	10.999999999999991	0	0	0	12.000000000000002	3.999999999999999	0	3.999999999999999	0	0	0.9999999999999998	0	0.9999999999999998	0	0	0
EC-03D	60486.00000000002	2339.999999999999	62853.0	82122.99999999997	26254.000000000004	31612.0	2052.000000000001	0	0	0	0	120.99999999999996	219.00000000000009	0	0	55.00000000000002	31.999999999999996	0	0	0	34.999999999999986	34.999999999999986	5.000000000000001	0	3.0	0	15.000000000000002	6.0	0	0	0	1.9999999999999998	1.9999999999999998	0	5.000000000000001	0	0	1.9999999999999998	0	3.0	0	0	0
EC-03E	78905.00000000004	2977.999999999999	81905.0	108996.00000000004	35266.99999999999	38113.999999999985	4087.0	0	0	0	0	159.0	953.0000000000003	0	0	78.0	35.000000000000014	0	0	0	35.000000000000014	72.99999999999999	7.000000000000003	0	5.000000000000002	0	10.000000000000004	18.999999999999993	0	0	0	8.0	2.9999999999999996	0	2.9999999999999996	0	0	1.0	0	4.0	0	0	0
EC-03F	87289.99999999999	2425.000000000001	89730.00000000001	117930.99999999999	39525.00000000001	40837.000000000015	5774.999999999999	0	0	0	0	217.0	652.0000000000001	0	0	109.99999999999999	33.00000000000001	0	0	0	44.00000000000001	30.0	7.000000000000001	0	8.0	0	10.000000000000002	2.0	0	0	0	4.0	4.0	0	4.0	0	0	1.0	0	2.9999999999999987	0	0	0
EC-03G	87322.99999999999	2781.999999999999	90122.0	117033.00000000001	47986.99999999996	33141.99999999999	3670.0	0	0	0	0	102.00000000000007	2119.0	0	0	84.99999999999999	26.000000000000004	0	0	0	39.99999999999999	52.00000000000001	9.999999999999998	0	7.000000000000001	0	8.0	7.000000000000001	0	0	0	7.000000000000001	19.999999999999996	0	2.0	0	0	1.0	0	2.0	0	0	0
EC-03H	73492.0	2690.9999999999995	76218.99999999999	100040.00000000004	31731.000000000004	38125.0	2860.0000000000005	0	0	0	0	109.00000000000003	388.0000000000002	0	0	81.0	29.0	0	0	0	44.0	31.0	6.0	0	6.999999999999997	0	6.0	25.000000000000004	0	0	0	4.000000000000001	2.0000000000000004	0	3.0	0	0	3.0	0	3.0	0	0	0
EC-03P	27580	424	28006	28006	11886	12824	2561	0	0	0	0	105	131	0	0	38	10	0	0	0	4	6	3	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0
EC-04	792636.9999999997	37065.00000000004	830164.9999999994	1095840.0000000014	440760.99999999965	309151.99999999965	30669.0	0	0	0	0	2770.999999999999	2305.000000000002	0	4399.999999999997	349.0	516.9999999999997	0	0	0	0	344.99999999999966	155.00000000000017	0	53.00000000000002	0	154.00000000000014	0	0	59.999999999999964	71.99999999999986	67.00000000000004	21.99999999999998	0	45.999999999999986	0	0	0	0	0	0	32.99999999999996	0
EC-04A	38350.99999999998	1558.0000000000002	39932.999999999985	54214.000000000015	19522.0	17230.999999999996	1287.0000000000005	0	0	0	0	110.00000000000001	79.99999999999999	0	3.000000000000001	8.000000000000002	15.0	0	0	0	0	14.000000000000002	9.000000000000002	0	2.0000000000000004	0	1.0000000000000002	0	0	3.000000000000001	2.0000000000000004	7.000000000000001	0.0	0	4.000000000000001	0	0	0	0	0	0	2.0000000000000004	0
EC-04B	112564.00000000001	5125.999999999999	117747.99999999983	157462.99999999997	63853.0	42798.99999999999	4458.999999999999	0	0	0	0	462.99999999999955	455.0000000000001	0	42.999999999999964	99.99999999999999	68.0	0	0	0	0	49.99999999999999	60.99999999999998	0	9.999999999999998	0	6.000000000000003	0	0	19.000000000000007	20.999999999999996	12.999999999999993	6.000000000000003	0	6.000000000000003	0	0	0	0	0	0	4.999999999999999	0
EC-04C	59754.99999999998	3406.0000000000005	63195.0	85374.99999999999	35619.0	20822.0	1779.0	0	0	0	0	196.00000000000003	167.99999999999997	0	944.0000000000001	23.999999999999993	47.999999999999986	0	0	0	0	28.999999999999993	11.999999999999996	0	10.0	0	12.999999999999996	0	0	5.0	0.9999999999999999	6.999999999999998	1.9999999999999998	0	5.0	0	0	0	0	0	0	5.999999999999998	0
EC-04D	42690.99999999999	2368.0	45081.99999999999	58637.00000000001	19673.999999999993	21919.00000000001	875.9999999999994	0	0	0	0	61.0	25.00000000000001	0	9.000000000000002	2.9999999999999996	44.00000000000001	0	0	0	0	7.999999999999999	0.0	0	1.9999999999999998	0	1.9999999999999998	0	0	1.9999999999999998	0.0	0.0	0.0	0	0.9999999999999999	0	0	0	0	0	0	2.9999999999999996	0
EC-04E	33595.00000000001	2195.0000000000005	35807.00000000001	47684.999999999985	17501.0	14454.0	962.0	0	0	0	0	35.00000000000001	35.00000000000001	0	479.99999999999994	13.999999999999998	34.00000000000001	0	0	0	0	13.999999999999998	4.0	0	2.0	0	1.0	0	0	3.0000000000000013	3.0000000000000013	3.0000000000000013	1.0	0	2.0	0	0	0	0	0	0	2.0	0
EC-04F	68134.0	2695.000000000001	70865.0	94869.99999999997	37354.99999999999	26637.00000000001	3249.9999999999986	0	0	0	0	279.0	196.99999999999994	0	189.0	24.000000000000004	24.000000000000004	0	0	0	0	30.999999999999996	17.999999999999993	0	2.000000000000001	0	68.0	0	0	0.0	7.000000000000001	6.000000000000001	2.000000000000001	0	2.000000000000001	0	0	0	0	0	0	2.000000000000001	0
EC-04G	47983.000000000015	2903.000000000002	50919.0	69243.00000000003	28115.000000000004	18029.0	1058.9999999999998	0	0	0	0	98.0	138.00000000000003	0	415.00000000000006	5.000000000000001	37.99999999999999	0	0	0	0	12.999999999999998	3.999999999999999	0	0.9999999999999998	0	3.999999999999999	0	0	7.000000000000003	3.999999999999999	3.999999999999999	1.9999999999999996	0	0.9999999999999998	0	0	0	0	0	0	3.999999999999999	0
EC-04H	57845.0	1604.0000000000002	59474.0	81148.99999999999	32354.000000000004	21775.000000000004	3211.0	0	0	0	0	166.99999999999997	194.00000000000003	0	23.999999999999996	21.00000000000001	31.0	0	0	0	0	11.999999999999998	5.999999999999999	0	1.0	0	10.000000000000002	0	0	1.0	2.0	4.0	2.0	0	2.9999999999999996	0	0	0	0	0	0	1.0	0
EC-04I	28551.000000000007	721.0	29282.0	40020.0	18346.0	8369.000000000002	1497.0	0	0	0	0	119.0	120.00000000000001	0	28.000000000000004	8.000000000000002	18.000000000000004	0	0	0	0	11.000000000000002	4.000000000000001	0	4.000000000000001	0	8.000000000000002	0	0	2.999999999999999	4.000000000000001	1.0000000000000002	1.0000000000000002	0	0.0	0	0	0	0	0	0	1.0000000000000002	0
EC-04J	57652.999999999985	2066.9999999999995	59753.0	80420.00000000001	29310.000000000007	24985.999999999996	2823.0	0	0	0	0	193.0	182.99999999999994	0	10.999999999999998	24.999999999999996	21.999999999999996	0	0	0	0	20.999999999999996	3.999999999999999	0	0.9999999999999998	0	3.999999999999999	0	0	3.999999999999999	3.0000000000000004	0.9999999999999998	0.0	0	10.999999999999998	0	0	0	0	0	0	0.0	0
EC-04K	59312.999999999985	2364.9999999999995	61721.99999999996	82298.00000000004	35579.999999999985	20808.0	2307.0000000000005	0	0	0	0	147.99999999999997	264.99999999999994	0	7.0	47.00000000000001	38.99999999999999	0	0	0	0	23.999999999999982	17.0	0	5.000000000000001	0	7.0	0	0	0.9999999999999998	3.999999999999999	2.999999999999998	1.9999999999999996	0	0.9999999999999998	0	0	0	0	0	0	0.0	0
EC-04L	73264.00000000001	4204.000000000001	77504.99999999997	102219.00000000001	42656.99999999999	27024.999999999993	1583.0	0	0	0	0	154.0	188.99999999999991	0	1398.9999999999995	20.999999999999996	57.000000000000014	0	0	0	0	54.00000000000002	3.999999999999999	0	6.999999999999997	0	10.999999999999995	0	0	3.0000000000000004	7.999999999999998	8.999999999999998	1.9999999999999996	0	3.999999999999999	0	0	0	0	0	0	5.0	0
EC-04M	67014.0	5100.999999999999	72199.99999999999	95567.00000000003	37611.00000000001	25672.0	2156.9999999999995	0	0	0	0	469.0000000000001	119.99999999999994	0	719.0	17.999999999999993	73.0	0	0	0	0	58.0	5.000000000000002	0	5.000000000000002	0	5.000000000000002	0	0	6.999999999999999	12.000000000000004	8.999999999999996	1.9999999999999996	0	5.000000000000002	0	0	0	0	0	0	1.9999999999999996	0
EC-04P	45924	752	46680	46680	23264	18626	3419	0	0	0	0	279	136	0	129	31	6	0	0	0	0	6	7	0	1	0	14	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
EC-05	277192.9999999999	21537.000000000007	298916.9999999999	398098.00000000006	138240.99999999997	126315.00000000006	10947.000000000005	0	0	0	0	374.99999999999994	401.9999999999997	0	0	141.00000000000003	178.99999999999991	0	0	0	0	0	25.999999999999968	109.00000000000001	21.999999999999996	0	23.999999999999993	0	281.0000000000001	12.999999999999988	0	37.00000000000002	0	0	0	0	0	10.999999999999982	0	0	0	0	0
EC-05A	89956.99999999993	6671.000000000002	96686.00000000003	131831.0	40377.99999999998	45549.99999999999	3562.000000000001	0	0	0	0	87.99999999999999	61.999999999999986	0	0	71.99999999999999	49.00000000000001	0	0	0	0	0	7.000000000000001	27.00000000000001	5.0000000000000036	0	14.000000000000002	0	105.99999999999999	2.000000000000001	0	14.000000000000002	0	0	0	0	0	2.000000000000001	0	0	0	0	0
EC-05B	49171.99999999999	4291.999999999999	53504.000000000015	70323.00000000004	20867.00000000001	26748.00000000002	1324.0000000000002	0	0	0	0	29.999999999999986	38.000000000000014	0	0	11.999999999999996	37.0	0	0	0	0	0	5.999999999999998	31.99999999999998	5.999999999999998	0	0.9999999999999993	0	49.999999999999986	0.0	0	7.999999999999995	0	0	0	0	0	0.9999999999999993	0	0	0	0	0
EC-05C	57090.0	4043.0000000000005	61180.00000000001	84225.00000000001	33055.999999999985	21255.000000000007	2388.9999999999995	0	0	0	0	106.0	110.00000000000001	0	0	22.999999999999996	29.0	0	0	0	0	0	3.0	17.000000000000004	1.9999999999999993	0	1.9999999999999993	0	63.99999999999998	6.999999999999999	0	6.0	0	0	0	0	0	5.0	0	0	0	0	0
EC-05D	63069.000000000015	6014.000000000002	69124.00000000001	93296.00000000004	35313.00000000001	24871.999999999996	2419.000000000001	0	0	0	0	96.00000000000003	144.0	0	0	17.000000000000004	59.99999999999999	0	0	0	0	0	8.0	32.0	9.0	0	4.9999999999999964	0	59.00000000000001	4.0	0	7.0	0	0	0	0	0	3.000000000000001	0	0	0	0	0
EC-05P	17905	517	18423	18423	8627	7890	1253	0	0	0	0	55	48	0	0	17	4	0	0	0	0	0	2	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EC-06	387584.9999999999	32788.0	420734.00000000023	549516.9999999999	228919.99999999988	147348.00000000003	5589.999999999998	0	0	0	0	1055.0000000000002	312.9999999999998	0	0	58.999999999999986	426.99999999999966	2249.999999999999	0	604.9999999999998	0	0	90.00000000000006	0	114.9999999999999	0	43.0	0	0	33.99999999999999	0	34.99999999999999	0	54.00000000000001	0	0	0	0	0	0	0	0	0
EC-06A	213259.00000000006	18101.000000000007	231597.00000000003	302836.00000000006	131952.00000000003	75266.99999999996	2010.9999999999995	0	0	0	0	603.0	149.00000000000006	0	0	29.0	257.0000000000001	1890.9999999999989	0	305.0000000000001	0	0	41.99999999999999	0	79.99999999999997	0	20.999999999999996	0	0	19.999999999999993	0	28.00000000000001	0	44.0	0	0	0	0	0	0	0	0	0
EC-06B	54925.0	4481.999999999999	59454.00000000003	78068.00000000001	31373.000000000007	22031.00000000002	1034.0	0	0	0	0	88.99999999999999	54.00000000000001	0	0	3.9999999999999982	49.999999999999986	129.0	0	91.0	0	0	0.9999999999999996	0	13.000000000000005	0	6.999999999999999	0	0	3.9999999999999982	0	3.000000000000001	0	3.9999999999999982	0	0	0	0	0	0	0	0	0
EC-06C	47843.0	4391.000000000001	52269.00000000002	71052.99999999999	26403.99999999998	19775.000000000004	1258.0	0	0	0	0	46.99999999999997	43.99999999999999	0	0	8.999999999999995	53.99999999999999	120.99999999999997	0	77.00000000000003	0	0	3.9999999999999987	0	8.999999999999995	0	13.000000000000002	0	0	6.000000000000002	0	3.000000000000001	0	3.000000000000001	0	0	0	0	0	0	0	0	0
EC-06D	56466.99999999998	5539.000000000001	62046.99999999998	82193.00000000004	30753.0	24387.000000000007	664.0	0	0	0	0	246.9999999999999	34.0	0	0	15.000000000000007	61.999999999999986	97.99999999999997	0	121.99999999999999	0	0	43.000000000000014	0	11.000000000000005	0	1.0000000000000004	0	0	4.000000000000002	0	1.0000000000000004	0	2.000000000000001	0	0	0	0	0	0	0	0	0
EC-06P	15091	275	15367	15367	8438	5888	623	0	0	0	0	69	32	0	0	2	4	11	0	10	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EC-07	624134.9999999998	15106.999999999982	639317.9999999995	852336.0	265180.0000000001	312518.00000000006	37778.00000000005	0	0	0	0	2966.9999999999945	3040.999999999999	0	0	1286.9999999999998	323.9999999999999	0	0	0	294.00000000000006	0	75.00000000000004	0	101.99999999999996	0	0	73.9999999999999	0	30.000000000000004	0	0	66.99999999999997	0	0	27.00000000000003	0	0	0	26.999999999999975	0	0	0
EC-07A	36048.99999999999	1001.9999999999999	37061.00000000001	52852.0	14524.000000000005	18236.999999999993	2099.0000000000005	0	0	0	0	190.99999999999997	867.0000000000001	0	0	63.00000000000001	14.0	0	0	0	17.999999999999996	0	3.9999999999999996	0	11.000000000000007	0	0	0.9999999999999999	0	3.0000000000000004	0	0	1.9999999999999998	0	0	0.0	0	0	0	0.9999999999999999	0	0	0
