entity_id	timestamp	electors	polled	valid	rejected	NPP	SJB	NDF	SLPP	ITAK	SB	UNP	UDV	DTNA	DLF	DNA	ACTC	IND17-10	EPDP	PSA	JPF	SLLP	UNA	IND11-04	TMK	DP	SLMC	JSP	TMVP	ACMC	IND14-10	IND07-11	IND06-06	IND03-19	APP	NIF	UNFF	IND02-18	AJP	NPPT	IND02-21	IND08-09	TULF	IND23-11	SBP	IND01-06	DUNF	PPP	IND11-06	IND08-04	IND04-21	IND03-10	IND02-20	IND06-03	IND02-10	IND04-07	IND02-08	IND02-22	ERDF	IND10-03	IND01-04	IND07-21	IND02-05	IND13-10	IND05-10	IND01-09	IND11-10	IND06-15	IND16-10	IND04-15	SLSP	IND04-04	IND07-03	USP	IND01-05	IND01-02	IND01-22	IND06-16	IND10-06	IND05-21	IND03-04	IND07-10	IND22-11	IND18-10	IND01-19	NFGG	IND02-06	IND02-09	IND07-06	IND03-06	IND01-07	IND03-21	IND13-12	IND04-06	IND04-17	JSWP	IND19-11	IND09-14	IND04-03	IND06-14	IND02-14	IND07-17	IND06-02	IND20-10	IND11-03	IND01-16	IND01-20	IND24-11	IND03-11	IND02-02	IND15-01	IND12-11	IND03-05	IND05-16	SEP	IND06-21	IND06-10	IND01-10	IND05-08	IND07-01	IND20-11	IND14-14	IND05-19	IND02-19	IND02-04	IND06-08	IND02-07	IND12-14	IND03-20	IND19-10	IND08-06	IND18-12	FPF	ELPP	IND05-07	IND09-01	IND09-06	IND17-01	IND08-17	LDP	IND10-04	NLNP	IND03-01	IND04-22	IND01-21	IND03-09	IND05-12	IND08-03	IND07-08	IND13-14	IND04-11	IND09-11	IND14-11	IND09-03	IND10-11	AITM	IND04-19	IND05-04	DUA	IND09-10	IND07-04	IND06-04	IND17-11	IND02-03	IND10-10	IND18-11	IND25-11	IND02-15	IND08-15	IND01-15	NSSP	IND12-04	IND04-10	IND07-15	IND02-17	LJP	IND02-11	IND08-10	IND05-15	IND09-04	IND12-10	IND05-11	IND21-10	IND11-14	IND04-09	IND05-09	IND03-03	IND17-02	IND08-01	IND16-01	IND01-03	IND01-14	IND12-01	IND03-13	IND05-06	IND09-09	IND03-22	IND06-17	IND07-05	IND05-03	IND06-05	IND01-11	IND03-14	IND19-01	UPA	IND14-01	IND06-11	IND08-02	IND09-15	IND06-09	IND03-17	IND13-11	IND05-05	IND01-17	IND12-12	IND14-16	IND08-11	IND15-10	IND15-02	IND03-16	IND07-14	IND07-09	IND03-07	IND04-08	IND01-18	IND11-11	IND02-12	IND01-08	IND04-14	IND03-08	IND04-05	IND08-13	IND09-17	IND06-01	IND11-12	IND20-13	IND04-02	IND15-12	IND01-01	IND09-02	IND05-17	IND03-02	IND03-15	IND15-11	IND10-14	IND03-12	IND24-12	IND04-01	IND10-12	IND18-01	IND12-02	IND14-13	IND07-16	IND13-01	IND10-02	IND02-16	IND11-01	IND05-14	IND11-16	IND04-12	IND09-12	IND05-02	IND17-13	IND02-01	IND15-16	IND07-02	IND05-01	IND10-16	IND11-02	PP	IND09-16	IND20-12	IND16-13	IND13-02	IND10-01	IND21-11	IND30-13	IND14-12	IND16-11	IND13-16	IND14-02	IND08-12	IND08-16	IND02-13	IND27-12	IND23-13	IND13-13	IND08-14	IND22-13	IND24-13	IND01-13	IND04-13	IND19-12	IND31-13	IND38-13	IND04-16	IND12-16	IND16-02	IND43-13	IND17-12	IND10-13	IND15-13	IND23-12	IND22-12	IND09-13	IND21-12	IND27-13	IND12-13	SLMP	IND11-13	IND35-13	IND06-12	IND07-12	IND42-13	IND01-12	IND25-12	IND26-13	IND06-13	IND21-13	IND19-13	IND18-13	IND16-12	IND39-13	IND25-13	IND41-13	IND29-13	IND34-13	IND36-13	IND37-13	IND07-13	IND26-12	IND32-13	IND05-13	IND40-13	IND28-13	IND33-13
EC-02B	2024-11-15 07:44:13:394	115928	75320	70088	5232	52237	8068	3882	1085	0	481	0	1853	0	474	153	0	0	0	219	13	0	48	0	0	37	0	52	0	0	0	0	0	0	29	39	108	0	45	57	0	0	0	0	51	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	177	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	29	0	26	0	0	0	0	0	0	0	0	22	0	0	0	42	0	0	0	0	0	0	13	0	0	0	13	0	0	25	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02E	2024-11-15 07:30:52:174	132703	90987	85745	5242	61619	12058	3560	2632	0	1676	0	1240	0	403	114	0	0	0	219	86	0	42	0	0	112	0	73	0	0	0	0	0	0	57	94	52	0	73	70	0	0	0	0	62	0	147	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	240	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	35	0	40	0	0	0	0	0	0	0	0	32	0	0	0	21	0	0	0	0	0	0	39	0	0	0	27	0	0	18	0	0	0	0	30	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02H	2024-11-15 07:34:09:898	162843	112796	107687	5109	82357	9020	3075	5231	0	2730	0	2040	0	394	117	0	0	0	462	60	0	44	0	0	167	0	77	0	0	0	0	0	0	42	44	54	0	163	112	0	0	0	0	40	0	53	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	227	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	41	0	29	0	0	0	0	0	0	0	0	24	0	0	0	26	0	0	0	0	0	0	20	0	0	0	30	0	0	7	0	0	0	0	12	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02K	2024-11-15 07:35:12:282	127591	89686	84969	4717	59891	12088	1948	4259	0	2698	0	1107	0	457	75	0	0	0	284	37	0	66	0	0	126	0	134	0	0	0	0	0	0	48	71	75	0	70	69	0	0	0	0	54	0	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	214	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	25	0	36	0	0	0	0	0	0	0	0	34	0	0	0	22	0	0	0	0	0	0	26	0	0	0	11	0	0	27	0	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-02P	2024-11-15 05:33:53:559	54622	53808	52330	1478	42808	3337	2280	1637	0	984	0	570	0	73	27	0	0	0	136	24	0	21	0	0	77	0	21	0	0	0	0	0	0	6	10	21	0	45	23	0	0	0	0	8	0	27	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	27	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	9	0	0	5	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03A	2024-11-15 03:32:47:107	125004	87836	83748	4088	59128	13491	2781	3229	0	2174	0	854	0	0	58	0	0	0	261	168	0	0	0	0	284	0	68	0	0	0	0	0	0	0	39	0	0	88	0	0	0	0	0	103	0	0	37	0	0	0	0	0	268	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	122	35	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	39	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03B	2024-11-15 03:22:23:230	154127	107753	102825	4928	70248	18299	4619	3925	0	2401	0	739	0	0	89	0	0	0	311	156	0	0	0	0	220	0	130	0	0	0	0	0	0	0	112	0	0	139	0	0	0	0	0	105	0	0	52	0	0	0	0	0	408	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	231	60	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	79	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03C	2024-11-15 04:32:50:060	140472	95071	90313	4758	62730	12746	5276	2986	0	3696	0	603	0	0	120	0	0	0	158	96	0	0	0	0	192	0	77	0	0	0	0	0	0	0	104	0	0	98	0	0	0	0	0	80	0	0	30	0	0	0	0	0	381	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	251	55	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	42	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03D	2024-11-15 04:11:34:402	86495	58611	54828	3783	33538	12230	1901	3737	0	748	0	456	0	0	54	0	0	0	203	186	0	0	0	0	117	0	57	0	0	0	0	0	0	0	65	0	0	70	0	0	0	0	0	74	0	0	26	0	0	0	0	0	335	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	195	65	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	33	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03E	2024-11-15 04:12:42:097	117698	81248	76225	5023	47449	14575	4627	2550	0	1026	0	1799	0	0	112	0	0	0	255	554	0	0	0	0	110	0	69	0	0	0	0	0	0	0	57	0	0	106	0	0	0	0	0	75	0	0	38	0	0	0	0	0	364	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	0	240	79	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	18	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03F	2024-11-15 03:03:19:087	127411	88462	84037	4425	59367	12493	4983	2064	0	1277	0	1300	0	0	83	0	0	0	432	128	0	0	0	0	134	0	88	0	0	0	0	0	0	0	85	0	0	82	0	0	0	0	0	64	0	0	40	0	0	0	0	0	392	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	200	40	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	25	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03G	2024-11-15 04:28:28:382	130385	93396	88337	5059	51154	24633	4440	4728	0	552	0	691	0	0	63	0	0	0	213	153	0	0	0	0	53	0	65	0	0	0	0	0	0	0	38	0	0	162	0	0	0	0	0	75	0	0	44	0	0	0	0	0	358	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	227	31	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	26	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03H	2024-11-15 04:51:32:532	104324	71338	67369	3969	39708	17125	3717	2693	0	1077	0	489	0	0	103	0	0	0	260	196	0	0	0	0	119	0	80	0	0	0	0	0	0	0	52	0	0	128	0	0	0	0	0	90	0	0	35	0	0	0	0	0	346	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	271	83	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	34	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-03P	2024-11-14 22:42:56:978	38328	37746	36810	936	29076	3340	1913	1160	0	613	0	159	0	0	21	0	0	0	118	43	0	0	0	0	67	0	16	0	0	0	0	0	0	0	14	0	0	35	0	0	0	0	0	11	0	0	8	0	0	0	0	0	45	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04A	2024-11-15 05:19:22:472	54019	35672	33009	2663	21482	6767	1524	913	0	586	0	0	0	367	71	0	0	0	34	76	0	0	291	0	30	0	35	0	0	0	0	0	0	39	35	0	0	59	43	0	0	8	0	0	0	28	15	0	193	0	0	0	0	0	0	0	0	23	0	75	0	0	0	0	0	0	0	0	0	14	88	0	20	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	18	25	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04B	2024-11-15 07:37:41:777	173305	120090	111512	8578	74054	18491	2865	2981	0	2034	0	0	0	1169	142	0	0	0	186	119	0	0	6610	0	138	0	118	0	0	0	0	0	0	95	185	0	0	167	131	0	0	62	0	0	0	67	42	0	598	0	0	0	0	0	0	0	0	61	0	240	0	0	0	0	0	0	0	0	0	70	325	0	65	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	44	71	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04C	2024-11-15 05:15:36:288	92904	62881	57612	5269	34882	13608	3011	1100	0	862	0	0	0	768	137	0	0	0	92	91	0	0	1265	0	67	0	60	0	0	0	0	0	0	62	71	0	0	107	59	0	0	62	0	0	0	58	21	0	245	0	0	0	0	0	0	0	0	92	0	236	0	0	0	0	0	0	0	0	0	35	173	0	39	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	43	36	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
