entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	__OTHER
EC-03H	71828	5351	77179	100410	48038	17504	2408	0	1401	0	0	0	1252	0	0	0	0	0	0	0	0	0	0	0	124	159	0	0	0	66	0	56	0	0	34	0	0	163	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	458
EC-03P	34928	1582	36510	37777	23686	6396	2589	0	1183	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	29	86	0	0	0	6	0	158	0	0	23	0	0	38	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	58
EC-04	812578	57091	869669	1129100	477446	234523	22997	0	19012	0	7288	0	0	0	0	0	0	0	0	0	0	25797	0	0	2012	688	13674	0	0	875	906	0	0	0	522	0	0	0	0	0	612	319	0	579	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	4443
EC-04A	36915	2365	39280	52073	24888	8575	948	0	645	0	198	0	0	0	0	0	0	0	0	0	0	949	0	0	109	25	108	0	0	55	44	0	0	0	16	0	0	0	0	0	26	20	0	67	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	198
EC-04B	116357	7908	124265	162717	61159	35532	2712	0	2290	0	1552	0	0	0	0	0	0	0	0	0	0	3457	0	0	208	129	8199	0	0	109	98	0	0	0	105	0	0	0	0	0	64	18	0	70	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	555
EC-04C	61389	5063	66452	87639	32456	20438	1222	0	1604	0	1065	0	0	0	0	0	0	0	0	0	0	2168	0	0	169	63	1218	0	0	72	104	0	0	0	30	0	0	0	0	0	48	29	0	54	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	532
EC-04D	44040	3423	47463	58588	28630	12410	937	0	450	0	152	0	0	0	0	0	0	0	0	0	0	619	0	0	138	20	110	0	0	66	67	0	0	0	21	0	0	0	0	0	50	26	0	47	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	241
EC-04E	34626	3262	37888	48329	20486	10391	601	0	635	0	114	0	0	0	0	0	0	0	0	0	0	1595	0	0	101	29	127	0	0	59	55	0	0	0	13	0	0	0	0	0	30	22	0	36	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	287
EC-04F	69774	4743	74517	99506	40939	18707	2528	0	1555	0	572	0	0	0	0	0	0	0	0	0	0	4401	0	0	174	54	189	0	0	61	55	0	0	0	32	0	0	0	0	0	47	39	0	42	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	323
EC-04G	49693	4438	54131	70373	27733	16963	594	0	1437	0	439	0	0	0	0	0	0	0	0	0	0	1363	0	0	140	30	378	0	0	56	79	0	0	0	59	0	0	0	0	0	42	13	0	30	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	287
EC-04H	56369	3061	59430	83715	32433	15502	2890	0	1665	0	618	0	0	0	0	0	0	0	0	0	0	2221	0	0	142	29	323	0	0	60	34	0	0	0	40	0	0	0	0	0	31	16	0	23	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	295
EC-04I	27096	1167	28263	40471	13337	9366	1339	0	1234	0	311	0	0	0	0	0	0	0	0	0	0	698	0	0	74	12	318	0	0	21	16	0	0	0	17	0	0	0	0	0	20	11	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	281
EC-04J	57863	2779	60642	81284	38839	12532	1831	0	1257	0	567	0	0	0	0	0	0	0	0	0	0	2000	0	0	128	36	226	0	0	52	56	0	0	0	16	0	0	0	0	0	39	13	0	38	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	184
EC-04K	60819	3724	64543	84711	35786	17732	1753	0	1567	0	436	0	0	0	0	0	0	0	0	0	0	2142	0	0	122	99	580	0	0	55	67	0	0	0	30	0	0	0	0	0	74	18	0	43	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	248
EC-04L	76308	6885	83193	107217	41759	26331	1276	0	1937	0	406	0	0	0	0	0	0	0	0	0	0	2101	0	0	208	48	1382	0	0	90	114	0	0	0	31	0	0	0	0	0	48	40	0	38	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	416
EC-04M	71207	6053	77260	98425	43629	21533	1431	0	1327	0	425	0	0	0	0	0	0	0	0	0	0	1269	0	0	252	63	315	0	0	109	99	0	0	0	61	0	0	0	0	0	69	26	0	67	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	448
EC-04P	50122	2220	52342	54052	35372	8511	2935	0	1409	0	433	0	0	0	0	0	0	0	0	0	0	814	0	0	47	51	201	0	0	10	18	0	0	0	51	0	0	0	0	0	24	28	0	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	148
EC-05	288073	24503	312576	407569	188779	73955	7542	0	6592	0	3984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	348	308	0	0	0	306	0	0	0	171	0	152	182	0	0	0	0	0	225	0	0	2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347
EC-05A	93706	7875	101581	134443	65667	20344	2326	0	2783	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	130	85	0	0	0	39	0	0	0	43	0	58	41	0	0	0	0	0	74	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581
EC-05B	51202	4435	55637	70392	35967	12529	833	0	669	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	67	63	0	0	0	34	0	0	0	49	0	33	43	0	0	0	0	0	47	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411
EC-05C	58069	4714	62783	86032	33927	18272	1757	0	1185	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	55	71	0	0	0	149	0	0	0	24	0	28	37	0	0	0	0	0	39	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562
EC-05D	64699	6527	71226	94725	38254	19415	1598	0	1261	0	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	94	80	0	0	0	68	0	0	0	52	0	29	52	0	0	0	0	0	59	0	0	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741
EC-05P	20397	952	21349	21977	14964	3395	1028	0	694	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	9	0	0	0	16	0	0	0	3	0	4	9	0	0	0	0	0	6	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
EC-06	422977	42048	465025	577717	230389	132008	5043	0	12974	0	916	0	6227	0	0	0	0	0	0	0	0	0	17107	0	0	517	0	0	0	706	449	0	0	0	0	2156	0	0	0	3878	0	0	0	0	3466	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	1577	0	0	0	0	0	0	1300	0	0	0	3730
EC-06A	235269	23474	258743	323548	122028	78222	1969	0	6356	0	404	0	1837	0	0	0	0	0	0	0	0	0	14787	0	0	263	0	0	0	450	204	0	0	0	0	1346	0	0	0	2559	0	0	0	0	213	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	1045	0	0	0	2298
EC-06B	57807	5818	63625	81175	31822	18599	901	0	1936	0	152	0	855	0	0	0	0	0	0	0	0	0	1004	0	0	57	0	0	0	86	66	0	0	0	0	249	0	0	0	722	0	0	0	0	460	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	193	0	0	0	453
EC-06C	51111	4830	55941	70011	29869	12949	964	0	2394	0	162	0	1813	0	0	0	0	0	0	0	0	0	121	0	0	56	0	0	0	63	97	0	0	0	0	219	0	0	0	36	0	0	0	0	1745	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	15	0	0	0	413
EC-06D	60656	6794	67450	83242	34919	18556	538	0	1568	0	159	0	1360	0	0	0	0	0	0	0	0	0	898	0	0	123	0	0	0	104	76	0	0	0	0	252	0	0	0	472	0	0	0	0	727	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	29	0	0	0	535
EC-06P	18134	1132	19266	19741	11751	3682	671	0	720	0	39	0	362	0	0	0	0	0	0	0	0	0	297	0	0	18	0	0	0	3	6	0	0	0	0	90	0	0	0	89	0	0	0	0	321	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	18	0	0	0	31
EC-07	610052	35751	645803	867709	430334	115456	29963	0	18968	0	6419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	0	0	0	586	363	0	0	0	187	0	693	0	488	0	499	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2984
EC-07A	35389	2212	37601	53047	25850	6105	1235	0	1224	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	28	21	0	0	0	11	0	46	0	30	0	35	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163
EC-07B	52375	3115	55490	76150	39142	8202	2321	0	1242	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	44	29	0	0	0	15	0	60	0	46	0	31	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205
EC-07C	52028	2899	54927	74570	39857	7511	1881	0	1220	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	61	23	0	0	0	6	0	52	0	55	0	44	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205
EC-07D	61605	3739	65344	89173	45117	10464	2753	0	1353	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	72	37	0	0	0	24	0	78	0	46	0	131	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312
EC-07E	73128	4497	77625	100525	50395	16587	2524	0	2118	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	81	57	0	0	0	23	0	139	0	67	0	62	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537
EC-07F	66579	4722	71301	96484	47262	13247	2842	0	1574	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	93	47	0	0	0	21	0	89	0	65	0	47	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385
EC-07G	52477	3379	55856	77494	38904	8596	1993	0	1644	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	54	27	0	0	0	18	0	84	0	43	0	41	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281
EC-07H	56067	2602	58669	80580	27535	18706	4380	0	3930	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	35	35	0	0	0	22	0	45	0	29	0	17	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277
EC-07I	66347	3561	69908	96897	46093	12266	4550	0	1824	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	55	24	0	0	0	22	0	38	0	45	0	41	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269
EC-07J	55981	3351	59332	82019	42497	8628	2349	0	1332	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	49	44	0	0	0	13	0	49	0	48	0	31	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224
EC-07P	38076	1674	39750	40770	27682	5144	3135	0	1507	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	14	19	0	0	0	12	0	13	0	14	0	19	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
EC-08	478379	22578	500957	659587	352217	72740	37136	0	7631	0	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	489	0	0	0	0	0	0	0	0	111	0	632	0	381	0	280	158	0	0	0	0	0	0	0	0	0	0	0	2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871
EC-08A	71125	5405	76530	101219	51681	11619	4332	0	1783	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	236	116	0	0	0	0	0	0	0	0	33	0	183	0	78	0	53	28	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229
