entity_id	valid	rejected	polled	electors	UPFA	UNP	USP	JSP	ULPP	NLF	RPP	SLNF	ULF	DUA	SEP	SLPF	UNAF
EC-01N	109602.00000000003	1110.0	110712.00000000003	140093.99999999994	66660.0	42041.99999999999	163.00000000000003	237.99999999999991	191.99999999999997	66.99999999999999	57.0	39.99999999999999	58.99999999999997	32.999999999999986	37.000000000000014	9.999999999999998	4.000000000000001
EC-01O	92088.99999999997	975.0000000000001	93063.99999999999	115759.00000000001	48047.00000000001	43207.00000000001	231.99999999999997	192.00000000000003	142.99999999999997	52.0	56.99999999999999	32.99999999999999	37.99999999999999	34.00000000000001	37.00000000000001	13.0	4.0
EC-01P	17144	340	17484	17484	10901	6143	8	2	62	9	5	5	1	1	6	0	1
EC-02	1089276.9999999988	11724.000000000005	1101001.000000001	1390691.0000000005	596697.9999999993	481763.99999999994	2789.9999999999973	2371.0000000000023	1983.0000000000025	856.0000000000001	630.9999999999994	570.0000000000013	608.9999999999989	417.99999999999983	343.0000000000005	156.99999999999972	87.00000000000006
EC-02A	73148.00000000001	873.0	74021.00000000001	94455.00000000004	31446.0	40984.0	199.99999999999997	141.0	150.99999999999997	47.00000000000002	36.99999999999999	36.99999999999999	39.0	21.999999999999996	30.999999999999996	7.999999999999999	5.0
EC-02B	65802.0	799.0	66601.0	89360.99999999999	24236.000000000004	40804.99999999999	251.99999999999997	140.99999999999997	91.99999999999999	74.99999999999999	37.00000000000001	34.0	45.99999999999999	41.99999999999999	25.000000000000007	16.0	1.0
EC-02C	90528.00000000003	977.0	91505.00000000003	114595.00000000001	49094.99999999999	40472.99999999999	257.99999999999994	195.0	176.99999999999994	78.99999999999999	83.99999999999999	43.00000000000001	52.0	30.999999999999986	17.999999999999996	13.0	10.0
EC-02D	75099.99999999997	680.0000000000005	75779.99999999999	93677.0	39347.00000000001	34944.99999999999	217.00000000000003	178.99999999999994	114.99999999999999	79.00000000000003	46.00000000000001	48.0	51.0	35.99999999999997	15.000000000000004	15.000000000000004	6.999999999999999
EC-02E	82801.0	982.0	83783.00000000001	107553.00000000006	45537.000000000015	36345.0	226.99999999999997	196.00000000000009	144.99999999999997	85.0	37.999999999999986	62.000000000000014	69.99999999999999	41.999999999999986	27.999999999999996	12.999999999999998	12.999999999999998
EC-02F	88220.00000000001	947.0	89167.0	111211.0	49508.99999999998	37801.0	259.0	179.0	161.99999999999997	73.99999999999996	41.999999999999986	38.000000000000014	58.999999999999964	36.000000000000014	28.99999999999999	22.000000000000004	10.000000000000005
EC-02G	86567.99999999996	1090.0000000000002	87657.99999999997	112898.0	52393.00000000001	33170.999999999985	252.0	214.00000000000003	207.99999999999997	82.99999999999991	63.0	47.99999999999998	39.999999999999986	37.0	34.999999999999986	15.999999999999996	7.999999999999998
EC-02H	97241.00000000001	943.9999999999998	98185.00000000003	124714.00000000004	62018.00000000004	34376.00000000001	196.99999999999994	190.99999999999994	168.00000000000006	70.0	54.99999999999997	42.000000000000014	45.99999999999999	31.0	28.999999999999993	8.999999999999998	8.999999999999998
EC-02I	90361.99999999999	972.9999999999999	91334.99999999999	117040.00000000003	46949.999999999985	42605.999999999985	196.00000000000003	166.99999999999997	174.99999999999997	54.0	51.00000000000001	45.0	56.00000000000001	19.0	28.99999999999999	11.0	3.0
EC-02J	95379.99999999999	900.9999999999997	96281.00000000003	122038.99999999996	56758.999999999985	37771.99999999999	211.00000000000006	197.99999999999994	155.00000000000003	54.99999999999997	60.000000000000014	49.99999999999999	41.99999999999999	35.0	28.99999999999999	10.0	4.000000000000001
EC-02K	77055.0	669.0000000000003	77724.0	97142.99999999996	45848.99999999998	30306.000000000007	227.0	237.99999999999997	128.99999999999997	61.0	51.00000000000002	55.99999999999999	51.99999999999999	39.0	27.999999999999996	11.0	8.0
EC-02L	78600.99999999999	753.9999999999997	79355.0	99193.00000000004	43248.99999999999	34685.00000000001	155.0	182.99999999999997	118.0	47.00000000000001	41.999999999999986	41.0	28.000000000000007	22.99999999999999	20.999999999999993	7.000000000000002	1.9999999999999996
EC-02M	62387.00000000001	708.0000000000001	63094.99999999999	80301.0	33178.99999999999	28675.99999999999	130.0	141.99999999999997	101.00000000000001	37.0	23.000000000000007	19.999999999999993	26.0	23.000000000000007	19.999999999999993	4.999999999999998	4.999999999999998
EC-02P	26084	427	26511	26511	17131	8819	9	7	87	10	2	6	2	2	6	1	2
EC-03	615860.0	6517.000000000002	622376.9999999995	781174.9999999991	341693.00000000035	266043.0000000001	2623.000000000003	1920.9999999999977	864.9999999999989	613.9999999999997	467.99999999999994	422.00000000000034	424.0000000000001	339.00000000000017	214.99999999999986	164.99999999999991	68.0
EC-03A	79921.0	762.0	80683.0	101327.99999999997	46096.999999999985	33034.0	216.0	182.0	128.0	84.99999999999999	46.0	25.0	47.00000000000001	22.0	23.0	13.999999999999996	2.0
EC-03B	86291.00000000003	870.0	87160.99999999996	107307.99999999996	50480.99999999999	34749.00000000002	341.0	278.9999999999999	105.00000000000004	63.00000000000001	51.99999999999999	59.0	72.0	40.00000000000003	20.999999999999996	22.99999999999999	6.000000000000001
EC-03C	80089.00000000001	802.0	80891.0	100084.99999999999	44800.99999999998	34299.999999999985	293.0	231.99999999999986	134.0	68.0	56.0	54.00000000000001	53.00000000000001	48.00000000000001	21.000000000000004	15.000000000000009	14.0
EC-03D	56179.0	644.0	56822.99999999998	71079.99999999996	29218.000000000007	25917.999999999996	370.99999999999994	251.00000000000006	84.99999999999996	81.00000000000004	46.0	66.00000000000001	35.99999999999999	40.00000000000001	28.000000000000018	30.000000000000004	8.999999999999998
EC-03E	71982.0	755.9999999999998	72738.0	93479.00000000001	40005.99999999999	30853.0	379.00000000000017	271.00000000000006	105.00000000000003	67.00000000000003	65.00000000000004	60.000000000000014	58.0	53.0	29.0	22.999999999999993	13.0
EC-03F	78930.00000000001	808.0	79738.00000000001	102020.00000000001	45142.99999999997	32916.00000000001	237.00000000000009	222.0000000000001	91.00000000000004	63.0	76.00000000000003	47.99999999999998	42.99999999999999	36.0	37.0	13.000000000000002	5.000000000000001
EC-03G	75850.99999999997	885.0	76736.00000000001	99026.00000000001	37402.00000000001	37390.00000000001	372.00000000000006	224.00000000000003	105.00000000000003	83.99999999999997	65.99999999999999	48.0	55.00000000000001	46.99999999999999	27.0	20.999999999999993	9.999999999999998
EC-03H	70081.0	655.9999999999997	70737.0	89979.0	37518.00000000001	31449.0	407.9999999999998	253.99999999999994	81.0	91.00000000000001	57.00000000000003	57.00000000000003	55.99999999999998	52.0	24.0	26.0	8.000000000000002
EC-03P	16536	334	16870	16870	11027	5434	6	6	31	12	4	5	4	1	5	0	1
EC-04	712620.0000000001	9817.0	722436.9999999994	933754.0000000007	315672.0000000003	387149.99999999965	2775.0000000000023	2588.999999999999	1090.9999999999998	716.9999999999998	487.00000000000006	584.0000000000008	529.0000000000006	372.0000000000005	306.99999999999966	219.00000000000057	128.0
EC-04A	38269.0	381.9999999999999	38650.999999999985	50898.00000000001	17452.999999999993	20176.999999999996	176.99999999999997	199.99999999999994	48.000000000000014	48.99999999999998	24.999999999999993	42.00000000000001	42.99999999999999	19.999999999999996	15.0	12.000000000000004	8.000000000000002
EC-04B	104777.00000000001	1432.0	106209.0	138171.00000000006	43539.999999999985	59899.00000000001	390.0000000000001	321.9999999999999	147.00000000000003	91.00000000000001	71.99999999999999	76.99999999999997	83.99999999999999	62.0	32.99999999999999	39.000000000000014	20.999999999999996
EC-04C	53433.00000000001	884.9999999999997	54317.99999999998	71823.0	20609.999999999993	31956.999999999996	284.0	206.00000000000006	99.99999999999997	73.0	31.999999999999996	49.999999999999986	39.00000000000001	27.00000000000001	28.999999999999993	17.0	9.000000000000002
EC-04D	40933.999999999985	564.0000000000002	41497.999999999985	52746.99999999997	19973.000000000004	20269.000000000004	185.99999999999997	206.99999999999994	55.0	68.00000000000001	36.00000000000001	46.0	33.000000000000014	27.999999999999993	13.999999999999996	9.000000000000002	10.0
EC-04E	32567.0	452.00000000000017	33019.000000000015	41465.0	15367.000000000002	16646.000000000004	175.99999999999991	137.99999999999997	44.99999999999998	42.99999999999998	23.000000000000004	38.00000000000001	35.00000000000001	21.99999999999999	12.999999999999998	17.000000000000004	4.0
EC-04F	59371.999999999985	745.9999999999999	60118.00000000001	77020.0	27385.0	31321.00000000001	204.0	169.00000000000003	82.99999999999999	33.00000000000001	40.0	34.999999999999986	26.000000000000007	24.000000000000004	28.000000000000004	20.0	4.000000000000002
EC-04G	45663.999999999985	659.9999999999999	46323.99999999999	61006.00000000001	19058.0	25874.0	233.00000000000006	230.99999999999991	55.000000000000014	47.999999999999986	22.999999999999993	37.99999999999999	37.99999999999999	28.00000000000001	14.000000000000005	14.000000000000005	10.000000000000002
EC-04H	52052.000000000015	630.0000000000002	52682.000000000015	69243.0	22670.0	28893.999999999996	124.0	119.99999999999999	83.0	37.00000000000001	16.0	28.999999999999993	25.0	16.0	21.00000000000001	11.999999999999998	5.000000000000001
EC-04I	26811.0	334.99999999999994	27146.0	36326.00000000001	9435.0	17130.0	55.0	55.0	57.0	20.000000000000004	15.000000000000002	5.999999999999998	14.000000000000002	7.000000000000001	10.000000000000002	5.999999999999998	1.0000000000000002
EC-04J	55934.00000000002	593.9999999999999	56527.99999999999	72329.0	27428.0	27791.0	158.99999999999997	210.0	99.99999999999999	48.00000000000001	49.99999999999999	46.00000000000001	33.99999999999999	26.000000000000007	19.0	12.000000000000002	10.999999999999998
EC-04K	54445.000000000015	726.0000000000001	55170.99999999999	71840.0	22733.000000000007	30979.000000000004	203.00000000000003	181.0	90.0	54.99999999999999	40.00000000000001	45.0	45.0	29.000000000000007	23.999999999999982	14.0	7.0
EC-04L	62602.999999999985	1036.0	63639.000000000015	84166.99999999999	25790.000000000004	35829.0	275.99999999999994	258.0	86.0	70.0	55.99999999999998	63.999999999999986	65.00000000000001	40.99999999999997	27.00000000000001	19.000000000000004	21.99999999999999
EC-04M	59452.99999999999	964.9999999999998	60418.0	80002.99999999999	28543.999999999993	29882.00000000001	296.0	276.99999999999994	85.00000000000001	74.0	55.99999999999999	62.99999999999999	43.99999999999998	40.000000000000014	48.000000000000014	27.999999999999996	15.999999999999996
EC-04P	26306	410	26716	26716	15686	10502	12	15	57	8	3	5	4	2	12	0	0
EC-05	250620.00000000012	3784.9999999999986	254405.00000000006	332515.00000000006	120533.00000000001	125937.00000000004	1212.0	1216.9999999999993	342.0	355.99999999999983	224.00000000000017	227.99999999999972	208.0	141.00000000000003	95.00000000000011	75.99999999999996	51.00000000000003
EC-05A	83778.0	1073.0000000000002	84851.00000000006	111401.00000000001	43853.000000000015	38692.000000000015	325.0000000000002	361.0000000000001	102.00000000000004	117.0	84.00000000000006	70.99999999999997	61.00000000000002	40.99999999999997	30.999999999999993	22.999999999999996	17.0
EC-05B	46780.99999999999	679.0000000000001	47460.00000000003	60990.0	23637.00000000001	22249.000000000004	243.0	279.0	37.0	85.99999999999999	51.0	64.99999999999997	45.00000000000001	35.00000000000001	27.999999999999986	13.999999999999993	11.999999999999996
EC-05C	51439.00000000001	931.9999999999995	52371.0	71170.99999999999	20944.999999999993	29636.999999999993	277.99999999999994	235.00000000000003	87.99999999999997	72.99999999999997	33.00000000000001	34.00000000000001	48.0	24.99999999999999	17.000000000000004	15.0	10.999999999999996
EC-05D	58128.999999999985	955.0000000000001	59083.99999999997	78313.99999999997	25550.999999999996	31448.999999999996	362.0	334.0	96.00000000000003	77.99999999999999	54.999999999999986	57.99999999999999	52.99999999999997	38.99999999999999	18.99999999999999	24.000000000000007	11.000000000000002
EC-05P	10493	146	10639	10639	6547	3910	4	8	19	2	1	0	1	1	0	0	0
EC-06	355875.00000000023	5410.0	361285.0000000002	454527.99999999965	99550.00000000003	250427.9999999998	2621.9999999999995	1464.9999999999966	375.9999999999993	287.00000000000006	202.00000000000017	199.0	215.00000000000023	163.99999999999983	145.99999999999963	136.99999999999994	83.99999999999983
EC-06A	192961.00000000003	2841.0000000000005	195802.00000000006	246061.99999999997	33453.00000000002	156343.0	1630.9999999999995	689.0000000000002	182.0	114.99999999999994	79.00000000000003	67.00000000000001	124.99999999999993	73.00000000000001	89.99999999999994	73.99999999999999	39.999999999999986
EC-06B	51547.99999999999	576.0	52123.999999999985	65997.99999999999	17644.999999999993	33073.0	378.0000000000001	204.0	51.0	34.999999999999986	27.000000000000004	28.999999999999996	27.000000000000004	15.999999999999993	23.000000000000014	24.000000000000007	15.999999999999993
EC-06C	48691.0	843.0	49534.00000000001	63420.99999999999	20725.000000000007	27060.999999999993	276.99999999999994	285.0000000000001	58.00000000000002	56.99999999999997	46.000000000000014	58.00000000000002	33.00000000000001	40.000000000000014	17.99999999999999	17.99999999999999	15.0
EC-06D	55519.00000000001	1003.0000000000001	56522.0	71744.0	23688.0	30852.000000000007	332.9999999999999	285.0	73.99999999999997	77.99999999999999	50.00000000000001	45.00000000000001	30.000000000000014	35.00000000000001	15.000000000000007	21.000000000000004	13.0
EC-06P	7156	147	7303	7303	4039	3099	3	2	11	2	0	0	0	0	0	0	0
EC-07	594467.9999999995	5540.000000000006	600008.0000000013	751326.9999999995	347232.9999999998	239319.99999999974	2243.999999999999	2172.9999999999973	872.9999999999999	523.9999999999998	517.0	469.0000000000003	388.00000000000006	305.00000000000006	221.00000000000009	136.0	64.99999999999994
EC-07A	36651.99999999999	291.0	36943.000000000015	48826.0	20742.999999999993	15460.000000000002	132.99999999999997	124.99999999999999	34.0	20.0	35.99999999999999	26.0	15.999999999999998	19.000000000000004	28.0	7.999999999999999	3.9999999999999996
EC-07B	51109.99999999999	508.99999999999994	51619.00000000001	64863.99999999999	30418.0	20093.0	151.00000000000003	169.99999999999997	59.00000000000001	48.000000000000014	49.00000000000002	42.00000000000001	24.999999999999993	24.999999999999993	18.999999999999996	4.0	7.000000000000003
EC-07C	49252.999999999985	480.99999999999994	49734.00000000002	64111.000000000015	31157.000000000007	17438.000000000004	163.99999999999997	179.0	73.0	49.00000000000001	60.000000000000014	41.99999999999999	32.0	29.000000000000007	16.999999999999996	8.0	4.999999999999999
EC-07D	65546.00000000001	572.0	66118.0	82282.00000000001	38779.00000000001	25766.999999999996	296.00000000000006	268.0	99.99999999999999	67.99999999999997	64.0	70.00000000000004	52.99999999999999	41.000000000000014	14.999999999999996	16.999999999999993	8.0
EC-07E	74929.00000000004	653.9999999999998	75582.99999999996	89156.00000000006	42304.0	31488.999999999993	301.00000000000006	354.00000000000006	112.0	71.00000000000003	82.00000000000001	60.0	61.0	39.00000000000001	28.999999999999993	16.000000000000004	11.000000000000005
EC-07F	69529.99999999997	698.9999999999999	70228.99999999999	85785.99999999999	40558.000000000015	27764.0	353.99999999999994	350.0000000000001	112.00000000000001	83.99999999999996	68.0	78.0	53.00000000000001	40.0	27.00000000000001	28.000000000000004	14.000000000000002
EC-07G	56265.00000000002	497.99999999999994	56763.0	73737.0	34258.99999999999	21330.0	220.99999999999997	176.0	63.99999999999997	46.99999999999999	41.0	31.999999999999986	26.999999999999993	25.000000000000007	31.000000000000004	8.999999999999998	2.9999999999999982
EC-07H	52678.0	520.0	53198.00000000001	71425.00000000001	24971.999999999993	27166.0	199.00000000000003	104.00000000000001	84.99999999999999	23.999999999999996	23.000000000000004	27.99999999999999	30.000000000000007	23.000000000000004	11.0	11.0	2.0
EC-07I	61779.00000000001	560.0	62338.99999999999	78496.0	36424.0	24569.99999999999	222.00000000000003	211.00000000000009	107.00000000000006	53.999999999999986	43.0	39.0	40.0	26.999999999999993	20.0	17.000000000000007	5.0
EC-07J	57949.00000000001	495.0000000000002	58444.000000000015	73606.00000000003	35002.0	22164.0	193.99999999999997	233.00000000000009	79.99999999999997	54.00000000000001	46.99999999999999	48.00000000000001	49.0	34.99999999999998	19.000000000000007	17.999999999999996	6.000000000000001
EC-07P	18777	261	19038	19038	12617	6079	9	3	47	5	4	4	2	2	5	0	0
EC-08	451721.9999999998	4076.9999999999986	455799.0	577327.0000000005	279411.0000000002	165836.99999999988	1686.9999999999995	1876.999999999999	554.0000000000005	524.0000000000002	450.9999999999997	450.9999999999997	277.0	319.9999999999998	139.9999999999999	119.0000000000002	74.00000000000006
EC-08A	66173.0	879.0000000000002	67052.0	82636.00000000004	36915.99999999999	28015.000000000004	370.00000000000006	330.0	86.99999999999999	109.00000000000003	72.99999999999999	83.00000000000004	52.00000000000001	54.00000000000001	31.999999999999996	33.0	19.0
EC-08B	64117.999999999985	571.0000000000001	64689.00000000001	82128.0	40567.00000000001	22365.99999999999	294.00000000000006	368.0	75.00000000000001	90.00000000000001	98.0	88.00000000000004	45.00000000000001	70.99999999999997	18.999999999999996	27.000000000000007	9.999999999999991
EC-08C	67245.99999999999	570.0000000000003	67816.0	84866.99999999999	41091.00000000001	25102.999999999993	279.0000000000001	326.0	68.00000000000001	97.99999999999996	62.999999999999986	79.00000000000001	42.99999999999999	51.0	19.999999999999996	17.999999999999993	6.999999999999999
EC-08D	58237.00000000004	457.99999999999994	58694.99999999999	75953.00000000001	37640.99999999999	19770.999999999996	197.00000000000006	228.99999999999997	57.99999999999998	83.99999999999999	54.99999999999999	78.00000000000003	46.999999999999986	37.0	16.999999999999996	14.0	9.000000000000005
EC-08E	55354.00000000002	415.00000000000006	55768.999999999985	73005.0	35319.0	19288.0	191.0	215.99999999999997	96.0	50.99999999999999	68.00000000000003	41.99999999999999	29.000000000000004	30.00000000000001	11.000000000000002	5.000000000000002	8.000000000000002
EC-08F	61322.00000000001	483.0	61805.00000000001	79784.00000000004	37829.0	22941.00000000001	127.0	162.0	76.99999999999999	36.00000000000001	37.0	26.000000000000004	22.999999999999993	28.000000000000004	19.000000000000004	9.999999999999996	7.000000000000001
EC-08G	65065.00000000002	568.0	65633.0	84614.0	40027.00000000001	24225.0	225.99999999999991	242.00000000000014	66.00000000000001	51.99999999999999	50.00000000000001	53.00000000000002	36.0	48.0	15.000000000000004	12.0	12.999999999999998
EC-08P	14207	133	14340	14340	10021	4128	3	4	27	4	7	2	2	1	7	0	1
EC-09	319924.99999999994	2928.000000000002	322852.99999999977	406269.99999999965	202917.9999999999	112712.00000000009	1065.999999999999	1217.0000000000002	430.00000000000006	370.0000000000001	351.99999999999994	290.0000000000004	162.00000000000017	195.99999999999991	83.99999999999999	99.99999999999999	27.999999999999993
EC-09A	68789.0	644.9999999999999	69434.00000000001	88527.99999999997	42896.99999999999	24783.999999999996	292.00000000000017	297.9999999999998	100.00000000000009	84.0	109.99999999999997	81.00000000000001	42.99999999999997	51.99999999999999	18.999999999999993	21.0	7.999999999999999
EC-09B	56712.999999999985	491.9999999999999	57205.00000000001	72862.0	36615.0	19290.0	211.00000000000009	247.00000000000014	81.0	56.99999999999999	46.99999999999999	55.99999999999998	30.000000000000004	37.99999999999999	16.000000000000007	18.999999999999996	6.000000000000002
EC-09C	80319.00000000003	694.9999999999993	81013.99999999999	102008.99999999997	53291.000000000015	25992.000000000004	232.00000000000003	306.99999999999994	107.0	92.99999999999999	102.99999999999999	66.00000000000001	38.00000000000001	40.999999999999986	24.000000000000007	24.000000000000007	1.0000000000000002
EC-09D	104512.99999999996	1011.9999999999998	105525.0	133196.0	63196.99999999997	40005.999999999985	330.0	363.9999999999999	117.0	133.0	90.99999999999997	85.99999999999999	50.000000000000014	65.00000000000001	25.000000000000007	35.99999999999999	12.999999999999998
EC-09P	9591	84	9675	9675	6918	2640	1	1	25	3	1	1	1	0	0	0	0
EC-10	7868.000000000002	656.0	8524.000000000002	707970.0000000006	1966.999999999999	5523.000000000001	72.00000000000004	33.99999999999999	120.0	23.999999999999996	12.0	14.999999999999996	20.999999999999993	31.000000000000007	29.000000000000007	16.0	4.0
EC-10-	3599	107	3706	3706	979	2548	26	12	1	1	2	4	6	10	4	4	2
EC-10A	263.0	13.0	276.0	52986.000000000015	139.00000000000003	98.00000000000003	3.0000000000000004	3.0000000000000004	3.0000000000000004	2.0	0.0	0.0	1.0	4.0	10.000000000000002	0.0	0.0
EC-10B	263.0	15.000000000000004	278.00000000000006	62780.99999999998	53.0	191.0	2.999999999999999	2.999999999999999	0.0	2.0	2.999999999999999	2.0	1.0	0.0	2.0	2.999999999999999	0.0
EC-10C	260.0	6.999999999999999	267.0	67133.0	96.99999999999999	148.0	2.0	3.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	1.0	0.0
EC-10D	340.0	17.000000000000004	356.99999999999994	68783.0	63.999999999999986	255.99999999999994	11.0	0.9999999999999998	0.0	0.9999999999999998	0.0	0.0	2.9999999999999996	2.9999999999999996	0.0	0.9999999999999998	0.0
EC-10E	362.00000000000006	25.999999999999996	388.00000000000006	63752.0	54.000000000000014	266.99999999999994	14.000000000000002	5.0	0.9999999999999998	5.0	2.9999999999999996	3.999999999999999	3.999999999999999	1.9999999999999996	0.9999999999999998	1.9999999999999996	0.0
EC-10F	64.0	1.0	65.0	55498.999999999985	11.0	52.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10G	34.99999999999999	4.0	38.999999999999986	47187.99999999999	9.000000000000002	25.000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10H	49.999999999999986	3.0	52.999999999999986	62022.000000000015	10.0	32.99999999999999	1.9999999999999991	0.0	0.0	1.9999999999999991	0.0	0.9999999999999996	0.0	0.9999999999999996	0.9999999999999996	0.0	0.0
EC-10I	307.99999999999994	5.000000000000001	313.00000000000006	70251.00000000001	100.0	198.00000000000003	1.9999999999999998	0.9999999999999999	1.9999999999999998	0.0	0.0	0.0	0.9999999999999999	3.9999999999999996	0.0	0.0	0.0
EC-10J	438.00000000000006	17.0	455.00000000000006	62089.0	123.99999999999997	300.9999999999999	4.0	2.0	2.9999999999999996	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
EC-10K	1.0	0.0	1.0	89453.99999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10P	1885	441	2326	2326	327	1405	5	4	109	7	2	4	3	3	10	4	2
EC-11	84475.99999999996	1397.9999999999989	85874.00000000001	515572.9999999999	17197.000000000007	65797.99999999994	520.0000000000001	285.9999999999999	114.99999999999993	133.0	71.00000000000003	68.00000000000003	62.000000000000014	106.99999999999997	69.00000000000003	27.0	23.0
EC-11-	14620	181	14801	14801	5212	9176	80	71	10	9	12	2	6	25	8	5	4
EC-11A	23065.0	361.0	23426.000000000004	78905.99999999997	2183.0	20463.000000000004	159.99999999999994	54.0	21.000000000000007	50.0	17.99999999999999	21.000000000000007	21.000000000000007	44.00000000000001	17.99999999999999	6.999999999999998	4.999999999999998
EC-11B	42261.99999999999	766.0000000000001	43028.0	104883.99999999997	7935.999999999997	33553.0	275.99999999999994	154.99999999999997	61.99999999999998	67.99999999999997	37.00000000000001	40.000000000000014	32.99999999999999	37.00000000000001	37.00000000000001	14.999999999999996	12.999999999999996
EC-11C	891.0000000000002	10.999999999999995	901.9999999999997	66596.0	509.9999999999997	371.9999999999999	2.000000000000001	1.0000000000000004	1.0000000000000004	1.0000000000000004	2.000000000000001	1.0000000000000004	1.0000000000000004	0.0	0.0	0.0	0.0
EC-11P	3638	79	3717	250386	1356	2234	2	5	21	5	2	4	1	1	6	0	1
EC-12	152837.00000000006	1777.9999999999993	154614.99999999988	323336.99999999994	28836.00000000001	121514.00000000001	892.0000000000008	577.9999999999997	224.99999999999991	148.99999999999991	123.99999999999997	43.00000000000001	142.00000000000006	153.00000000000009	103.99999999999996	59.00000000000003	18.000000000000014
EC-12A	40369.0	502.99999999999994	40872.0	91410.00000000006	11105.0	28481.999999999996	213.99999999999997	252.99999999999997	43.0	52.00000000000001	52.00000000000001	12.000000000000002	37.000000000000014	44.00000000000001	43.0	27.999999999999982	3.9999999999999982
EC-12B	82427.99999999997	970.0000000000001	83397.99999999996	147979.0	15797.999999999996	65401.00000000001	474.0000000000003	264.99999999999994	135.99999999999997	51.000000000000036	51.000000000000036	20.0	73.00000000000001	92.99999999999994	40.999999999999986	18.000000000000004	7.0000000000000036
EC-12C	25488.999999999993	246.99999999999991	25736.000000000004	79339.00000000001	904.9999999999999	24142.0	201.0	57.99999999999999	28.000000000000007	42.0	18.999999999999996	9.999999999999995	28.999999999999996	15.999999999999996	18.999999999999996	13.000000000000002	7.000000000000002
EC-12P	4551	58	4609	4609	1028	3489	3	2	18	4	2	1	3	0	1	0	0
