entity_id	valid	rejected	polled	electors	UPFA	NDF	DUNF	JSP	UDF	Ind 1	SLLP	NSH	Ind 5	Ind 3	ONF	USP	LF	Ind 2	SEP	NA	Ind 4	JP	PNF	RPP	UNAF	ACAKO
EC-01O	90751.99999999996	745.0	91497.0	114601.0	52627.00000000001	37233.0	68.99999999999999	125.00000000000003	86.00000000000001	108.00000000000001	157.00000000000003	37.00000000000001	18.999999999999996	37.99999999999999	41.99999999999999	34.99999999999999	67.00000000000001	22.999999999999996	20.999999999999996	12.000000000000002	11.000000000000002	8.0	7.000000000000001	11.000000000000002	4.0	12.000000000000002
EC-01P	19074	314	19388	19388	12119	6897	8	3	7	2	1	1	2	2	0	4	16	3	1	0	1	4	0	1	0	2
EC-02	1165648.000000002	8960.000000000002	1174608.0000000014	1505362.999999998	718716.0000000001	434506.0	2059.0000000000005	1978.9999999999995	1230.0000000000011	1378.9999999999989	991.9999999999994	499.99999999999926	303.0	709.9999999999995	523.9999999999997	498.99999999999943	510.00000000000057	525.9999999999998	238.00000000000037	145.9999999999998	172.9999999999999	168.00000000000006	123.00000000000007	129.9999999999999	135.00000000000009	102.00000000000001
EC-02A	79160.0	829.9999999999999	79990.0	103893.0	39316.0	38789.00000000001	215.0	140.0	110.0	81.99999999999997	96.99999999999996	49.99999999999999	42.0	49.99999999999999	48.00000000000002	36.99999999999999	60.0	35.0	21.999999999999996	12.000000000000005	7.999999999999999	10.999999999999998	10.0	5.0	12.000000000000005	8.999999999999998
EC-02B	69722.99999999999	650.0000000000002	70373.0	96028.00000000003	32125.000000000004	36669.0	186.99999999999997	122.0	138.00000000000006	69.00000000000003	67.0	32.0	48.0	35.00000000000001	50.000000000000014	26.999999999999996	48.0	34.0	14.000000000000004	10.999999999999996	14.000000000000004	7.000000000000002	10.000000000000002	7.000000000000002	7.000000000000002	2.0
EC-02C	99196.99999999996	767.0000000000002	99964.0	127420.99999999996	59557.99999999997	38605.00000000001	149.99999999999997	117.00000000000001	105.0	141.99999999999997	71.99999999999999	46.0	36.99999999999999	82.00000000000001	48.000000000000014	40.0	53.99999999999999	34.00000000000001	25.000000000000004	15.999999999999996	12.000000000000004	13.999999999999996	13.0	7.999999999999998	10.0	8.999999999999998
EC-02D	77624.00000000003	476.00000000000006	78099.99999999996	99742.00000000004	48148.99999999999	28517.999999999993	197.00000000000003	144.9999999999999	89.99999999999996	108.0	60.999999999999986	43.00000000000001	15.000000000000004	55.00000000000002	38.0	40.99999999999999	24.0	43.999999999999986	13.999999999999998	8.999999999999993	12.0	15.999999999999998	8.999999999999993	10.999999999999996	17.0	7.999999999999999
EC-02E	85932.99999999999	719.0	86651.99999999999	114566.00000000001	54696.999999999956	30168.99999999999	160.00000000000006	167.99999999999994	101.0	131.0	88.99999999999994	37.999999999999986	21.999999999999986	73.99999999999999	42.999999999999986	58.00000000000003	29.999999999999996	65.00000000000003	10.000000000000004	15.999999999999995	6.999999999999999	15.999999999999995	10.000000000000004	10.999999999999993	10.000000000000004	7.999999999999997
EC-02F	94434.99999999996	618.0000000000001	95053.00000000001	120859.99999999996	60317.99999999999	33056.99999999999	234.99999999999991	184.00000000000009	101.00000000000004	111.00000000000006	54.00000000000001	38.000000000000014	19.000000000000007	49.00000000000002	42.99999999999999	45.0	49.00000000000002	39.00000000000001	18.000000000000007	13.0	14.000000000000002	14.000000000000002	10.000000000000005	6.000000000000005	9.000000000000004	9.000000000000004
EC-02G	92514.99999999996	645.0000000000002	93160.00000000001	120899.99999999994	61336.99999999999	30110.0	135.99999999999994	202.00000000000003	90.99999999999996	121.00000000000003	76.99999999999999	49.00000000000001	25.999999999999996	57.00000000000001	47.000000000000014	40.99999999999998	45.999999999999986	59.99999999999997	25.999999999999996	11.000000000000002	19.0	14.999999999999993	9.0	14.000000000000009	9.999999999999996	11.000000000000002
EC-02H	104927.0	682.0	105609.00000000001	133606.00000000003	71811.0	32262.000000000004	122.00000000000003	129.00000000000006	78.0	114.00000000000006	65.00000000000003	40.00000000000001	11.000000000000004	54.99999999999997	35.0	35.0	40.00000000000001	43.0	15.000000000000004	7.999999999999999	17.999999999999996	5.999999999999999	8.999999999999998	21.000000000000007	5.999999999999999	3.9999999999999996
EC-02I	97279.0	691.9999999999999	97971.00000000001	127821.0	56726.00000000001	39701.00000000001	148.99999999999997	140.00000000000003	73.00000000000003	73.00000000000003	77.0	33.99999999999999	15.0	45.0	35.00000000000001	40.0	32.00000000000001	31.0	22.999999999999996	11.0	16.999999999999996	10.0	7.000000000000001	10.0	24.0	6.0
EC-02J	104905.0	628.9999999999999	105534.00000000001	134581.0	69085.0	34807.0	135.99999999999997	215.99999999999991	98.00000000000003	122.99999999999999	75.99999999999997	27.999999999999993	16.999999999999996	49.000000000000014	35.99999999999999	35.99999999999999	40.0	41.99999999999999	23.999999999999993	11.000000000000002	15.000000000000004	23.000000000000007	11.999999999999996	8.000000000000002	5.999999999999998	16.999999999999996
EC-02K	81324.00000000004	484.0000000000001	81807.99999999999	104155.00000000001	56757.99999999998	23618.999999999996	123.99999999999997	207.99999999999997	81.00000000000003	137.00000000000003	59.00000000000001	37.0	16.99999999999999	74.0	30.999999999999993	29.0	24.999999999999993	38.00000000000001	20.000000000000007	12.000000000000004	12.999999999999998	12.000000000000004	6.000000000000002	10.000000000000004	6.000000000000002	8.0
EC-02L	84610.99999999997	629.0000000000001	85240.00000000003	107786.00000000001	52065.999999999985	31761.999999999993	102.00000000000003	118.0	68.0	90.99999999999994	100.0	35.0	19.999999999999996	53.99999999999998	39.99999999999999	34.0	25.0	28.000000000000007	7.999999999999998	7.000000000000002	14.000000000000004	9.999999999999998	9.999999999999998	7.000000000000002	7.999999999999998	3.999999999999999
EC-02M	63671.0	584.0	64255.00000000001	83104.99999999999	36242.000000000015	26740.0	124.0	84.0	84.99999999999999	67.0	89.99999999999999	28.000000000000004	13.0	24.000000000000004	27.000000000000004	28.000000000000004	18.0	31.0	15.999999999999996	9.0	9.999999999999996	7.000000000000001	7.000000000000001	7.999999999999998	7.000000000000001	6.000000000000001
EC-02P	30344	555	30899	30899	20528	9698	22	6	11	10	8	2	1	7	3	8	19	2	3	0	0	7	1	4	3	1
EC-03	654249.0000000012	4540.999999999998	658789.9999999997	833360.0000000009	412561.9999999994	231807.00000000003	1241.9999999999998	1682.9999999999989	1180.9999999999995	1075.0000000000007	765.0000000000007	452.99999999999983	247.99999999999986	582.0000000000003	421.0	471.99999999999966	305.00000000000006	378.99999999999983	224.0000000000002	159.00000000000003	153.99999999999991	143.00000000000017	119.99999999999999	120.00000000000001	75.99999999999989	77.99999999999996
EC-03A	82947.0	553.0000000000002	83500.00000000003	105569.00000000003	50772.00000000002	31318.99999999999	96.0	122.00000000000004	111.99999999999997	100.0	76.99999999999999	32.99999999999999	15.000000000000005	50.0	41.99999999999999	34.0	49.0	25.99999999999999	19.000000000000004	11.0	22.0	9.999999999999998	4.999999999999999	16.0	11.0	6.0
EC-03B	95892.00000000001	557.9999999999998	96449.99999999996	118942.00000000007	62363.0	32289.999999999996	140.0000000000001	203.0000000000001	121.99999999999994	156.0	106.99999999999999	51.99999999999999	33.000000000000014	79.00000000000004	67.99999999999997	57.0	26.99999999999999	67.00000000000001	29.00000000000001	18.0	12.999999999999998	22.000000000000004	7.999999999999998	15.000000000000004	10.000000000000007	12.999999999999998
EC-03C	86366.0	666.0	87032.0	108781.0	57292.00000000001	27817.999999999993	155.00000000000009	209.0	107.00000000000004	130.0	88.99999999999999	70.99999999999997	38.99999999999999	85.00000000000003	61.999999999999986	65.0	43.999999999999964	51.000000000000014	27.000000000000004	21.000000000000004	21.999999999999982	13.0	27.000000000000004	18.000000000000007	7.999999999999998	13.0
EC-03D	58456.00000000001	422.9999999999999	58879.00000000001	74990.99999999994	38018.00000000001	19072.999999999993	233.0	189.99999999999997	163.0	103.0	119.0	62.0	40.00000000000001	77.00000000000001	49.0	69.00000000000003	39.000000000000014	46.99999999999999	40.999999999999986	25.99999999999999	24.0	23.0	22.000000000000004	20.999999999999996	7.000000000000004	10.000000000000002
EC-03E	75481.99999999997	564.0000000000001	76046.0	99737.00000000001	47988.00000000001	26015.999999999996	182.99999999999994	274.9999999999999	233.00000000000014	124.00000000000004	107.99999999999996	53.0	47.0	77.00000000000001	56.00000000000002	72.99999999999999	42.000000000000014	43.99999999999999	34.0	21.000000000000007	21.000000000000007	29.0	21.999999999999996	17.0	15.000000000000004	4.0
EC-03F	82085.00000000001	581.0	82665.99999999996	106877.99999999994	51330.000000000015	29719.000000000004	129.0	217.99999999999997	111.00000000000006	133.0	76.00000000000003	42.99999999999999	23.99999999999999	63.0	40.00000000000001	42.99999999999999	30.0	34.0	25.0	15.0	17.0	7.000000000000001	8.0	7.000000000000001	1.0	11.999999999999995
EC-03G	80558.00000000004	523.0000000000001	81080.99999999996	104363.0	43787.00000000001	35678.00000000001	132.99999999999991	172.00000000000003	153.0	124.00000000000001	79.99999999999999	59.999999999999986	12.0	77.99999999999997	54.0	44.00000000000001	27.0	48.99999999999997	22.000000000000004	22.999999999999996	16.0	9.999999999999998	9.999999999999998	12.0	7.000000000000001	7.000000000000001
EC-03H	72522.99999999999	486.00000000000006	73009.0	93971.99999999997	47316.999999999985	23716.999999999993	167.99999999999997	286.00000000000006	173.0	194.99999999999991	106.99999999999993	76.00000000000001	36.0	72.0	49.00000000000001	82.99999999999999	40.99999999999998	57.00000000000003	23.000000000000014	22.0	18.0	25.000000000000004	18.0	13.999999999999995	13.999999999999995	12.0
EC-03P	19940	187	20127	20127	13695	6177	5	8	7	10	2	3	2	1	1	4	6	4	4	2	1	4	0	0	3	1
EC-04	750786.0000000003	8700.000000000011	759485.9999999999	1001073.9999999981	406636.00000000076	329492.0	2809.9999999999964	1950.0000000000025	1624.0000000000068	1199.9999999999995	1058.9999999999995	848.0000000000015	441.99999999999955	711.0000000000007	703.0	600.0000000000002	462.00000000000034	523.0000000000008	305.0	295.0000000000003	242.99999999999994	216.0	177.99999999999994	192.00000000000003	138.99999999999991	157.99999999999977
EC-04A	38836.00000000001	299.9999999999999	39136.000000000015	52553.00000000001	22703.0	15338.0	169.99999999999991	120.0	84.00000000000001	59.0	74.99999999999997	36.00000000000001	19.000000000000004	42.00000000000001	30.0	28.000000000000004	17.000000000000007	30.0	9.999999999999998	12.999999999999998	14.000000000000002	12.999999999999998	6.000000000000002	12.999999999999998	3.000000000000001	12.999999999999998
EC-04B	109714.00000000007	1161.0000000000002	110875.0	147474.99999999997	56508.00000000002	51406.00000000002	277.0	248.99999999999991	240.00000000000009	148.00000000000003	107.0	124.0	34.0	112.00000000000007	91.00000000000001	83.99999999999999	59.000000000000014	62.999999999999986	47.00000000000001	32.99999999999999	29.000000000000036	14.000000000000009	21.999999999999993	27.000000000000007	17.999999999999996	21.999999999999993
EC-04C	57703.0	838.0	58541.0	78687.99999999999	28628.0	27692.000000000004	237.99999999999997	167.00000000000009	162.0	97.0	108.00000000000004	83.99999999999999	49.999999999999986	66.00000000000001	68.0	71.0	33.00000000000001	51.999999999999986	36.00000000000001	28.999999999999993	23.999999999999993	27.00000000000001	17.0	18.999999999999996	15.000000000000004	20.0
EC-04D	41612.99999999999	396.99999999999983	42010.00000000001	55629.0	27179.0	13219.999999999998	265.0	182.99999999999994	96.99999999999996	132.00000000000006	89.0	58.000000000000014	30.00000000000001	68.00000000000001	51.00000000000002	44.00000000000001	30.00000000000001	51.00000000000002	19.0	18.000000000000004	17.000000000000004	15.000000000000005	17.000000000000004	11.000000000000002	12.999999999999998	5.999999999999999
EC-04E	33876.00000000001	509.00000000000006	34384.999999999985	45143.999999999985	19009.000000000007	13957.0	182.99999999999997	118.99999999999996	105.0	74.99999999999999	44.99999999999998	62.0	21.000000000000007	44.99999999999998	47.00000000000001	35.00000000000001	26.999999999999996	37.000000000000014	21.99999999999999	12.000000000000005	17.999999999999996	13.999999999999998	8.999999999999998	13.999999999999998	8.0	12.000000000000005
EC-04F	65060.000000000015	656.0000000000001	65716.0	85856.99999999999	36212.00000000001	27852.00000000001	209.0	119.00000000000001	113.0	79.00000000000003	73.00000000000001	61.99999999999999	28.99999999999999	49.999999999999986	49.00000000000001	39.0	40.0	26.000000000000007	26.000000000000007	12.000000000000002	16.000000000000007	8.999999999999996	15.0	12.000000000000002	10.0	8.000000000000004
EC-04G	47721.00000000001	673.9999999999999	48394.99999999999	65175.99999999999	24600.999999999996	21791.00000000001	295.00000000000006	202.00000000000009	135.99999999999997	93.99999999999997	119.00000000000003	56.00000000000002	40.99999999999999	61.99999999999999	71.00000000000001	51.99999999999999	37.99999999999999	35.00000000000001	7.999999999999998	30.999999999999996	25.999999999999996	21.000000000000004	16.999999999999996	11.999999999999996	7.999999999999998	5.000000000000001
EC-04H	54355.999999999985	533.9999999999998	54890.00000000001	72905.99999999999	28443.999999999993	25243.000000000004	105.00000000000001	83.0	71.0	65.0	50.0	41.0	28.0	28.0	27.0	28.999999999999993	35.0	27.0	17.000000000000004	10.000000000000002	16.0	5.000000000000001	5.999999999999999	2.9999999999999996	4.0	19.0
EC-04I	27277.0	268.0	27545.000000000004	36938.0	11635.999999999996	15357.999999999998	47.0	23.999999999999993	20.000000000000004	30.999999999999996	16.000000000000004	20.000000000000004	16.000000000000004	11.000000000000002	14.000000000000002	4.000000000000001	28.000000000000004	9.000000000000002	8.000000000000002	7.000000000000001	4.000000000000001	4.000000000000001	9.000000000000002	5.000000000000001	1.0000000000000002	5.000000000000001
EC-04J	57881.000000000015	505.9999999999998	58387.00000000001	76995.99999999997	33664.000000000015	23290.00000000001	177.0	134.99999999999994	94.0	76.99999999999999	74.0	43.00000000000002	31.0	37.0	26.000000000000007	40.0	41.000000000000014	38.0	20.0	16.999999999999996	23.000000000000004	21.999999999999996	6.000000000000001	9.0	10.999999999999998	6.000000000000001
EC-04K	57454.000000000015	630.9999999999998	58084.999999999985	76811.99999999999	29235.000000000007	27123.000000000015	216.00000000000003	146.00000000000003	113.99999999999997	81.99999999999996	75.99999999999997	56.999999999999986	38.99999999999999	54.00000000000001	56.0	45.0	36.0	44.00000000000001	15.999999999999996	30.000000000000004	15.000000000000002	17.0	10.000000000000002	20.000000000000004	11.999999999999991	11.000000000000002
EC-04L	66656.99999999999	857.0000000000002	67514.00000000001	91145.99999999999	33077.99999999999	32090.000000000004	273.00000000000006	184.00000000000003	170.99999999999997	129.0	104.0	98.99999999999999	49.00000000000001	60.00000000000001	83.00000000000001	60.99999999999999	38.00000000000001	57.000000000000014	30.000000000000004	46.00000000000001	17.999999999999996	17.999999999999996	20.0	24.999999999999996	10.0	13.999999999999995
EC-04M	62320.0	1069.0000000000005	63388.999999999985	85136.00000000003	35555.000000000015	25107.0	332.0	209.0	208.0	123.99999999999994	117.00000000000003	103.00000000000001	51.0	73.0	84.00000000000003	63.999999999999986	27.999999999999996	51.0	40.000000000000014	35.999999999999986	21.99999999999999	31.999999999999993	24.000000000000007	21.000000000000007	24.000000000000007	14.999999999999993
EC-04P	30318	300	30618	30618	20184	10025	23	10	9	8	6	3	4	3	6	4	12	3	6	1	1	5	0	1	2	2
EC-05	264418.99999999994	2666.0000000000027	267085.00000000023	355738.00000000006	157952.9999999999	100512.9999999999	1104.9999999999984	841.0000000000009	622.9999999999993	634.9999999999995	371.99999999999983	298.99999999999966	191.99999999999991	339.9999999999996	248.99999999999997	299.99999999999983	156.99999999999991	174.00000000000023	102.99999999999989	117.00000000000006	91.99999999999997	89.00000000000009	73.99999999999999	85.99999999999996	48.00000000000006	57.00000000000004
EC-05A	87949.00000000003	777.9999999999998	88726.99999999999	119452.99999999996	58016.000000000015	28171.000000000004	360.00000000000006	267.0	158.0	250.00000000000006	96.00000000000004	74.99999999999996	40.99999999999997	107.00000000000001	51.00000000000002	84.99999999999999	43.00000000000003	61.999999999999986	29.000000000000007	27.00000000000001	22.999999999999996	27.00000000000001	20.000000000000014	20.000000000000014	10.999999999999998	10.000000000000007
EC-05B	48798.00000000001	361.0	49158.999999999956	64696.00000000001	31277.000000000004	16299.999999999998	212.99999999999994	188.0	99.99999999999997	136.00000000000006	90.00000000000001	71.99999999999999	44.00000000000001	70.00000000000001	46.000000000000014	59.0	31.000000000000014	31.99999999999998	21.000000000000007	27.999999999999986	20.00000000000001	20.00000000000001	14.999999999999993	14.999999999999993	5.999999999999998	14.999999999999993
EC-05C	54346.999999999985	649.9999999999999	54997.000000000015	75153.99999999999	26995.999999999996	26012.999999999993	288.99999999999994	174.00000000000003	158.99999999999997	99.99999999999996	82.99999999999997	61.000000000000014	48.0	75.00000000000001	60.0	56.99999999999999	34.00000000000001	39.00000000000001	24.99999999999999	29.0	24.99999999999999	17.000000000000004	22.999999999999996	15.999999999999995	7.999999999999997	15.999999999999995
EC-05D	60388.00000000001	760.0000000000003	61147.99999999996	83381.00000000006	32817.99999999999	25991.00000000002	231.99999999999997	210.00000000000009	202.9999999999999	138.99999999999997	97.00000000000003	88.00000000000001	57.000000000000014	87.0	90.99999999999997	97.00000000000003	43.00000000000001	39.99999999999997	26.999999999999996	32.0	24.000000000000007	25.0	16.0	34.00000000000001	22.000000000000004	14.999999999999998
EC-05P	12937	117	13054	13054	8846	4038	11	2	3	10	6	3	2	1	1	2	6	1	1	1	0	0	0	1	1	1
EC-06	346381.9999999997	6462.000000000001	352843.99999999994	466439.9999999999	151603.99999999997	180603.99999999985	4134.000000000001	1568.0000000000002	1728.9999999999995	686.9999999999998	931.9999999999994	657.0	697.9999999999985	451.99999999999983	633.0000000000002	521.9999999999997	339.0000000000003	267.99999999999966	309.9999999999998	293.99999999999983	177.9999999999999	180.99999999999955	169.99999999999991	191.9999999999999	104.00000000000003	126.00000000000001
EC-06A	184127.99999999997	3693.0	187821.00000000003	247068.99999999997	62603.999999999985	112865.99999999999	2693.0000000000005	747.0000000000001	1157.9999999999998	340.0	529.0	441.0000000000002	446.9999999999998	278.99999999999994	404.0	319.9999999999999	204.00000000000009	112.99999999999999	218.99999999999991	199.00000000000003	113.99999999999999	98.99999999999997	109.00000000000003	108.00000000000007	61.999999999999986	73.00000000000001
EC-06B	52570.000000000015	1057.0	53626.99999999999	70730.0	24120.0	26726.999999999993	530.9999999999998	190.00000000000006	209.99999999999994	94.0	106.99999999999996	80.0	67.99999999999999	44.0	91.0	72.99999999999997	27.999999999999996	34.999999999999986	30.000000000000004	34.999999999999986	24.000000000000007	16.999999999999996	15.999999999999993	34.999999999999986	7.9999999999999964	6.999999999999999
EC-06C	47476.000000000015	748.0	48224.00000000001	65968.99999999999	29164.000000000022	16470.000000000004	518.0000000000002	312.0	164.99999999999997	111.99999999999997	127.00000000000004	73.99999999999999	68.99999999999999	52.99999999999998	52.99999999999998	56.99999999999997	46.000000000000014	69.99999999999999	20.999999999999996	31.000000000000004	21.999999999999996	26.999999999999996	17.0	23.000000000000007	19.000000000000007	26.000000000000004
EC-06D	52994.0	874.9999999999999	53869.000000000015	73369.0	29618.0	21473.999999999996	381.00000000000017	314.9999999999999	195.99999999999994	135.0	169.0	60.99999999999999	104.99999999999999	76.00000000000001	84.00000000000001	69.0	57.999999999999986	47.99999999999999	40.00000000000001	28.999999999999993	18.0	35.00000000000001	26.0	26.0	14.0	17.0
EC-06P	9214	89	9303	9303	6098	3067	11	4	0	6	0	1	9	0	1	3	3	2	0	0	0	3	2	0	1	3
EC-07	607621.0	3764.999999999997	611385.9999999999	785662.9999999993	386971.00000000006	211633.0000000002	1256.0000000000014	1769.9999999999998	803.9999999999999	1079.9999999999995	626.9999999999992	396.99999999999983	168.00000000000023	548.9999999999997	336.0000000000004	384.00000000000017	238.9999999999999	435.00000000000017	156.99999999999997	125.99999999999986	124.00000000000011	115.0	140.0	120.00000000000009	89.00000000000011	101.00000000000013
EC-07A	36401.00000000001	241.0	36642.00000000001	50109.00000000001	23634.0	12197.999999999996	71.00000000000001	134.0	44.00000000000003	58.99999999999999	31.999999999999996	27.00000000000001	10.0	39.0	28.999999999999996	22.999999999999993	19.000000000000004	26.0	24.000000000000004	3.9999999999999996	3.9999999999999996	7.999999999999999	3.0000000000000004	1.9999999999999998	6.000000000000001	5.0
EC-07B	53333.999999999985	320.0	53654.00000000003	68780.0	33487.99999999999	19190.999999999993	79.0	150.0	49.999999999999986	93.0	37.0	27.000000000000007	4.0	30.00000000000001	27.000000000000007	27.000000000000007	17.000000000000004	30.999999999999996	18.999999999999996	18.999999999999996	7.000000000000003	5.0	10.999999999999998	6.000000000000002	8.999999999999998	7.000000000000003
EC-07C	49024.0	307.99999999999994	49332.00000000001	67024.99999999999	34809.0	13420.000000000002	90.99999999999997	198.00000000000006	67.0	117.99999999999999	57.00000000000002	28.00000000000001	9.000000000000002	45.999999999999986	26.999999999999996	18.000000000000004	19.999999999999996	44.00000000000001	3.0000000000000018	9.999999999999998	12.999999999999996	11.000000000000002	9.000000000000002	14.000000000000005	4.999999999999999	7.000000000000003
EC-07D	65320.000000000015	381.99999999999994	65702.0	84772.0	44036.00000000001	20218.999999999996	140.99999999999994	241.99999999999994	82.99999999999999	122.99999999999999	77.99999999999997	33.0	23.0	81.00000000000001	29.999999999999993	46.0	26.0	56.99999999999997	11.999999999999996	11.999999999999996	10.999999999999996	19.999999999999993	7.0	16.0	9.0	14.999999999999996
EC-07E	75453.00000000001	456.99999999999994	75910.0	94244.99999999993	47986.999999999985	26060.99999999999	227.0	231.0000000000001	114.00000000000006	186.00000000000006	111.00000000000001	75.99999999999999	30.0	68.00000000000004	35.00000000000001	57.999999999999986	36.99999999999999	57.00000000000003	11.000000000000005	21.0	21.0	20.0	36.99999999999999	28.0	18.999999999999996	17.999999999999996
EC-07F	70302.0	489.00000000000006	70791.00000000001	89805.0	44494.99999999999	24446.000000000015	167.99999999999991	262.0	138.00000000000006	135.00000000000006	82.99999999999997	63.00000000000001	37.99999999999999	82.99999999999997	54.00000000000002	69.00000000000003	41.99999999999998	60.00000000000002	22.000000000000004	20.99999999999999	27.00000000000001	20.99999999999999	32.999999999999986	14.000000000000002	11.999999999999998	16.0
EC-07G	55671.99999999998	336.00000000000006	56008.0	74442.0	37329.00000000001	17616.999999999996	125.0	155.0	58.0	105.00000000000003	44.0	30.000000000000004	8.999999999999998	43.0	26.0	30.000000000000004	11.0	23.000000000000007	19.999999999999996	7.9999999999999964	7.9999999999999964	5.9999999999999964	7.9999999999999964	8.999999999999998	5.9999999999999964	1.9999999999999991
